,Player,Pos,Squad,Rk,Tkl,Tkl,TklW,Blocks,Int,Clr,Err,90s,Cmp,Cmp,Cmp,Cmp,Cmp%,Cmp%,Cmp%,Cmp%,Ast,xAG,KP,1/3,PPA,CrsPA,PrgP,SCA,GCA,Sh,SoT%,npxG,Touches,Att,Succ%,PrgC,Mis,Dis,PrgR,G-PK,G-PK,Fls,Fld,PKwon,OG,Recov,Won%
2174,Sebastian Rudy,"MF,DF",Hoffenheim,2175,73,28,49,26,27,38,0,30.4,1202,558,482,121,78.5,87.2,84.1,57.9,3,5.2,55,121,33,7,162,105,11,25,32.0,1.1,1800,26,69.2,35,34,18,72,1,0.03,27,34,0,0,179,47.4
2175,Stéphane Ruffier,GK,Saint-Étienne,2176,0,0,0,0,0,5,3,22.0,418,72,206,139,67.1,100.0,98.6,41.0,0,0.0,0,3,0,0,0,1,0,0,,0.0,671,0,,0,0,0,0,0,0.00,0,0,0,0,29,50.0
2176,Dion Ruffo Luci,MF,Bologna,2177,0,0,0,0,0,0,0,0.0,0,0,0,0,,,,,0,0.0,0,0,0,0,0,0,0,0,,0.0,1,0,,0,1,0,0,0,0.00,0,0,0,0,0,
2177,Daniele Rugani,DF,Juventus,2178,8,4,6,4,11,18,0,7.7,393,160,205,22,86.9,90.4,88.0,73.3,0,0.0,0,16,0,0,17,4,1,6,33.3,0.3,509,0,,2,1,0,0,0,0.00,8,1,0,0,28,64.0
2178,Mário Rui,DF,Napoli,2179,31,11,17,24,21,43,0,21.8,1637,988,504,92,81.7,93.0,81.3,47.2,2,3.7,35,117,44,17,154,80,5,31,29.0,1.1,2204,35,68.6,70,17,14,146,0,0.00,21,56,0,0,141,45.5
2179,Aitor Ruibal,"DF,MF",Leganés,2180,27,16,17,18,8,11,0,13.6,293,175,90,14,72.7,82.2,78.9,35.0,0,1.8,12,24,6,1,36,36,1,16,18.8,0.7,564,60,55.0,40,19,22,74,0,0.00,28,13,0,0,82,22.2
2180,Fabián Ruiz Peña,MF,Napoli,2181,43,24,26,32,32,18,2,29.8,2136,1093,768,186,90.3,93.9,94.0,83.4,6,4.5,51,230,44,5,277,127,13,71,25.4,3.2,2638,45,73.3,86,29,31,132,3,0.10,21,27,0,0,215,59.1
2181,Gerónimo Rulli,GK,Montpellier,2182,3,3,1,1,2,9,1,25.0,689,95,284,309,78.1,99.0,98.6,62.6,0,0.0,0,9,0,0,1,4,0,0,,0.0,949,0,,0,1,0,0,0,0.00,2,7,0,0,28,80.0
2182,Lukas Rupp,"FW,MF",Norwich City,2183,15,5,9,11,15,4,0,7.7,205,132,49,8,75.4,85.7,72.1,47.1,0,0.9,8,11,3,0,18,15,0,4,50.0,0.9,352,6,66.7,3,15,18,23,0,0.00,10,6,0,0,56,26.3
2183,Lukas Rupp,MF,Hoffenheim,2184,9,3,4,5,5,3,0,3.8,128,87,34,1,82.6,89.7,82.9,25.0,0,0.1,1,6,0,0,7,9,1,5,0.0,0.2,213,9,22.2,7,12,8,18,0,0.00,10,6,0,0,18,33.3
2184,Mathew Ryan,GK,Brighton,2185,1,1,1,0,2,13,2,38.0,1217,263,597,350,82.1,99.2,98.4,59.1,0,0.0,0,10,1,0,0,4,2,0,,0.0,1563,0,,0,2,0,0,0,0.00,0,4,0,0,20,100.0
2185,Julian Ryerson,"DF,MF",Union Berlin,2186,7,3,5,5,5,9,0,4.1,116,66,37,7,67.1,79.5,80.4,36.8,0,0.1,1,5,4,2,7,6,0,2,0.0,0.8,219,12,58.3,10,5,7,9,0,0.00,8,6,0,0,30,46.7
2186,Frederik Rønnow,GK,Eint Frankfurt,2187,0,0,0,0,0,1,0,9.0,241,37,98,106,70.5,100.0,99.0,51.5,0,0.0,0,16,2,0,0,0,0,0,,0.0,372,0,,0,1,0,0,0,0.00,0,1,0,0,17,100.0
2187,João Victor Santos Sá,"MF,FW",Wolfsburg,2188,35,10,22,31,9,9,0,18.1,317,191,93,12,72.4,80.6,77.5,50.0,2,2.5,14,17,14,3,39,41,4,29,41.4,3.9,669,48,62.5,48,45,27,100,2,0.11,26,27,0,0,81,25.0
2188,Roli Pereira de Sa,MF,Nantes,2189,0,0,0,0,0,0,0,0.1,12,5,6,1,92.3,100.0,85.7,100.0,0,0.2,2,1,0,0,1,2,0,1,0.0,0.0,14,0,,0,0,0,0,0,0.00,0,0,0,0,1,
2189,Youssouf Sabaly,DF,Bordeaux,2190,18,6,11,8,18,23,0,10.1,471,265,167,23,79.8,87.2,80.7,53.5,1,1.3,12,34,12,6,41,24,2,5,20.0,0.2,718,19,52.6,25,9,12,53,0,0.00,11,14,0,0,65,48.1
2190,Stefano Sabelli,DF,Brescia,2191,83,50,44,40,58,107,0,35.2,1412,663,578,128,71.6,87.5,75.6,40.6,3,4.3,41,155,50,19,215,72,4,13,30.8,0.5,2394,41,63.4,103,46,13,89,0,0.00,34,79,0,1,205,58.6
2191,Abdelhamid Sabiri,MF,Paderborn 07,2192,20,9,16,9,8,18,1,11.6,346,156,113,54,79.0,85.7,85.6,62.8,1,0.3,7,42,2,0,42,36,3,41,31.7,2.3,598,40,62.5,15,28,27,16,3,0.26,27,26,0,0,63,54.2
2192,Marcel Sabitzer,"MF,FW",RB Leipzig,2193,39,19,25,27,23,25,0,27.8,1150,592,347,112,74.2,84.6,76.3,60.2,7,5.7,59,131,46,17,175,117,12,70,34.3,7.2,1818,31,51.6,68,36,28,169,9,0.32,20,41,0,0,217,53.5
2193,Ihsan Sacko,FW,Nice,2194,1,0,1,0,0,0,0,1.6,31,12,16,3,72.1,85.7,72.7,100.0,0,0.4,2,1,2,1,4,5,0,0,,0.0,61,6,33.3,3,6,3,21,0,0.00,0,2,0,0,2,0.0
2194,Alexis Saelemaekers,"FW,DF",Milan,2195,14,6,8,13,8,1,0,7.6,271,159,85,9,80.7,86.9,84.2,42.9,0,0.6,7,13,9,3,14,26,1,9,22.2,0.6,408,18,44.4,21,12,6,78,1,0.13,14,8,0,0,38,26.3
2195,Jorge Sáenz,DF,Celta Vigo,2196,6,3,1,5,10,15,0,4.1,134,34,64,34,81.2,81.0,87.7,70.8,0,0.0,0,5,1,0,4,2,0,0,,0.0,206,0,,1,3,0,0,0,0.00,7,2,0,0,12,50.0
2196,Nuri Şahin,MF,Werder Bremen,2197,27,11,16,15,37,38,0,13.9,588,273,234,66,74.5,87.5,83.6,45.2,3,2.5,28,56,7,0,75,51,4,12,16.7,0.5,928,16,62.5,9,8,5,14,0,0.00,22,15,0,0,67,42.9
2197,Wesley Saïd,"MF,FW",Toulouse,2198,20,2,9,6,9,8,0,12.9,334,189,104,27,79.9,88.3,81.3,60.0,1,2.3,12,34,13,3,50,38,2,25,40.0,3.3,560,41,68.3,43,25,17,84,2,0.16,11,8,0,0,63,46.4
2198,Allan Saint-Maximin,"MF,FW",Newcastle Utd,2199,13,4,8,5,9,6,0,20.7,353,209,87,34,72.8,85.0,70.7,60.7,4,3.3,33,22,14,3,49,88,9,46,45.7,3.3,766,180,67.2,125,73,51,92,3,0.14,18,48,0,0,115,25.8
2199,Théo Sainte-Luce,"MF,DF",Nîmes,2200,0,0,0,0,0,0,0,0.2,1,0,1,0,100.0,,100.0,,0,0.0,0,0,0,0,0,0,0,0,,0.0,1,0,,0,0,1,0,0,0.00,0,1,0,0,0,
2200,Borja Sainz,"MF,FW",Alavés,2201,16,8,9,14,3,0,0,6.4,81,49,23,2,69.8,89.1,76.7,15.4,0,0.3,5,3,4,2,10,14,0,10,40.0,1.4,231,30,40.0,17,28,12,30,1,0.16,22,8,0,0,44,36.4
2201,Romain Saïss,DF,Wolves,2202,55,32,38,31,55,127,3,30.1,1285,439,655,171,77.9,86.9,84.6,54.6,1,1.3,12,113,6,1,132,30,2,24,33.3,3.4,1996,10,70.0,10,13,5,9,2,0.07,43,24,0,0,185,63.6
2202,Bukayo Saka,"DF,FW",Arsenal,2203,36,19,21,12,12,19,0,19.5,646,375,227,22,76.4,88.2,77.5,42.3,5,3.3,21,37,19,5,67,48,7,13,30.8,1.0,1048,55,58.2,67,42,22,143,1,0.05,22,28,0,0,87,14.6
2203,Hiroki Sakai,DF,Marseille,2204,57,25,36,20,23,34,1,18.0,938,562,271,60,83.8,92.9,80.4,65.2,0,1.5,14,62,10,6,91,35,1,2,0.0,0.1,1321,24,54.2,39,20,14,90,0,0.00,24,12,1,0,95,59.3
2204,Mamadou Sakho,DF,Crystal Palace,2205,7,2,5,12,20,46,2,10.3,472,176,241,47,87.6,91.7,89.9,74.6,0,0.1,1,28,1,0,26,3,0,0,,0.0,641,5,80.0,1,6,5,2,0,0.00,3,2,0,0,67,50.0
2205,Jacopo Sala,DF,SPAL,2206,29,17,24,4,13,15,1,9.5,366,211,122,27,80.1,89.8,81.9,50.9,0,0.2,7,21,6,1,32,16,1,14,14.3,0.6,561,11,45.5,20,14,6,40,0,0.00,11,10,0,0,55,60.0
2206,Mohamed Salah,FW,Liverpool,2207,16,5,6,3,8,2,1,32.0,767,463,211,26,74.1,82.2,77.3,45.6,10,7.8,60,41,57,3,91,136,15,129,43.4,16.6,1368,83,60.2,105,88,67,347,16,0.50,17,18,1,0,85,25.0
2207,Bartosz Salamon,DF,SPAL,2208,2,1,1,4,6,14,0,3.8,138,41,67,28,90.8,93.2,97.1,77.8,0,0.0,0,15,1,0,9,1,0,0,,0.0,184,0,,1,2,0,0,0,0.00,3,4,0,0,14,58.3
2208,Eddie Salcedo,"FW,MF",Hellas Verona,2209,3,0,1,4,1,2,0,7.6,134,89,32,5,61.5,73.0,57.1,38.5,0,1.6,8,8,8,3,15,21,1,21,33.3,1.7,302,16,43.8,24,26,18,75,1,0.13,18,14,0,0,19,43.1
2209,William Saliba,DF,Saint-Étienne,2210,19,5,9,13,21,36,1,11.0,491,196,237,51,88.2,92.5,92.2,71.8,0,0.1,1,35,1,0,33,4,0,3,0.0,0.2,674,7,85.7,20,11,10,7,0,0.00,2,6,0,0,84,61.7
2210,Yannis Salibur,"MF,FW",Mallorca,2211,0,0,0,0,1,1,0,0.9,33,19,10,0,78.6,82.6,83.3,0.0,0,0.1,2,3,2,0,4,3,1,1,0.0,0.0,48,4,75.0,7,1,2,11,0,0.00,3,4,0,0,2,100.0
2211,Romain Salin,GK,Rennes,2212,0,0,0,0,0,3,0,4.0,94,13,45,35,72.3,100.0,100.0,49.3,0,0.0,0,0,0,0,0,0,0,0,,0.0,142,0,,0,0,0,0,0,0.00,0,1,0,0,5,100.0
2212,Mohammed Salisu,DF,Valladolid,2213,41,21,24,32,35,158,3,30.3,894,277,512,94,80.2,86.6,88.4,51.9,1,0.5,2,45,1,1,62,3,2,7,14.3,1.4,1422,10,100.0,2,13,6,2,1,0.03,22,13,0,0,149,61.1
2213,Roland Sallai,"MF,FW",Freiburg,2214,17,7,10,12,7,4,0,12.9,228,122,81,8,66.5,80.3,68.1,38.1,0,1.0,12,11,9,1,34,42,4,34,35.3,3.1,506,49,53.1,47,35,15,89,2,0.15,30,42,0,0,49,43.1
2214,Lazar Samardzic,"MF,FW",Hertha BSC,2215,4,1,4,2,0,0,0,0.4,6,1,4,1,85.7,100.0,80.0,100.0,0,0.0,0,0,1,0,1,0,0,0,,0.0,15,2,50.0,2,1,0,0,0,0.00,0,0,0,0,2,33.3
2215,Diadie Samassékou,MF,Hoffenheim,2216,37,12,18,25,40,27,1,14.6,476,213,203,29,81.1,84.5,88.6,58.0,1,0.9,8,36,6,0,50,16,3,6,16.7,0.2,763,23,69.6,6,15,7,23,0,0.00,18,12,0,0,88,40.9
2216,Mbwana Samatta,FW,Aston Villa,2217,6,1,4,7,1,6,0,10.5,119,76,27,9,67.6,76.8,54.0,90.0,0,0.6,10,8,2,0,11,17,0,17,17.6,2.3,270,15,60.0,6,26,12,49,1,0.10,9,18,0,0,24,35.7
2217,Mama Samba Baldé,"FW,MF",Dijon,2218,24,7,13,17,7,24,0,18.6,241,146,72,12,67.7,80.7,65.5,46.2,2,3.8,22,13,16,6,29,57,11,50,32.0,6.0,642,52,50.0,44,70,36,148,6,0.32,28,23,0,0,87,33.7
2218,Junior Sambia,"DF,MF",Montpellier,2219,8,3,6,4,8,6,0,6.5,194,94,83,15,77.6,94.0,79.0,41.7,1,0.2,4,18,11,8,23,20,1,13,38.5,0.6,330,15,40.0,14,13,7,26,1,0.15,14,14,0,1,37,53.3
2219,Frédéric Sammaritano,"MF,FW",Dijon,2220,9,4,7,6,2,3,1,5.8,196,98,63,28,74.8,86.7,80.8,50.9,2,1.4,20,12,11,2,34,30,3,9,22.2,0.6,321,14,71.4,22,14,13,41,1,0.17,8,9,0,0,20,0.0
2220,Fede San Emeterio,MF,Valladolid,2221,26,7,13,20,28,13,1,19.5,545,254,205,62,79.6,84.9,84.4,66.7,0,0.4,6,43,2,0,51,18,1,3,33.3,0.0,814,2,100.0,0,9,4,6,0,0.00,32,25,0,0,85,48.4
2221,Mikel San José,MF,Athletic Club,2222,9,2,4,3,9,12,0,4.0,94,47,34,8,71.2,75.8,77.3,61.5,0,0.0,1,6,2,0,11,4,1,5,20.0,0.7,191,4,25.0,0,5,3,1,0,0.00,6,1,0,0,22,55.6
2222,Antonio Sanabria,FW,Genoa,2223,14,3,11,13,5,12,1,15.4,273,152,76,20,74.8,80.0,78.4,76.9,2,1.9,15,14,4,0,27,43,5,41,48.8,4.6,553,36,58.3,30,49,16,92,6,0.39,24,26,1,0,39,38.3
2223,Oihan Sancet,"MF,FW",Athletic Club,2224,11,4,7,6,2,2,0,8.2,159,90,46,14,79.9,84.9,82.1,82.4,1,0.7,10,15,0,0,19,24,3,10,50.0,1.0,298,27,59.3,11,29,17,39,1,0.12,16,15,0,0,30,47.1
2224,Renato Sanches,"MF,FW",Lille,2225,28,8,15,19,15,10,1,16.5,804,401,285,74,80.6,87.9,86.4,55.6,1,2.8,34,80,19,5,105,72,4,30,33.3,1.4,1210,72,69.4,45,45,32,64,3,0.18,34,27,0,0,122,22.7
2225,Renato Sanches,MF,Bayern Munich,2226,0,0,0,0,0,0,0,0.1,8,4,3,0,88.9,100.0,75.0,,0,0.0,0,0,0,0,0,0,0,0,,0.0,10,0,,0,0,0,1,0,0.00,0,1,0,0,1,
2226,Alexis Sánchez,FW,Inter,2227,9,5,7,7,3,1,0,10.3,288,128,98,48,71.6,80.5,72.6,76.2,8,3.2,33,33,28,3,62,68,13,21,52.4,3.5,504,28,78.6,22,28,19,95,3,0.29,19,32,1,0,35,18.5
2227,Carlos Sánchez,MF,West Ham,2228,1,1,0,1,2,1,0,1.3,48,22,21,4,81.4,91.7,77.8,57.1,0,0.0,0,3,0,0,5,1,0,0,,0.0,64,1,100.0,0,0,1,0,0,0.00,2,0,0,0,10,50.0
2228,Davinson Sánchez,DF,Tottenham,2229,44,22,27,40,34,128,5,27.0,1340,476,735,107,85.7,91.2,91.4,56.6,0,0.0,1,44,0,0,53,5,0,7,42.9,0.6,1857,10,80.0,10,12,6,9,0,0.00,27,12,0,0,144,54.1
2229,Germán Sánchez,DF,Granada,2230,16,6,10,29,33,115,2,25.5,746,174,436,126,78.1,82.5,88.4,56.5,0,0.5,5,23,2,0,34,9,1,10,40.0,1.8,1172,1,100.0,3,2,0,4,2,0.08,30,22,0,0,105,56.2
2230,Javi Sánchez,DF,Valladolid,2231,5,1,4,4,4,24,0,5.5,155,38,91,23,79.9,86.4,91.9,51.1,1,0.1,1,4,0,0,7,5,0,3,0.0,0.5,239,3,66.7,2,0,0,0,0,0.00,7,3,0,0,23,38.5
2231,Manu Sánchez,DF,Atlético Madrid,2232,13,8,7,3,7,1,0,3.6,131,75,47,5,76.6,84.3,75.8,41.7,0,0.2,4,1,4,3,7,7,0,0,,0.0,205,6,33.3,11,1,4,22,0,0.00,8,3,0,0,20,33.3
2232,Víctor Sánchez,MF,Espanyol,2233,66,30,36,31,27,23,1,18.8,731,347,272,75,76.6,86.5,81.2,48.7,1,1.5,24,70,10,6,86,52,3,10,10.0,0.4,1171,16,75.0,24,29,22,44,0,0.00,48,31,0,0,117,52.9
2233,Jadon Sancho,"FW,MF",Dortmund,2234,14,8,11,8,14,6,0,25.4,1324,814,357,56,82.1,89.1,85.0,53.3,16,10.8,68,79,55,2,168,128,32,52,53.8,10.1,1889,138,55.8,135,61,33,298,17,0.67,9,17,0,0,98,7.7
2234,Alex Sandro,DF,Juventus,2235,44,12,26,26,47,46,3,26.5,1687,820,697,126,85.1,92.4,88.2,60.9,3,2.1,33,110,40,13,151,78,7,16,25.0,0.8,2244,56,66.1,91,23,16,83,1,0.04,42,45,1,0,162,56.4
2235,Leroy Sané,FW,Manchester City,2236,0,0,0,0,0,0,0,0.1,6,3,3,0,85.7,75.0,100.0,,0,0.0,0,0,0,0,1,1,0,2,0.0,0.1,9,0,,2,0,0,4,0,0.00,0,0,0,0,1,
2236,Salif Sané,DF,Schalke 04,2237,16,11,9,19,21,50,0,12.5,584,200,303,70,84.8,88.1,88.9,72.2,1,0.6,2,30,2,0,52,5,1,9,33.3,0.9,831,11,72.7,11,7,8,10,2,0.16,11,21,0,0,66,78.8
2237,Luca Sangalli,MF,Real Sociedad,2238,1,1,0,3,1,0,0,4.1,144,78,58,5,74.6,80.4,85.3,45.5,1,0.5,8,16,5,0,27,13,0,6,83.3,0.5,228,9,66.7,13,10,5,16,0,0.00,1,7,0,0,34,69.2
2238,Ibrahim Sangaré,MF,Toulouse,2239,84,33,54,28,39,49,4,24.2,1009,450,408,133,77.6,85.1,83.4,59.1,1,1.4,27,140,20,3,175,65,5,22,22.7,2.0,1609,39,76.9,35,40,25,23,0,0.00,48,24,1,0,194,66.2
2239,Oier Sanjurjo,MF,Osasuna,2240,65,28,34,33,35,39,1,25.8,701,330,282,76,69.9,78.2,76.0,55.5,1,1.1,14,88,12,3,132,44,2,18,27.8,2.4,1270,13,61.5,13,20,13,28,2,0.08,41,41,0,0,174,58.4
2240,Yaya Sanogo,FW,Toulouse,2241,6,1,3,4,7,14,0,10.1,112,75,29,1,64.7,70.1,69.0,50.0,1,0.6,8,4,2,0,8,18,2,25,40.0,2.5,294,3,33.3,4,25,12,44,2,0.20,28,22,0,0,22,43.0
2241,Morgan Sanson,MF,Marseille,2242,60,13,28,39,23,9,0,24.1,719,403,201,56,80.6,88.0,81.7,62.9,4,3.2,31,53,18,7,89,83,5,39,30.8,3.8,1228,64,62.5,96,68,56,142,5,0.21,56,52,0,0,161,26.5
2242,Nicola Sansone,"FW,MF",Bologna,2243,34,15,20,21,11,9,0,25.2,716,405,220,48,71.9,85.8,72.8,42.1,3,5.6,44,80,28,10,96,116,12,76,25.0,6.7,1322,86,48.8,80,54,46,200,1,0.04,36,75,0,0,140,18.6
2243,Baptiste Santamaria,MF,Angers,2244,91,35,53,27,43,36,0,27.8,1079,460,399,176,80.7,87.8,87.1,68.8,1,1.4,13,130,9,1,165,53,3,35,31.4,1.6,1668,42,73.8,36,33,24,16,1,0.04,20,31,1,0,196,57.6
2244,Federico Santander,FW,Bologna,2245,13,1,8,3,7,12,0,8.6,178,119,42,8,65.7,74.8,56.8,80.0,0,0.9,13,13,2,0,16,28,3,24,20.8,2.7,381,5,80.0,13,33,9,73,0,0.00,24,18,0,0,28,53.1
2245,Davide Santon,DF,Roma,2246,11,6,6,2,11,13,0,6.9,360,142,178,36,87.8,94.0,89.4,75.0,0,0.1,1,15,5,0,30,7,0,2,50.0,0.1,469,16,68.8,17,7,3,35,0,0.00,16,7,0,0,37,75.0
2246,Samir Santos,DF,Udinese,2247,35,12,27,16,33,64,1,17.2,651,281,307,47,86.2,93.0,90.0,57.3,0,0.3,6,39,3,0,60,13,0,5,40.0,0.7,931,6,66.7,18,8,3,11,1,0.06,22,23,0,0,85,49.1
2247,Riccardo Saponara,"MF,FW",Genoa,2248,4,0,3,2,0,2,0,1.9,59,27,23,5,72.0,84.4,76.7,38.5,0,0.1,2,7,2,2,7,8,0,5,0.0,0.3,104,6,33.3,6,3,1,9,0,0.00,2,0,0,0,14,100.0
2248,Riccardo Saponara,"MF,FW",Lecce,2249,12,6,8,2,5,7,0,10.5,389,201,133,40,76.3,85.2,80.1,58.8,4,2.5,32,41,25,6,70,61,7,26,34.6,1.9,617,36,55.6,58,20,20,84,2,0.19,9,17,1,0,70,75.0
2249,Ivan Šaponjić,"DF,FW",Atlético Madrid,2250,0,0,0,0,0,0,0,0.1,0,0,0,0,0.0,,0.0,,0,0.0,0,0,0,0,0,0,0,1,0.0,0.3,3,0,,0,0,0,0,0,0.00,1,0,0,0,0,100.0
2250,Pablo Sarabia,"FW,MF",Paris S-G,2251,12,4,7,19,10,5,0,12.9,525,333,140,23,77.1,90.7,72.2,41.8,3,3.9,19,49,20,4,73,40,4,33,30.3,3.2,822,9,55.6,41,31,11,185,4,0.31,14,10,0,0,51,25.0
2251,Marcelo Saracchi,DF,RB Leipzig,2252,8,5,6,3,1,5,0,2.0,90,57,24,6,70.3,83.8,66.7,33.3,0,0.4,4,5,2,1,8,4,0,4,25.0,0.3,162,3,100.0,6,4,1,7,1,0.50,1,1,0,0,9,66.7
2252,Josh Sargent,FW,Werder Bremen,2253,11,2,6,17,14,21,0,15.7,242,170,42,7,69.9,78.0,67.7,53.8,2,1.5,12,14,4,2,21,34,10,30,43.3,4.2,544,30,60.0,17,52,32,79,4,0.25,22,37,0,0,45,42.1
2253,Bouna Sarr,"DF,FW",Marseille,2254,60,30,37,17,32,38,0,24.0,1092,687,302,47,80.5,90.4,79.9,44.8,3,1.8,14,53,25,11,93,48,7,28,14.3,2.4,1677,86,57.0,103,52,32,142,1,0.04,23,43,1,1,142,52.6
2254,Ismaila Sarr,"FW,MF",Watford,2255,11,5,10,9,18,10,0,22.5,420,264,100,21,70.7,84.1,59.5,51.2,4,4.5,25,17,32,14,41,74,8,44,29.5,6.1,868,96,49.0,107,75,56,200,5,0.22,22,47,2,0,121,30.2
2255,Malang Sarr,DF,Nice,2256,19,9,11,10,38,31,4,16.2,1063,339,594,125,90.1,93.1,95.0,71.8,0,0.1,2,65,3,1,94,11,1,4,25.0,0.2,1313,3,100.0,13,9,4,2,1,0.06,8,10,0,0,90,44.8
2256,Sidy Sarr,MF,Nîmes,2257,35,11,18,13,15,18,0,12.9,373,159,161,50,70.5,75.0,76.7,58.8,2,1.2,11,36,6,1,58,25,2,22,27.3,1.6,672,14,64.3,7,16,6,21,0,0.00,33,8,0,0,74,65.5
2257,Joan Sastre Vanrell,DF,Mallorca,2258,30,17,17,8,23,27,1,15.1,452,203,174,63,67.9,86.0,68.2,49.6,2,2.1,16,26,24,12,54,30,2,16,6.3,0.5,812,13,23.1,42,22,5,83,0,0.00,20,19,0,0,70,45.8
2258,Téji Savanier,MF,Montpellier,2259,52,25,39,10,35,21,1,16.9,707,281,265,147,74.6,84.6,80.1,60.2,2,2.5,28,102,12,1,126,69,8,29,24.1,1.1,1186,54,61.1,28,41,16,31,4,0.24,39,56,0,0,162,62.9
2259,Stefan Savić,DF,Atlético Madrid,2260,22,11,17,16,24,91,1,22.0,871,312,437,102,81.1,89.9,89.4,51.3,0,0.0,2,46,3,0,57,7,0,3,66.7,0.1,1245,3,66.7,5,4,0,0,0,0.00,15,10,0,1,97,63.9
2260,Fabian Schär,"DF,MF",Newcastle Utd,2261,39,19,21,35,47,74,2,18.6,590,226,228,120,73.4,86.6,82.9,52.6,0,0.1,4,59,3,0,53,25,3,20,30.0,1.4,1053,24,66.7,20,14,5,6,2,0.11,29,25,0,0,112,50.0
2261,Louis Schaub,MF,Köln,2262,15,5,12,10,3,2,0,6.9,209,130,60,11,76.3,89.0,77.9,47.8,1,1.1,11,14,5,0,29,30,1,9,55.6,1.0,374,32,62.5,23,23,14,49,1,0.14,7,11,0,0,41,56.3
2262,Ezequiel Schelotto,DF,Brighton,2263,4,2,3,3,7,14,0,4.0,121,67,48,5,69.1,81.7,72.7,29.4,0,0.0,0,6,3,0,9,7,1,4,25.0,0.2,232,8,62.5,15,13,6,40,0,0.00,7,4,0,0,25,75.0
2263,Patrik Schick,FW,RB Leipzig,2264,7,2,3,8,2,17,0,14.4,218,132,47,5,69.9,78.6,61.0,45.5,2,2.6,20,14,5,0,20,38,4,53,34.0,7.2,521,41,43.9,14,53,13,118,10,0.69,16,21,0,0,18,55.2
2264,Julian Schieber,FW,Augsburg,2265,1,0,1,0,0,0,0,0.5,11,3,2,0,78.6,60.0,66.7,,0,0.0,0,1,1,0,1,2,0,1,100.0,0.1,17,0,,2,1,0,2,0,0.00,2,0,0,0,2,0.0
2265,Kingsley Schindler,"FW,MF",Köln,2266,8,4,5,6,6,17,0,9.4,151,71,57,13,59.9,73.2,59.4,50.0,2,1.3,10,8,18,9,25,21,3,14,21.4,1.1,368,18,55.6,18,32,12,79,0,0.00,12,10,0,0,41,37.9
2266,Xaver Schlager,MF,Wolfsburg,2267,47,14,29,16,17,12,0,19.1,504,242,203,43,75.1,84.0,84.2,56.6,2,2.2,15,61,11,1,78,40,4,32,21.9,1.4,894,27,77.8,39,33,45,41,1,0.05,33,24,0,0,157,56.8
2267,Keven Schlotterbeck,DF,Union Berlin,2268,52,17,27,40,40,113,1,21.5,665,181,369,109,78.9,81.5,87.2,62.6,0,0.0,1,33,2,1,40,8,0,11,27.3,0.9,1138,11,90.9,5,7,3,1,0,0.00,21,32,0,0,141,53.1
2268,Nico Schlotterbeck,DF,Freiburg,2269,6,2,3,7,3,20,1,4.1,158,60,78,20,75.2,88.2,83.9,50.0,0,0.2,3,7,0,0,13,6,0,3,33.3,0.2,255,3,100.0,6,2,3,3,0,0.00,6,10,0,0,28,85.7
2269,Jeffrey Schlupp,"FW,MF",Crystal Palace,2270,18,6,9,11,13,15,0,11.5,251,140,90,11,73.0,85.9,75.0,32.4,1,0.8,7,37,3,0,42,20,2,18,50.0,1.7,486,24,54.2,23,25,16,53,3,0.26,17,12,0,0,42,45.5
2270,Kasper Schmeichel,GK,Leicester City,2271,1,1,1,0,1,4,2,38.0,934,134,475,324,78.0,98.5,98.8,56.6,0,0.5,3,5,0,0,1,5,0,1,0.0,0.0,1264,1,0.0,0,1,0,0,0,0.00,0,7,0,0,43,75.0
2271,Marcel Schmelzer,DF,Dortmund,2272,2,1,1,0,1,2,0,0.7,40,24,14,1,80.0,96.0,73.7,25.0,1,0.1,2,2,2,0,5,3,1,2,50.0,0.4,60,0,,1,1,1,4,1,1.36,1,0,0,0,3,100.0
2272,Jonathan Schmid,DF,Freiburg,2273,42,19,27,23,35,84,0,31.5,1168,565,460,122,73.8,87.3,75.9,50.6,1,2.5,27,94,25,13,128,81,3,44,34.1,3.3,1892,33,42.4,51,29,24,142,5,0.16,13,36,0,0,144,59.6
2273,Manuel Schmiedebach,MF,Union Berlin,2274,4,1,1,1,3,3,0,2.0,36,15,18,1,75.0,75.0,85.7,25.0,0,0.0,0,6,1,0,7,2,0,0,,0.0,69,1,0.0,0,6,2,0,0,0.00,5,2,0,0,11,0.0
2274,Benno Schmitz,DF,Köln,2275,28,16,17,11,16,27,0,12.9,530,235,205,80,69.7,85.8,72.7,49.1,0,1.1,15,68,17,11,84,28,1,2,0.0,0.1,883,5,20.0,19,12,3,47,0,0.00,23,4,0,0,76,38.8
2275,Morgan Schneiderlin,MF,Everton,2276,31,8,22,13,21,20,1,11.1,484,202,189,69,84.9,89.4,88.7,74.2,0,0.1,4,45,6,1,62,17,0,6,0.0,0.2,685,3,100.0,4,7,4,3,0,0.00,18,2,0,0,55,59.3
2276,Lasse Schöne,MF,Genoa,2277,42,15,26,22,37,25,2,27.0,1364,723,494,99,83.4,91.8,86.8,55.0,3,4.6,41,108,22,2,135,85,4,34,26.5,2.8,1875,48,62.5,38,29,34,38,2,0.07,36,32,0,0,167,50.0
