,Unnamed: 0_x,Player,Pos,Squad,Rk,Tkl,Tkl.1,TklW,Blocks,Int,Clr,Err,90s,Cmp,Cmp.1,Cmp.2,Cmp.3,Cmp%,Cmp%.1,Cmp%.2,Cmp%.3,Ast,xAG,KP,1/3,PPA,CrsPA,PrgP,SCA,GCA,Sh,SoT%,npxG,Touches,Att,Succ%,PrgC,Mis,Dis,PrgR,G-PK,G-PK.1,Fls,Fld,PKwon,OG,Recov,Won%,Unnamed: 0_y,club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
53,361,Claudio Bravo,GK,Manchester City,362,0.0,0.0,0,0.0,0,1.0,1.0,3.9,107.0,32.0,48.0,27.0,78.7,97.0,98.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,139.0,1.0,100.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,2.0,100.0,21919,Manchester City,Claudio Bravo,37.0,Goalkeeper,Real Betis,free transfer,out,Summer,0.0,Premier League,2020,2020/2021
54,386,Guido Burgstaller,FW,Schalke 04,387,7.0,4.0,3,12.0,4,10.0,0.0,13.7,197.0,117.0,55.0,3.0,66.3,73.6,76.4,33.3,1,1.1,8.0,13.0,7.0,0.0,26.0,28.0,2.0,35,25.7,3.9,454.0,23.0,52.2,16.0,44.0,31.0,93.0,0,0.0,21,18,0.0,0,40.0,28.9,12619,FC Schalke 04,Guido Burgstaller,31.0,Centre-Forward,FC St. Pauli,free transfer,out,Summer,0.0,1 Bundesliga,2020,2020/2021
55,389,Oliver Burke,"MF,FW",Alavés,390,19.0,10.0,14,24.0,8,16.0,0.0,15.9,218.0,153.0,39.0,6.0,64.1,76.5,54.9,50.0,2,1.6,6.0,12.0,6.0,0.0,16.0,18.0,3.0,21,38.1,2.9,503.0,50.0,56.0,49.0,30.0,18.0,92.0,1,0.06,19,11,0.0,0,53.0,50.6,22081,West Bromwich Albion,Oliver Burke,23.0,Centre-Forward,Sheff Utd,€6.50m,out,Summer,6.5,Premier League,2020,2020/2021
56,392,Patrick Burner,DF,Nice,393,35.0,14.0,25,11.0,30,37.0,0.0,15.9,941.0,484.0,413.0,37.0,85.6,94.0,92.0,38.5,1,0.8,7.0,68.0,9.0,5.0,101.0,21.0,2.0,7,14.3,0.3,1246.0,31.0,64.5,20.0,7.0,3.0,32.0,1,0.06,18,9,0.0,0,86.0,25.0,15519,OGC Nice,Patrick Burner,24.0,Right-Back,Nîmes Olympique,€1.50m,out,Summer,1.5,Ligue 1,2020,2020/2021
57,422,Daniel Caligiuri,"MF,FW",Schalke 04,423,58.0,27.0,37,67.0,25,39.0,0.0,25.5,626.0,327.0,197.0,66.0,62.5,76.6,64.6,47.8,2,3.2,40.0,60.0,27.0,2.0,105.0,89.0,6.0,43,25.6,2.6,1394.0,77.0,54.5,66.0,67.0,58.0,131.0,1,0.04,25,41,0.0,0,171.0,56.3,12622,FC Schalke 04,Daniel Caligiuri,32.0,Right Winger,FC Augsburg,free transfer,out,Summer,0.0,1 Bundesliga,2020,2020/2021
58,423,José Callejón,"FW,MF",Napoli,424,13.0,9.0,9,15.0,10,14.0,1.0,24.1,984.0,565.0,276.0,95.0,79.6,91.7,77.5,54.3,7,6.5,63.0,59.0,35.0,17.0,96.0,114.0,9.0,42,33.3,5.2,1404.0,29.0,31.0,38.0,20.0,7.0,224.0,4,0.17,13,43,0.0,0,88.0,37.5,25726,SSC Napoli,José Callejón,33.0,Right Winger,Fiorentina,free transfer,out,Summer,0.0,Serie A,2020,2020/2021
59,435,Emre Can,MF,Juventus,436,10.0,3.0,7,4.0,2,3.0,0.0,3.2,143.0,84.0,48.0,5.0,88.3,97.7,88.9,38.5,0,0.1,3.0,14.0,2.0,0.0,13.0,8.0,0.0,7,28.6,1.2,198.0,9.0,66.7,11.0,5.0,3.0,18.0,0,0.0,10,5,0.0,0,21.0,100.0,25633,Juventus FC,Emre Can,26.0,Defensive Midfield,Bor. Dortmund,€25.00m,out,Summer,25.0,Serie A,2020,2020/2021
60,436,Emre Can,"MF,DF",Dortmund,437,19.0,5.0,12,14.0,19,15.0,0.0,10.6,636.0,267.0,282.0,69.0,87.1,89.9,94.0,69.7,0,0.5,3.0,37.0,3.0,0.0,54.0,14.0,2.0,16,25.0,1.2,846.0,21.0,66.7,18.0,14.0,9.0,15.0,2,0.19,14,16,0.0,0,60.0,73.7,25633,Juventus FC,Emre Can,26.0,Defensive Midfield,Bor. Dortmund,€25.00m,out,Summer,25.0,Serie A,2020,2020/2021
61,445,Gianluca Caprari,"FW,MF",Sampdoria,446,9.0,4.0,7,5.0,7,1.0,0.0,7.4,177.0,98.0,55.0,13.0,72.2,85.2,72.4,40.6,0,0.5,9.0,16.0,13.0,1.0,29.0,29.0,2.0,23,34.8,1.2,334.0,22.0,50.0,21.0,22.0,25.0,57.0,3,0.4,10,13,0.0,0,30.0,0.0,25855,UC Sampdoria,Gianluca Caprari,27.0,Second Striker,Benevento,Loan fee:€1.30m,out,Summer,1.3,Serie A,2020,2020/2021
62,446,Gianluca Caprari,"FW,MF",Parma,447,1.0,0.0,1,7.0,4,2.0,0.0,6.5,164.0,94.0,42.0,18.0,76.6,93.1,72.4,56.3,0,1.2,15.0,13.0,6.0,1.0,18.0,30.0,2.0,15,46.7,1.6,281.0,20.0,65.0,21.0,14.0,13.0,41.0,1,0.15,6,16,0.0,0,31.0,25.0,25855,UC Sampdoria,Gianluca Caprari,27.0,Second Striker,Benevento,Loan fee:€1.30m,out,Summer,1.3,Serie A,2020,2020/2021
63,456,Guido Carrillo,FW,Leganés,457,13.0,2.0,10,9.0,3,22.0,0.0,13.5,225.0,134.0,66.0,4.0,62.3,68.7,61.7,30.8,2,0.7,11.0,16.0,5.0,0.0,29.0,30.0,3.0,37,35.1,5.1,498.0,8.0,50.0,8.0,26.0,14.0,57.0,1,0.07,29,24,0.0,0,28.0,59.7,22032,Southampton FC,Guido Carrillo,29.0,Centre-Forward,Elche CF,free transfer,out,Summer,0.0,Premier League,2020,2020/2021
64,463,Francesco Cassata,MF,Genoa,464,20.0,9.0,10,12.0,11,11.0,0.0,16.2,497.0,248.0,169.0,40.0,76.6,87.0,80.1,53.3,0,0.8,9.0,33.0,19.0,3.0,57.0,32.0,3.0,12,58.3,1.2,796.0,35.0,60.0,39.0,26.0,21.0,45.0,2,0.12,46,26,1.0,0,95.0,46.2,25895,US Sassuolo,Francesco Cassata,23.0,Central Midfield,Genoa,€7.00m,out,Summer,7.0,Serie A,2020,2020/2021
65,464,Timothy Castagne,DF,Atalanta,465,31.0,13.0,20,34.0,17,23.0,0.0,19.7,946.0,579.0,298.0,31.0,83.1,89.2,82.5,54.4,2,2.2,21.0,46.0,23.0,14.0,68.0,47.0,8.0,18,27.8,2.0,1316.0,24.0,54.2,41.0,24.0,10.0,154.0,1,0.05,18,8,1.0,0,95.0,58.7,25239,Atalanta BC,Timothy Castagne,24.0,Right-Back,Leicester,€20.90m,out,Summer,20.9,Serie A,2020,2020/2021
66,466,Jean-Charles Castelletto,DF,Brest,467,18.0,9.0,9,20.0,33,87.0,1.0,20.4,856.0,276.0,473.0,102.0,84.5,86.5,90.4,64.2,0,0.2,4.0,43.0,5.0,0.0,66.0,10.0,0.0,3,33.3,0.5,1196.0,10.0,100.0,8.0,5.0,5.0,1.0,1,0.05,27,11,0.0,0,106.0,59.6,15759,Stade Brestois 29,Jean-Charles Castelletto,25.0,Centre-Back,FC Nantes,free transfer,out,Summer,0.0,Ligue 1,2020,2020/2021
67,469,Lucas Castro,MF,SPAL,470,13.0,2.0,5,4.0,2,3.0,0.0,4.7,161.0,89.0,50.0,12.0,76.3,84.0,75.8,66.7,0,0.8,7.0,19.0,4.0,0.0,31.0,16.0,1.0,10,20.0,0.5,270.0,10.0,50.0,6.0,11.0,6.0,28.0,0,0.0,8,4,0.0,0,18.0,66.7,25346,Cagliari Calcio,Lucas Castro,31.0,Attacking Midfield,SPAL,€3.00m,out,Summer,3.0,Serie A,2020,2020/2021
68,470,Lucas Castro,MF,Cagliari,471,7.0,1.0,3,6.0,8,14.0,0.0,6.7,210.0,111.0,74.0,12.0,72.4,88.1,81.3,28.6,0,0.4,9.0,17.0,6.0,2.0,31.0,16.0,1.0,14,21.4,0.9,372.0,9.0,44.4,12.0,10.0,12.0,31.0,2,0.3,15,6,0.0,0,34.0,42.9,25346,Cagliari Calcio,Lucas Castro,31.0,Attacking Midfield,SPAL,€3.00m,out,Summer,3.0,Serie A,2020,2020/2021
69,474,Edinson Cavani,FW,Paris S-G,475,5.0,0.0,1,7.0,1,2.0,0.0,6.7,114.0,70.0,27.0,6.0,83.8,87.5,84.4,54.5,1,1.1,10.0,4.0,7.0,1.0,13.0,22.0,2.0,27,37.0,7.9,207.0,8.0,87.5,3.0,21.0,2.0,52.0,3,0.45,8,2,0.0,0,15.0,36.4,15406,Paris Saint-Germain,Edinson Cavani,33.0,Centre-Forward,Man Utd,free transfer,out,Summer,0.0,Ligue 1,2020,2020/2021
70,475,Santi Cazorla,MF,Villarreal,476,48.0,20.0,25,23.0,19,16.0,2.0,27.2,1407.0,603.0,527.0,225.0,81.5,89.2,87.1,66.8,9,7.4,71.0,178.0,45.0,5.0,232.0,148.0,20.0,41,39.0,2.4,1998.0,70.0,71.4,55.0,59.0,31.0,98.0,3,0.11,29,37,0.0,0,146.0,35.5,15468,Villarreal CF,Santi Cazorla,35.0,Central Midfield,Al-Sadd SC,free transfer,out,Summer,0.0,Primera Division,2020,2020/2021
71,484,Julian Chabot,DF,Sampdoria,485,11.0,6.0,7,3.0,15,26.0,0.0,6.3,216.0,69.0,118.0,25.0,83.4,84.1,91.5,61.0,0,0.0,0.0,10.0,0.0,0.0,16.0,2.0,0.0,1,100.0,0.1,321.0,2.0,50.0,1.0,4.0,0.0,0.0,1,0.16,10,6,0.0,0,32.0,61.5,25859,UC Sampdoria,Julian Chabot,22.0,Centre-Back,Spezia Calcio,Loan fee:€200Th.,out,Summer,0.2,Serie A,2020,2020/2021
72,485,Florian Chabrolle,MF,Marseille,486,0.0,0.0,0,0.0,0,0.0,0.0,0.2,13.0,10.0,1.0,1.0,81.3,90.9,100.0,100.0,0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0,,0.0,20.0,0.0,,3.0,3.0,1.0,0.0,0,0.0,1,1,0.0,0,4.0,,15969,Olympique Marseille,Florian Chabrolle,22.0,Attacking Midfield,AC Ajaccio,free transfer,out,Winter,0.0,Ligue 1,2020,2020/2021
73,495,Charles,FW,Eibar,496,10.0,4.0,5,7.0,7,6.0,0.0,14.5,233.0,153.0,52.0,7.0,67.1,74.3,64.2,77.8,0,0.9,11.0,11.0,5.0,1.0,20.0,28.0,2.0,23,39.1,3.0,477.0,6.0,16.7,7.0,32.0,11.0,58.0,5,0.35,41,22,1.0,0,34.0,43.8,15782,SD Eibar,Charles,36.0,Centre-Forward,Pontevedra,free transfer,out,Summer,0.0,Primera Division,2020,2020/2021
74,504,Federico Chiesa,"FW,DF",Fiorentina,505,38.0,10.0,22,19.0,6,6.0,0.0,29.3,602.0,327.0,199.0,44.0,72.8,81.3,74.3,54.3,6,5.4,48.0,58.0,40.0,6.0,96.0,112.0,14.0,109,37.6,10.6,1186.0,91.0,57.1,108.0,63.0,48.0,186.0,9,0.31,54,47,2.0,0,107.0,25.0,25419,ACF Fiorentina,Federico Chiesa,22.0,Right Winger,Juventus,Loan fee:€12.60m,out,Summer,12.6,Serie A,2020,2020/2021
75,505,Ben Chilwell,DF,Leicester City,506,43.0,23.0,26,30.0,28,68.0,2.0,26.4,1544.0,852.0,573.0,86.0,76.4,89.4,79.1,37.9,3,3.9,34.0,109.0,22.0,10.0,126.0,72.0,8.0,16,37.5,1.0,2329.0,50.0,38.0,109.0,50.0,22.0,180.0,3,0.11,29,30,0.0,0,161.0,59.1,21861,Leicester City,Ben Chilwell,23.0,Left-Back,Chelsea,€50.20m,out,Summer,50.2,Premier League,2020,2020/2021
76,515,Luca Cigarini,MF,Cagliari,516,37.0,16.0,20,28.0,20,29.0,0.0,17.8,991.0,423.0,419.0,136.0,79.9,91.8,87.1,51.3,4,3.1,43.0,139.0,11.0,1.0,144.0,74.0,11.0,7,14.3,0.4,1395.0,8.0,87.5,17.0,18.0,9.0,23.0,0,0.0,37,28,0.0,0,137.0,47.4,25352,Cagliari Calcio,Luca Cigarini,34.0,Defensive Midfield,Crotone,free transfer,out,Summer,0.0,Serie A,2020,2020/2021
77,516,Per Ciljan Skjelbred,MF,Hertha BSC,517,50.0,17.0,30,14.0,23,17.0,0.0,18.1,600.0,247.0,277.0,61.0,82.1,86.7,85.2,71.8,0,0.1,2.0,53.0,3.0,1.0,75.0,21.0,3.0,1,0.0,0.0,880.0,15.0,86.7,14.0,14.0,5.0,17.0,0,0.0,22,9,0.0,0,106.0,45.2,12544,Hertha BSC,Per Ciljan Skjelbred,33.0,Central Midfield,Rosenborg,free transfer,out,Summer,0.0,1 Bundesliga,2020,2020/2021
78,519,Ibrahim Cissé,DF,Nice,520,1.0,0.0,1,0.0,0,6.0,0.0,0.6,36.0,10.0,24.0,2.0,80.0,83.3,88.9,33.3,0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1,100.0,0.1,54.0,0.0,,1.0,0.0,0.0,0.0,0,0.0,0,1,0.0,0,3.0,50.0,15691,Angers SCO,Ibrahim Cissé,24.0,Centre-Back,USL Dunkerque,free transfer,out,Summer,0.0,Ligue 1,2020,2020/2021
79,520,Ibrahim Cissé,DF,Angers,521,2.0,0.0,1,0.0,0,2.0,0.0,0.7,57.0,31.0,16.0,5.0,89.1,93.9,94.1,71.4,0,0.1,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0,,0.0,68.0,2.0,100.0,1.0,3.0,0.0,2.0,0,0.0,2,0,0.0,0,8.0,50.0,15691,Angers SCO,Ibrahim Cissé,24.0,Centre-Back,USL Dunkerque,free transfer,out,Summer,0.0,Ligue 1,2020,2020/2021
80,523,Leon Clarke,"FW,MF",Sheffield Utd,524,0.0,0.0,0,0.0,0,2.0,0.0,0.4,4.0,3.0,1.0,0.0,66.7,60.0,100.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.5,10.0,0.0,,0.0,1.0,0.0,2.0,0,0.0,0,0,0.0,0,0.0,40.0,21991,Sheffield United,Leon Clarke,35.0,Centre-Forward,Shrewsbury,free transfer,out,Summer,0.0,Premier League,2020,2020/2021
81,525,Christian Clemens,FW,Köln,526,0.0,0.0,0,1.0,0,0.0,0.0,0.2,2.0,1.0,0.0,1.0,50.0,50.0,,100.0,0,0.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,,0.0,6.0,0.0,,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,0,1.0,,12868,1. FC Köln,Christian Clemens,29.0,Right Winger,Darmstadt 98,free transfer,out,Winter,0.0,1 Bundesliga,2020,2020/2021
82,550,Francis Coquelin,MF,Valencia,551,37.0,16.0,21,19.0,38,25.0,0.0,21.2,897.0,394.0,353.0,100.0,89.3,95.4,92.4,72.5,0,0.2,6.0,72.0,9.0,0.0,85.0,25.0,2.0,9,11.1,0.4,1207.0,29.0,69.0,14.0,34.0,25.0,18.0,0,0.0,34,28,1.0,0,149.0,66.7,15543,Valencia CF,Francis Coquelin,29.0,Defensive Midfield,Villarreal,€7.10m,out,Summer,7.1,Primera Division,2020,2020/2021
83,554,Jhon Córdoba,FW,Köln,555,9.0,3.0,6,19.0,5,17.0,0.0,22.2,317.0,181.0,104.0,18.0,74.9,84.2,79.4,66.7,2,1.6,25.0,16.0,6.0,1.0,24.0,68.0,10.0,61,41.0,8.9,712.0,34.0,61.8,30.0,94.0,46.0,134.0,13,0.59,57,65,0.0,0,58.0,52.7,12670,1. FC Köln,Jhon Córdoba,27.0,Centre-Forward,Hertha BSC,€15.00m,out,Summer,15.0,1 Bundesliga,2020,2020/2021
84,569,Douglas Costa,"FW,MF",Juventus,570,2.0,1.0,1,7.0,5,5.0,0.0,8.9,384.0,209.0,115.0,42.0,79.0,91.3,82.7,60.9,4,3.8,30.0,40.0,13.0,2.0,60.0,52.0,5.0,18,44.4,0.7,599.0,62.0,69.4,47.0,25.0,15.0,112.0,1,0.11,10,10,0.0,0,35.0,16.7,25638,Juventus FC,Douglas Costa,30.0,Right Winger,Bayern Munich,Loan fee:€250Th.,out,Summer,0.25,Serie A,2020,2020/2021
85,577,Yoann Court,"FW,MF",Brest,578,48.0,20.0,26,21.0,15,14.0,0.0,16.3,371.0,200.0,110.0,48.0,67.0,77.5,70.5,51.1,7,2.7,17.0,43.0,15.0,4.0,65.0,48.0,10.0,34,32.4,1.8,767.0,23.0,52.2,33.0,43.0,28.0,95.0,3,0.18,23,22,1.0,0,64.0,34.4,15761,Stade Brestois 29,Yoann Court,30.0,Left Midfield,SM Caen,free transfer,out,Summer,0.0,Ligue 1,2020,2020/2021
86,585,Sebastián Cristóforo,MF,Fiorentina,586,5.0,1.0,5,2.0,1,0.0,0.0,1.0,43.0,24.0,14.0,3.0,84.3,88.9,82.4,60.0,0,0.2,3.0,3.0,0.0,0.0,3.0,5.0,0.0,0,,0.0,64.0,2.0,50.0,1.0,2.0,3.0,1.0,0,0.0,0,2,0.0,0,6.0,0.0,25423,ACF Fiorentina,Sebastián Cristóforo,27.0,Central Midfield,Girona,free transfer,out,Summer,0.0,Serie A,2020,2020/2021
87,586,Sebastián Cristóforo,MF,Eibar,587,35.0,13.0,19,25.0,8,2.0,0.0,9.7,216.0,113.0,77.0,20.0,72.2,85.0,80.2,38.5,0,0.3,8.0,21.0,2.0,1.0,28.0,15.0,0.0,7,42.9,0.3,453.0,16.0,56.3,2.0,27.0,14.0,26.0,0,0.0,21,24,0.0,0,58.0,34.6,25423,ACF Fiorentina,Sebastián Cristóforo,27.0,Central Midfield,Girona,free transfer,out,Summer,0.0,Serie A,2020,2020/2021
88,589,Marc Cucurella,"MF,DF",Getafe,590,74.0,24.0,51,58.0,36,28.0,1.0,36.0,916.0,479.0,307.0,84.0,65.0,81.6,68.5,37.5,5,4.4,53.0,97.0,52.0,21.0,153.0,111.0,11.0,30,20.0,2.2,1814.0,50.0,46.0,62.0,76.0,34.0,202.0,1,0.03,77,62,1.0,0,243.0,39.2,15371,FC Barcelona,Marc Cucurella,21.0,Left-Back,Getafe,€11.80m,out,Summer,11.8,Primera Division,2020,2020/2021
89,598,Wylan Cyprien,MF,Nice,599,17.0,7.0,11,8.0,19,16.0,3.0,19.7,1126.0,498.0,466.0,143.0,83.3,90.2,90.8,59.1,3,3.4,37.0,110.0,8.0,3.0,156.0,85.0,13.0,53,26.4,2.6,1504.0,23.0,60.9,24.0,18.0,15.0,28.0,2,0.1,13,32,0.0,0,122.0,58.3,15520,OGC Nice,Wylan Cyprien,25.0,Central Midfield,Parma,Loan fee:€1.50m,out,Summer,1.5,Ligue 1,2020,2020/2021
90,601,Marco D'Alessandro,"MF,DF",SPAL,602,11.0,5.0,8,11.0,5,6.0,0.0,8.7,181.0,104.0,56.0,7.0,71.0,85.2,73.7,38.9,0,1.1,14.0,10.0,9.0,4.0,18.0,25.0,0.0,6,50.0,0.4,332.0,27.0,88.9,36.0,17.0,5.0,58.0,2,0.23,3,9,0.0,0,34.0,12.5,25241,Atalanta BC,Marco D'Alessandro,29.0,Right Winger,SPAL,€2.00m,out,Summer,2.0,Serie A,2020,2020/2021
91,603,Felice D'Amico,MF,Sampdoria,604,1.0,0.0,1,0.0,0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,80.0,66.7,100.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,10.0,1.0,0.0,1.0,2.0,0.0,0.0,0,0.0,0,0,0.0,0,2.0,,25593,Inter Milan,Felice D'Amico,20.0,Left Winger,Sampdoria,€400Th.,out,Summer,0.4,Serie A,2020,2020/2021
92,604,Lucas Da Cunha,MF,Rennes,605,1.0,1.0,0,0.0,0,0.0,0.0,0.8,22.0,15.0,2.0,2.0,88.0,93.8,66.7,66.7,0,0.1,2.0,2.0,1.0,0.0,3.0,5.0,0.0,2,0.0,0.1,31.0,1.0,100.0,0.0,2.0,1.0,3.0,0,0.0,0,0,0.0,0,3.0,25.0,15451,Stade Rennais FC,Lucas Da Cunha,19.0,Left Winger,OGC Nice,€1.00m,out,Summer,1.0,Ligue 1,2020,2020/2021
93,609,Bryan Dabo,MF,SPAL,610,18.0,5.0,10,13.0,9,14.0,0.0,12.5,489.0,262.0,181.0,31.0,86.1,91.0,91.0,55.4,4,0.6,11.0,57.0,7.0,0.0,54.0,25.0,5.0,8,37.5,0.9,690.0,19.0,63.2,31.0,24.0,8.0,27.0,1,0.08,17,22,0.0,0,68.0,57.9,25421,ACF Fiorentina,Bryan Dabo,28.0,Central Midfield,Benevento,€500Th.,out,Summer,0.5,Serie A,2020,2020/2021
94,615,Diogo Dalot,"DF,MF",Manchester Utd,616,3.0,3.0,2,1.0,2,1.0,0.0,0.7,51.0,29.0,17.0,2.0,76.1,87.9,73.9,28.6,0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1,0.0,0.3,80.0,3.0,0.0,2.0,1.0,2.0,7.0,0,0.0,1,0,0.0,0,5.0,100.0,21948,Manchester United,Diogo Dalot,21.0,Right-Back,AC Milan,Loan fee:€500Th.,out,Summer,0.5,Premier League,2020,2020/2021
95,620,Kevin Danso,DF,Southampton,621,6.0,4.0,4,7.0,2,7.0,0.0,3.1,116.0,66.0,39.0,10.0,69.5,82.5,65.0,47.6,1,0.2,2.0,12.0,1.0,0.0,12.0,3.0,0.0,1,0.0,0.1,203.0,7.0,42.9,6.0,4.0,1.0,4.0,0,0.0,4,2,0.0,0,13.0,36.8,12697,FC Augsburg,Kevin Danso,21.0,Centre-Back,F. Düsseldorf,Loan fee:€500Th.,out,Summer,0.5,1 Bundesliga,2020,2020/2021
96,636,Lorenzo De Silvestri,DF,Torino,637,15.0,11.0,8,20.0,19,72.0,0.0,24.9,698.0,383.0,256.0,42.0,72.3,85.3,72.3,43.3,0,2.0,19.0,43.0,21.0,16.0,82.0,35.0,4.0,22,22.7,2.3,1181.0,9.0,44.4,49.0,25.0,14.0,138.0,0,0.0,34,15,0.0,0,89.0,64.1,25983,Torino FC,Lorenzo De Silvestri,32.0,Right-Back,Bologna,free transfer,out,Summer,0.0,Serie A,2020,2020/2021
97,640,Grégoire Defrel,"FW,MF",Sassuolo,641,12.0,4.0,8,9.0,3,5.0,0.0,10.9,299.0,200.0,82.0,3.0,87.2,92.6,90.1,50.0,3,1.5,10.0,16.0,9.0,1.0,25.0,30.0,8.0,20,40.0,2.3,453.0,22.0,50.0,27.0,25.0,13.0,70.0,2,0.18,17,12,0.0,0,27.0,37.0,25811,AS Roma,Grégoire Defrel,29.0,Centre-Forward,Sassuolo,€10.00m,out,Summer,10.0,Serie A,2020,2020/2021
98,646,Paul Delecroix,GK,Metz,647,0.0,0.0,0,0.0,0,0.0,0.0,1.5,27.0,3.0,9.0,15.0,61.4,100.0,90.0,48.4,0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0,,0.0,48.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1.0,,16021,FC Metz,Paul Delecroix,32.0,Goalkeeper,FC Annecy,free transfer,out,Winter,0.0,Ligue 1,2020,2020/2021
99,650,Moussa Dembélé,FW,Lyon,651,12.0,4.0,7,14.0,5,31.0,0.0,24.3,304.0,192.0,70.0,17.0,69.4,74.4,74.5,70.8,2,1.6,22.0,14.0,12.0,0.0,27.0,44.0,6.0,51,41.2,7.5,751.0,60.0,40.0,38.0,94.0,58.0,134.0,12,0.49,43,24,2.0,0,47.0,47.6,15987,Olympique Lyon,Moussa Dembélé,24.0,Centre-Forward,Atlético Madrid,Loan fee:€1.50m,out,Winter,1.5,Ligue 1,2020,2020/2021
100,660,Fabio Depaoli,"MF,DF",Sampdoria,661,41.0,17.0,28,29.0,16,39.0,0.0,20.6,459.0,250.0,158.0,40.0,66.7,83.3,66.4,48.8,1,2.7,30.0,27.0,28.0,19.0,66.0,57.0,4.0,26,15.4,1.1,934.0,41.0,48.8,37.0,29.0,14.0,135.0,0,0.0,59,30,1.0,0,81.0,32.9,25857,UC Sampdoria,Fabio Depaoli,23.0,Right-Back,Atalanta BC,Loan fee:€600Th.,out,Summer,0.6,Serie A,2020,2020/2021
101,663,Mattia Destro,FW,Bologna,664,3.0,1.0,2,1.0,0,0.0,0.0,2.1,15.0,8.0,6.0,1.0,68.2,88.9,60.0,100.0,0,1.0,3.0,2.0,2.0,0.0,5.0,3.0,0.0,5,20.0,0.6,42.0,1.0,100.0,1.0,6.0,3.0,8.0,0,0.0,6,2,0.0,0,4.0,21.1,25319,Bologna FC 1909,Mattia Destro,29.0,Centre-Forward,Genoa,free transfer,out,Summer,0.0,Serie A,2020,2020/2021
102,664,Mattia Destro,"FW,MF",Genoa,665,0.0,0.0,0,0.0,0,1.0,0.0,1.7,18.0,11.0,4.0,0.0,75.0,78.6,100.0,,0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,7,57.1,0.8,40.0,3.0,100.0,4.0,2.0,0.0,9.0,0,0.0,3,2,0.0,0,3.0,28.6,25319,Bologna FC 1909,Mattia Destro,29.0,Centre-Forward,Genoa,free transfer,out,Summer,0.0,Serie A,2020,2020/2021
103,672,Fousseni Diabaté,"FW,MF",Amiens,673,16.0,5.0,10,11.0,8,3.0,1.0,13.2,350.0,230.0,76.0,14.0,74.6,83.0,70.4,66.7,3,1.6,13.0,24.0,6.0,3.0,27.0,24.0,4.0,7,28.6,0.6,621.0,47.0,61.7,47.0,51.0,27.0,111.0,1,0.08,12,9,0.0,0,80.0,32.0,21862,Leicester City,Fousseni Diabaté,24.0,Right Winger,Trabzonspor,€1.57m,out,Summer,1.57,Premier League,2020,2020/2021
104,677,Amad Diallo,FW,Atalanta,678,1.0,0.0,1,0.0,0,0.0,0.0,0.3,13.0,7.0,5.0,0.0,68.4,70.0,83.3,0.0,0,0.1,1.0,1.0,1.0,0.0,3.0,2.0,0.0,1,100.0,0.0,23.0,2.0,50.0,3.0,1.0,0.0,9.0,1,3.33,1,0,0.0,0,0.0,,26030,Atalanta BC,Amad Diallo,18.0,Right Winger,Man Utd,€21.30m,out,Winter,21.3,Serie A,2020,2020/2021
105,678,Habib Diallo,FW,Metz,679,2.0,0.0,1,6.0,4,43.0,0.0,24.4,299.0,168.0,93.0,10.0,66.2,71.2,74.4,55.6,3,2.6,24.0,15.0,5.0,1.0,19.0,54.0,9.0,73,38.4,7.2,753.0,42.0,50.0,35.0,87.0,33.0,129.0,11,0.45,35,22,0.0,0,56.0,41.9,15792,FC Metz,Habib Diallo,25.0,Centre-Forward,R. Strasbourg,€10.00m,out,Summer,10.0,Ligue 1,2020,2020/2021
106,679,Ibrahima Diallo,MF,Brest,680,38.0,12.0,24,9.0,23,16.0,3.0,17.3,732.0,238.0,399.0,89.0,85.3,84.7,91.7,77.4,1,0.7,10.0,55.0,4.0,0.0,69.0,19.0,3.0,5,40.0,0.2,992.0,32.0,81.3,24.0,23.0,22.0,18.0,0,0.0,18,22,0.0,0,145.0,57.7,15757,Stade Brestois 29,Ibrahima Diallo,21.0,Defensive Midfield,Southampton,€12.00m,out,Summer,12.0,Ligue 1,2020,2020/2021
