,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
587,566,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,25,1991,3.8,6,6,3,1,2,2,4,50.0,2,0,0,0,0,6,6,0,Matches
588,567,Lassana Coulibaly,ml MLI,MF,Angers,fr Ligue 1,21,1996,9.3,26,17,13,10,3,10,35,28.6,25,15,1,14,8,34,10,0,Matches
589,568,Thibaut Courtois,be BEL,GK,Chelsea,eng Premier League,25,1992,35.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,1,Matches
590,569,Philippe Coutinho,br BRA,"MF,FW",Liverpool,eng Premier League,25,1992,12.3,17,14,4,10,3,3,21,14.3,18,10,0,10,10,27,5,1,Matches
591,570,Philippe Coutinho,br BRA,"MF,FW",Barcelona,es La Liga,25,1992,14.4,27,14,8,14,5,9,32,28.1,23,14,0,14,6,33,4,0,Matches
592,571,Nicolas Cozza,fr FRA,"DF,MF",Montpellier,fr Ligue 1,18,1999,6.4,21,11,12,8,1,7,16,43.8,9,5,2,3,13,34,12,0,Matches
593,572,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,23,1994,28.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,12,0,Matches
594,573,Martin Cranie,eng ENG,DF,Huddersfield,eng Premier League,30,1986,2.0,3,2,2,1,0,0,1,0.0,1,3,3,0,1,4,10,0,Matches
595,574,Michele Cremonesi,it ITA,DF,SPAL,it Serie A,29,1988,4.3,4,2,2,2,0,1,4,25.0,3,5,3,2,7,11,28,0,Matches
596,575,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,27,1989,34.1,34,21,12,20,2,19,30,63.3,11,42,17,25,44,78,117,1,Matches
597,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
598,576,Lorenzo Crisetig,it ITA,MF,Bologna,it Serie A,24,1993,6.2,18,14,8,9,1,7,24,29.2,17,8,2,6,13,31,16,1,Matches
599,577,Bryan Cristante,it ITA,MF,Atalanta,it Serie A,22,1995,31.4,66,50,21,32,13,18,59,30.5,41,43,6,37,23,89,27,0,Matches
600,578,Sebastián Cristóforo,uy URU,MF,Fiorentina,it Serie A,23,1993,3.0,16,12,6,8,2,9,19,47.4,10,4,0,4,4,20,6,0,Matches
601,579,Enzo Crivelli,fr FRA,FW,Angers,fr Ligue 1,22,1995,11.4,13,9,2,6,5,1,5,20.0,4,4,0,4,2,15,6,0,Matches
602,580,Enzo Crivelli,fr FRA,FW,Caen,fr Ligue 1,22,1995,8.1,4,2,2,1,1,1,5,20.0,4,1,0,1,2,6,2,0,Matches
603,581,Giovanni Crociata,it ITA,"MF,FW",Crotone,it Serie A,19,1997,3.2,9,6,3,4,2,1,4,25.0,3,7,0,7,4,13,3,0,Matches
604,582,Luca Crosta,it ITA,GK,Cagliari,it Serie A,19,1998,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
605,583,Peter Crouch,eng ENG,FW,Stoke City,eng Premier League,36,1981,17.4,2,0,0,1,1,0,12,0.0,12,7,4,3,1,3,31,0,Matches
606,584,Juan Cruz,es ESP,FW,Málaga,es La Liga,17,2000,0.1,2,2,0,2,0,0,0,,0,0,0,0,0,2,0,0,Matches
607,585,Juan Cuadrado,co COL,"FW,MF",Juventus,it Serie A,29,1988,15.0,28,19,17,9,2,11,27,40.7,16,14,0,14,19,47,14,1,Matches
608,586,Iván Cuéllar,es ESP,GK,Leganés,es La Liga,33,1984,35.0,4,3,4,0,0,3,4,75.0,1,0,0,0,3,7,22,6,Matches
609,587,Mickaël Cuisance,fr FRA,"MF,FW",M'Gladbach,de Bundesliga,17,1999,13.4,31,20,16,11,4,19,29,65.5,10,22,4,18,10,41,10,1,Matches
610,588,Josh Cullen,ie IRL,MF,West Ham,eng Premier League,21,1996,0.1,0,0,0,0,0,0,1,0.0,1,1,1,0,2,2,0,0,Matches
611,589,Patrick Cutrone,it ITA,FW,Milan,it Serie A,19,1998,16.7,11,10,2,7,2,1,10,10.0,9,11,1,10,3,14,12,0,Matches
612,590,Wylan Cyprien,fr FRA,MF,Nice,fr Ligue 1,22,1995,10.6,9,7,4,4,1,2,11,18.2,9,7,1,6,11,20,7,2,Matches
613,591,Marco D'Alessandro,it ITA,"MF,FW",Benevento,it Serie A,26,1991,11.6,31,22,15,9,7,8,24,33.3,16,12,1,11,10,41,8,1,Matches
614,592,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,28,1988,33.1,82,64,38,35,9,30,59,50.8,29,31,7,24,45,127,68,1,Matches
615,593,Damien Da Silva,fr FRA,DF,Caen,fr Ligue 1,29,1988,31.5,52,35,40,12,0,20,33,60.6,13,45,25,20,36,88,184,2,Matches
616,594,Kouadio-Yves Dabila,ci CIV,DF,Lille,fr Ligue 1,20,1997,10.5,20,11,14,4,2,6,10,60.0,4,14,6,8,10,30,46,0,Matches
617,595,Bryan Dabo,bf BFA,MF,Fiorentina,it Serie A,25,1992,6.6,17,11,6,10,1,6,15,40.0,9,13,1,12,15,32,24,1,Matches
618,596,Bryan Dabo,bf BFA,"MF,FW",Saint-Étienne,fr Ligue 1,25,1992,14.3,25,16,12,10,3,7,29,24.1,22,12,1,11,11,36,22,0,Matches
619,597,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,21,1996,12.7,38,23,11,21,6,13,30,43.3,17,18,2,16,12,50,7,0,Matches
620,598,Dario Dainelli,it ITA,DF,Chievo,it Serie A,38,1979,16.7,19,14,14,4,1,10,21,47.6,11,27,22,5,46,65,126,0,Matches
621,599,Felipe dal Belo,br BRA,DF,SPAL,it Serie A,33,1984,28.6,51,34,32,16,3,25,49,51.0,24,42,24,18,48,99,157,1,Matches
622,600,Charlie Daniels,eng ENG,"DF,MF",Bournemouth,eng Premier League,30,1986,33.4,48,34,32,12,4,22,41,53.7,19,34,7,27,31,79,114,0,Matches
623,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
624,601,Danilo,br BRA,DF,Manchester City,eng Premier League,26,1991,15.0,43,29,25,12,6,19,35,54.3,16,15,6,9,19,62,33,0,Matches
625,602,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,30,1987,15.9,10,5,8,2,0,7,17,41.2,10,17,14,3,23,33,98,1,Matches
626,603,Kevin Danso,at AUT,DF,Augsburg,de Bundesliga,18,1998,12.3,18,12,13,5,0,12,16,75.0,4,21,14,7,20,38,63,1,Matches
627,604,Dante,br BRA,DF,Nice,fr Ligue 1,33,1983,32.4,43,28,32,10,1,21,36,58.3,15,44,25,19,47,90,130,2,Matches
628,605,Romain Danzé,fr FRA,DF,Rennes,fr Ligue 1,31,1986,7.6,12,7,3,4,5,8,13,61.5,5,11,2,9,3,15,34,0,Matches
629,606,Andrea Danzi,it ITA,MF,Hellas Verona,it Serie A,18,1999,4.4,11,6,7,4,0,5,13,38.5,8,3,0,3,5,16,5,1,Matches
630,607,Stéphane Darbion,fr FRA,"FW,MF",Troyes,fr Ligue 1,33,1984,19.0,19,14,13,4,2,5,40,12.5,35,21,2,19,20,39,17,0,Matches
631,608,Palkó Dárdai,hu HUN,"FW,MF",Hertha BSC,de Bundesliga,18,1999,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
632,609,Sergi Darder,es ESP,MF,Espanyol,es La Liga,23,1993,30.9,64,43,29,28,7,19,62,30.6,43,31,5,26,52,116,48,1,Matches
633,610,Sergi Darder,es ESP,MF,Lyon,fr Ligue 1,23,1993,2.3,9,3,1,5,3,1,7,14.3,6,0,0,0,3,12,3,0,Matches
634,611,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,26,1990,18.2,38,28,11,18,9,11,26,42.3,15,22,4,18,24,62,23,0,Matches
635,612,Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,26,1990,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,4,Matches
636,613,Matteo Darmian,it ITA,DF,Manchester Utd,eng Premier League,27,1989,4.9,16,14,7,7,2,6,19,31.6,13,5,3,2,7,23,23,0,Matches
637,614,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,24,1993,25.8,47,33,13,21,13,25,48,52.1,23,24,5,19,28,75,70,1,Matches
638,615,Tom Davies,eng ENG,MF,Everton,eng Premier League,19,1998,21.1,30,20,14,11,5,12,54,22.2,42,19,5,14,24,54,21,0,Matches
639,616,Steven Davis,nir NIR,MF,Southampton,eng Premier League,32,1985,16.9,30,21,10,17,3,11,30,36.7,19,22,6,16,15,45,24,1,Matches
640,617,Salem Al-Dawsari,sa KSA,MF,Villarreal,es La Liga,25,1991,0.4,1,0,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0,Matches
641,618,Craig Dawson,eng ENG,DF,West Brom,eng Premier League,27,1990,27.9,38,28,25,7,6,13,36,36.1,23,39,26,13,52,90,140,0,Matches
642,619,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,26,1991,34.1,62,43,23,25,14,23,80,28.8,57,45,2,43,25,87,14,2,Matches
643,620,Sebastien De Maio,fr FRA,DF,Bologna,it Serie A,30,1987,22.8,26,17,15,11,0,10,25,40.0,15,35,18,17,36,62,147,0,Matches
644,621,Rodrigo De Paul,ar ARG,"FW,MF",Udinese,it Serie A,23,1994,25.8,31,18,10,17,4,4,32,12.5,28,34,1,33,16,47,8,0,Matches
645,622,Daniele De Rossi,it ITA,MF,Roma,it Serie A,34,1983,20.3,23,13,12,9,2,9,33,27.3,24,18,13,5,43,66,45,2,Matches
646,623,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,24,1992,10.8,22,17,7,13,2,9,13,69.2,4,12,2,10,14,36,32,0,Matches
647,624,Lorenzo De Silvestri,it ITA,DF,Torino,it Serie A,29,1988,32.8,39,25,19,13,7,16,26,61.5,10,47,10,37,27,66,165,0,Matches
648,625,Lucas Deaux,fr FRA,MF,Guingamp,fr Ligue 1,28,1988,21.6,62,45,21,37,4,20,67,29.9,47,41,6,35,32,94,19,0,Matches
649,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
650,626,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,32,1985,14.6,34,25,22,8,4,17,30,56.7,13,16,10,6,27,61,73,0,Matches
651,627,Troy Deeney,eng ENG,FW,Watford,eng Premier League,29,1988,20.5,15,11,3,8,4,3,11,27.3,8,14,1,13,5,20,20,0,Matches
652,628,Jermain Defoe,eng ENG,FW,Bournemouth,eng Premier League,34,1982,12.1,12,9,2,6,4,2,10,20.0,8,10,0,10,4,16,1,0,Matches
653,629,Steven Defour,be BEL,MF,Burnley,eng Premier League,29,1988,22.2,33,22,12,18,3,10,46,21.7,36,35,7,28,46,79,25,0,Matches
654,630,Grégoire Defrel,mq MTQ,"FW,MF",Roma,it Serie A,26,1991,5.4,8,3,1,1,6,2,8,25.0,6,5,0,5,3,11,6,0,Matches
655,631,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,21,1995,5.0,9,7,5,3,1,6,13,46.2,7,8,0,8,4,13,12,0,Matches
656,632,Lorenzo Del Pinto,it ITA,MF,Benevento,it Serie A,27,1990,8.4,23,17,10,10,3,7,25,28.0,18,13,4,9,16,39,7,2,Matches
657,633,Damien Delaney,ie IRL,DF,Crystal Palace,eng Premier League,36,1981,1.1,2,1,2,0,0,1,1,100.0,0,5,4,1,3,5,7,0,Matches
658,634,Thomas Delaney,dk DEN,MF,Werder Bremen,de Bundesliga,25,1991,31.1,79,61,27,46,6,36,53,67.9,17,37,12,25,43,122,74,4,Matches
659,635,Jonathan Delaplace,fr FRA,MF,Caen,fr Ligue 1,31,1986,6.5,10,8,1,8,1,3,10,30.0,7,13,5,8,8,18,8,0,Matches
660,636,Cristian Dell'Orco,it ITA,DF,Sassuolo,it Serie A,23,1994,4.7,4,1,1,2,1,1,3,33.3,2,5,1,4,10,14,19,0,Matches
661,637,Andy Delort,dz ALG,FW,Toulouse,fr Ligue 1,25,1991,25.9,20,13,2,9,9,4,19,21.1,15,10,0,10,12,32,22,0,Matches
662,638,Fabian Delph,eng ENG,DF,Manchester City,eng Premier League,27,1989,19.3,46,34,21,16,9,18,37,48.6,19,16,0,16,30,76,42,2,Matches
663,639,Mousa Dembélé,be BEL,MF,Tottenham,eng Premier League,30,1987,20.9,36,24,19,11,6,9,37,24.3,28,20,0,20,33,69,15,0,Matches
664,640,Ousmane Dembélé,fr FRA,"FW,MF",Barcelona,es La Liga,20,1997,10.3,10,7,2,5,3,1,13,7.7,12,8,0,8,5,15,2,0,Matches
665,641,Jessy Deminguet,fr FRA,"MF,FW",Caen,fr Ligue 1,19,1998,5.9,12,9,4,6,2,4,14,28.6,10,5,0,5,10,22,13,0,Matches
666,642,Kerem Demirbay,de GER,MF,Hoffenheim,de Bundesliga,24,1993,13.5,38,30,15,17,6,12,28,42.9,16,21,3,18,14,52,21,0,Matches
667,643,Ermedin Demirović,ba BIH,FW,Alavés,es La Liga,19,1998,2.0,1,1,0,1,0,0,1,0.0,1,5,0,5,0,1,2,0,Matches
668,644,Diego Demme,de GER,MF,RB Leipzig,de Bundesliga,25,1991,25.4,81,57,29,48,4,47,87,54.0,40,31,3,28,48,129,29,0,Matches
669,645,Fabio Depaoli,it ITA,"DF,MF",Chievo,it Serie A,20,1997,13.2,31,22,21,7,3,21,40,52.5,19,27,10,17,15,46,42,0,Matches
670,646,Mathieu Deplagne,fr FRA,DF,Troyes,fr Ligue 1,25,1991,26.8,52,38,33,14,5,20,48,41.7,28,26,10,16,60,112,95,2,Matches
671,647,Laurent Depoitre,be BEL,FW,Huddersfield,eng Premier League,28,1988,20.2,14,8,4,8,2,3,21,14.3,18,15,3,12,11,25,36,0,Matches
672,648,Mike van der Hoorn,nl NED,DF,Swansea City,eng Premier League,24,1992,21.6,32,22,23,8,1,16,24,66.7,8,24,14,10,39,71,127,0,Matches
673,649,Gregory van der Wiel,nl NED,DF,Cagliari,it Serie A,29,1988,3.2,5,3,4,1,0,3,5,60.0,2,1,0,1,10,15,12,0,Matches
674,650,Daniele Dessena,it ITA,"MF,DF",Cagliari,it Serie A,30,1987,6.4,18,10,12,5,1,6,12,50.0,6,7,1,6,6,24,17,0,Matches
675,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
676,651,Mattia Destro,it ITA,FW,Bologna,it Serie A,26,1991,18.0,15,13,4,9,2,3,11,27.3,8,10,1,9,5,20,26,0,Matches
677,652,Gerard Deulofeu,es ESP,"FW,MF",Watford,eng Premier League,23,1994,4.8,5,3,2,2,1,2,11,18.2,9,0,0,0,4,9,3,1,Matches
678,653,Gerard Deulofeu,es ESP,"MF,FW",Barcelona,es La Liga,23,1994,5.6,8,5,6,1,1,3,4,75.0,1,2,0,2,8,16,0,0,Matches
679,654,Gianluca Di Chiara,it ITA,DF,Benevento,it Serie A,23,1993,11.2,26,19,18,6,2,7,21,33.3,14,10,3,7,11,37,37,1,Matches
680,655,Federico Di Francesco,it ITA,"FW,DF",Bologna,it Serie A,23,1994,17.7,26,13,14,8,4,5,20,25.0,15,24,2,22,16,42,25,0,Matches
681,656,Davide Di Gennaro,it ITA,MF,Lazio,it Serie A,29,1988,0.1,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
682,657,Ángel Di María,ar ARG,FW,Paris S-G,fr Ligue 1,29,1988,23.5,13,10,5,3,5,7,39,17.9,32,18,2,16,10,23,8,0,Matches
683,658,Franco Di Santo,ar ARG,"FW,MF",Schalke 04,de Bundesliga,28,1989,18.4,17,13,3,13,1,7,15,46.7,8,12,1,11,2,19,24,0,Matches
684,659,Cheick Diabaté,ml MLI,FW,Benevento,it Serie A,29,1988,7.4,1,1,0,1,0,1,3,33.3,2,2,0,2,0,1,6,0,Matches
685,660,Fousseni Diabaté,ml MLI,"MF,FW",Leicester City,eng Premier League,21,1995,6.5,9,6,5,3,1,1,4,25.0,3,6,0,6,8,17,8,0,Matches
686,661,Moussa Diaby,fr FRA,MF,Crotone,it Serie A,18,1999,0.8,1,0,1,0,0,1,4,25.0,3,1,0,1,1,2,0,0,Matches
687,662,Fallou Diagne,sn SEN,"DF,MF",Metz,fr Ligue 1,27,1989,24.9,33,20,21,12,0,7,22,31.8,15,33,18,15,46,79,116,3,Matches
688,663,Adama Diakhaby,fr FRA,FW,Monaco,fr Ligue 1,21,1996,9.4,23,15,6,12,5,6,16,37.5,10,13,0,13,13,36,5,0,Matches
689,664,Mouctar Diakhaby,gn GUI,DF,Lyon,fr Ligue 1,20,1996,8.1,10,6,7,3,0,4,7,57.1,3,14,9,5,12,22,52,1,Matches
690,665,Abdou Diallo,sn SEN,DF,Mainz 05,de Bundesliga,21,1996,26.8,75,53,45,25,5,38,50,76.0,12,37,14,23,50,125,75,0,Matches
691,666,Abdoulaye Diallo,sn SEN,GK,Rennes,fr Ligue 1,25,1992,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,1,Matches
692,667,Habib Diallo,sn SEN,"FW,MF",Metz,fr Ligue 1,22,1995,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
693,668,Mustapha Diallo,sn SEN,MF,Guingamp,fr Ligue 1,31,1986,15.4,48,36,15,29,4,15,33,45.5,18,20,4,16,20,68,29,0,Matches
694,669,Mohamed Diamé,sn SEN,MF,Newcastle Utd,eng Premier League,30,1987,22.7,89,64,33,48,8,16,62,25.8,46,44,7,37,48,137,30,2,Matches
695,670,Lassana Diarra,fr FRA,MF,Paris S-G,fr Ligue 1,32,1985,6.7,12,4,4,7,1,8,12,66.7,4,3,1,2,6,18,6,0,Matches
696,671,Amadou Diawara,gn GUI,MF,Napoli,it Serie A,20,1997,7.3,11,9,3,7,1,1,7,14.3,6,12,2,10,9,20,5,0,Matches
697,672,Brahim Díaz,es ESP,"FW,DF",Manchester City,eng Premier League,17,1999,0.6,1,0,1,0,0,0,0,,0,3,0,3,1,2,0,0,Matches
698,673,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,27,1989,30.9,71,51,45,22,4,24,50,48.0,26,52,26,26,58,129,148,0,Matches
699,674,Daniel Didavi,de GER,MF,Wolfsburg,de Bundesliga,27,1990,24.9,34,19,10,19,5,14,33,42.4,19,20,1,19,7,41,12,0,Matches
700,675,Thomas Didillon,fr FRA,GK,Metz,fr Ligue 1,21,1995,9.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,2,Matches
701,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
702,676,Étienne Didot,fr FRA,MF,Guingamp,fr Ligue 1,34,1983,18.0,54,33,20,33,1,20,43,46.5,23,21,7,14,19,73,29,0,Matches
703,677,Adrián Diéguez,es ESP,DF,Alavés,es La Liga,21,1996,4.8,10,5,5,5,0,6,13,46.2,7,5,0,5,11,21,24,1,Matches
704,678,Dennis Diekmeier,de GER,DF,Hamburger SV,de Bundesliga,27,1989,20.8,47,43,31,10,6,25,36,69.4,11,22,11,11,16,63,50,0,Matches
705,679,Eric Dier,eng ENG,"MF,DF",Tottenham,eng Premier League,23,1994,31.4,61,43,15,39,7,17,42,40.5,25,32,11,21,48,109,93,7,Matches
706,680,Lucas Digne,fr FRA,DF,Barcelona,es La Liga,24,1993,7.8,22,17,13,6,3,8,12,66.7,4,15,3,12,12,34,18,0,Matches
707,681,Landry Dimata,be BEL,FW,Wolfsburg,de Bundesliga,19,1997,10.0,7,6,4,3,0,5,6,83.3,1,6,2,4,2,9,5,0,Matches
708,682,Tristan Dingomé,cm CMR,MF,Troyes,fr Ligue 1,26,1991,13.2,25,20,12,9,4,5,13,38.5,8,12,0,12,12,37,16,1,Matches
709,683,Ismaël Diomandé,ci CIV,"DF,MF",Caen,fr Ligue 1,24,1992,7.9,14,8,7,6,1,10,15,66.7,5,11,5,6,5,19,20,0,Matches
710,684,Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,24,1992,10.3,3,0,1,2,0,0,3,0.0,3,5,1,4,1,4,8,0,Matches
711,685,Issa Diop,fr FRA,DF,Toulouse,fr Ligue 1,20,1997,34.0,58,43,35,22,1,21,48,43.8,27,38,25,13,76,134,128,0,Matches
712,686,Papakouli Diop,sn SEN,MF,Espanyol,es La Liga,31,1986,2.9,5,3,1,3,1,0,3,0.0,3,5,2,3,6,11,6,0,Matches
713,687,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,31,1986,10.4,26,20,6,16,4,11,26,42.3,15,3,0,3,13,39,10,0,Matches
714,688,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,19,1997,14.9,32,21,14,14,4,13,34,38.2,21,29,2,27,11,43,16,2,Matches
715,689,Djené,tg TOG,DF,Getafe,es La Liga,25,1991,36.0,87,65,71,15,1,34,52,65.4,18,33,14,19,78,165,190,1,Matches
716,690,Koffi Djidji,ci CIV,DF,Nantes,fr Ligue 1,24,1992,26.8,55,39,32,20,3,19,29,65.5,10,34,15,19,45,100,126,0,Matches
717,691,Alexander Djiku,gh GHA,DF,Caen,fr Ligue 1,22,1994,28.0,65,43,52,11,2,25,52,48.1,27,34,5,29,57,122,155,2,Matches
718,692,Papy Djilobodji,sn SEN,DF,Dijon,fr Ligue 1,28,1988,30.0,45,29,34,11,0,21,43,48.8,22,38,25,13,71,116,211,5,Matches
719,693,Berat Djimsiti,al ALB,DF,Benevento,it Serie A,24,1993,30.0,32,17,28,4,0,12,30,40.0,18,37,23,14,62,94,178,1,Matches
720,694,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,25,1992,36.0,4,4,4,0,0,4,11,36.4,7,1,0,1,2,6,26,2,Matches
721,695,Keagan Dolly,za RSA,"MF,FW",Montpellier,fr Ligue 1,24,1993,9.8,12,7,2,7,3,1,11,9.1,10,11,0,11,1,13,2,0,Matches
722,696,Jaume Doménech,es ESP,GK,Valencia,es La Liga,26,1990,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
723,697,Jean-Luc Dompé,fr FRA,FW,Amiens,fr Ligue 1,21,1995,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
724,698,Giulio Donati,it ITA,"DF,FW",Mainz 05,de Bundesliga,27,1990,25.4,56,42,30,21,5,34,50,68.0,16,38,8,30,35,91,66,1,Matches
725,699,Ji Dong-won,kr KOR,"FW,MF",Augsburg,de Bundesliga,26,1991,0.2,2,1,0,1,1,0,0,,0,1,1,0,1,3,0,0,Matches
726,700,Anastasios Donis,gr GRE,"MF,FW",Stuttgart,de Bundesliga,20,1996,10.5,20,14,10,6,4,6,8,75.0,2,2,0,2,9,29,7,0,Matches
727,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
728,701,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,18,1999,38.0,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,13,8,Matches
729,702,Godfred Donsah,gh GHA,MF,Bologna,it Serie A,21,1996,19.9,29,20,11,14,4,10,17,58.8,7,25,0,25,22,51,43,0,Matches
730,703,Dória,br BRA,DF,Marseille,fr Ligue 1,22,1994,0.9,2,2,0,2,0,0,0,,0,3,1,2,1,3,1,0,Matches
731,704,Niklas Dorsch,de GER,MF,Bayern Munich,de Bundesliga,19,1998,1.0,1,1,0,1,0,0,2,0.0,2,0,0,0,1,2,0,0,Matches
732,705,Gabriel Dos Santos,br BRA,DF,Troyes,fr Ligue 1,19,1997,0.9,1,1,1,0,0,0,1,0.0,1,2,1,1,0,1,4,1,Matches
733,706,Mauro dos Santos,ar ARG,DF,Leganés,es La Liga,28,1989,10.9,16,14,11,5,0,10,15,66.7,5,7,5,2,12,28,53,1,Matches
734,707,Mathieu Dossevi,tg TOG,"FW,MF",Metz,fr Ligue 1,29,1988,27.9,35,25,15,15,5,7,39,17.9,32,24,3,21,28,63,12,0,Matches
735,708,Abdoulaye Doucouré,ml MLI,MF,Watford,eng Premier League,24,1993,36.9,79,52,28,42,9,27,79,34.2,52,43,10,33,54,133,61,0,Matches
736,709,Cheick Doukouré,ci CIV,MF,Levante,es La Liga,24,1992,11.4,34,19,18,15,1,6,22,27.3,16,15,4,11,14,48,4,0,Matches
737,710,Mohamed Dräger,tn TUN,"MF,FW",Freiburg,de Bundesliga,21,1996,0.6,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Matches
738,711,Aleksandar Dragović,at AUT,DF,Leicester City,eng Premier League,26,1991,8.5,13,10,13,0,0,7,13,53.8,6,16,8,8,16,29,46,0,Matches
739,712,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,26,1991,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,1,Matches
740,713,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,19,1997,2.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
741,714,Boukary Dramé,sn SEN,"DF,MF",SPAL,it Serie A,32,1985,1.1,1,1,1,0,0,0,0,,0,0,0,0,2,3,4,0,Matches
742,715,Julian Draxler,de GER,"MF,FW",Paris S-G,fr Ligue 1,23,1993,18.9,20,14,4,13,3,6,32,18.8,26,18,2,16,28,48,8,0,Matches
743,716,Danny Drinkwater,eng ENG,MF,Chelsea,eng Premier League,27,1990,5.9,15,10,6,8,1,3,17,17.6,14,10,2,8,8,23,7,0,Matches
744,717,Josip Drmić,ch SUI,"FW,MF",M'Gladbach,de Bundesliga,24,1992,5.2,0,0,0,0,0,0,4,0.0,4,1,0,1,0,0,1,1,Matches
745,718,Rick van Drongelen,nl NED,DF,Hamburger SV,de Bundesliga,18,1998,16.0,30,25,23,7,0,21,28,75.0,7,20,11,9,19,49,58,1,Matches
746,719,Óscar Duarte,cr CRC,DF,Espanyol,es La Liga,28,1989,11.0,12,9,8,4,0,4,11,36.4,7,8,8,0,9,21,60,2,Matches
747,720,Rubén Duarte,es ESP,DF,Alavés,es La Liga,21,1995,23.8,76,40,42,27,7,35,59,59.3,24,40,10,30,44,120,94,0,Matches
748,721,Leo Dubois,fr FRA,DF,Nantes,fr Ligue 1,22,1994,33.6,50,39,33,15,2,20,47,42.6,27,47,13,34,50,100,99,2,Matches
749,722,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,28,1989,12.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,2,Matches
