,Player,Pos,Squad,Rk,Tkl,Tkl,TklW,Blocks,Int,Clr,Err,90s,Cmp,Cmp,Cmp,Cmp,Cmp%,Cmp%,Cmp%,Cmp%,Ast,xAG,KP,1/3,PPA,CrsPA,PrgP,SCA,GCA,Sh,SoT%,npxG,Touches,Att,Succ%,PrgC,Mis,Dis,PrgR,G-PK,G-PK,Fls,Fld,PKwon,OG,Recov,Won%
1299,Robin Koch,"MF,DF",Freiburg,1300,34,10,24,27,35,67,0,21.3,758,222,424,101,77.6,79.3,87.4,55.5,1,1.0,6,53,2,0,36,14,4,13,38.5,0.9,1158,7,57.1,13,10,10,16,2,0.09,31,16,0,0,106,57.4
1300,Kenan Kodro,"FW,DF",Mainz 05,1301,1,0,1,1,3,0,0,2.6,53,25,14,9,76.8,67.6,82.4,90.0,0,0.2,4,2,2,0,4,8,0,2,50.0,0.7,85,4,0.0,2,4,4,12,0,0.00,2,2,0,0,5,57.1
1301,Hervé Koffi,GK,Lille,1302,0,0,0,0,1,1,1,4.0,88,9,46,32,70.4,100.0,100.0,47.8,0,0.0,0,3,0,0,0,0,0,0,,0.0,137,0,,0,0,0,0,0,0.00,0,2,0,0,11,100.0
1302,Dominik Kohr,MF,Leverkusen,1303,49,25,26,39,30,24,0,18.5,780,390,304,71,82.5,87.2,85.6,68.9,1,1.3,18,82,12,0,116,63,5,40,10.0,3.9,1164,19,57.9,31,17,19,52,1,0.05,45,23,0,0,86,37.9
1303,Seybou Koita,FW,Amiens,1304,1,1,1,0,0,2,0,2.4,40,20,9,3,69.0,76.9,69.2,50.0,0,0.1,2,2,2,0,7,4,0,3,66.7,0.3,76,5,60.0,4,5,1,11,0,0.00,2,2,0,0,9,38.5
1304,Koke,MF,Atlético Madrid,1305,75,27,45,40,24,38,0,30.6,1729,901,547,189,80.3,91.1,83.9,54.2,4,6.7,51,198,40,4,237,103,13,29,48.3,2.3,2436,27,74.1,42,40,59,114,4,0.13,24,51,0,0,232,56.5
1305,Aleksandar Kolarov,DF,Roma,1306,58,27,47,24,53,100,2,34.0,1996,1005,734,189,76.1,88.9,80.9,44.5,6,9.0,80,140,60,26,178,164,13,63,20.6,2.5,3026,92,58.7,147,55,27,247,2,0.06,26,40,2,0,217,63.9
1306,Sead Kolašinac,DF,Arsenal,1307,49,20,37,15,26,56,0,23.9,1203,648,469,40,79.4,86.1,81.4,46.5,4,3.5,19,69,19,6,105,50,6,21,28.6,2.2,1726,22,54.5,68,22,16,186,2,0.08,32,10,0,0,134,59.5
1307,Vincent Kompany,DF,Manchester City,1308,20,13,11,10,16,73,1,15.5,1327,506,671,129,92.5,94.8,94.6,78.7,1,0.5,4,94,2,0,85,13,1,9,22.2,0.8,1568,3,100.0,31,6,2,3,1,0.06,18,1,0,0,91,77.8
1308,Ibrahima Konaté,DF,RB Leipzig,1309,32,18,25,14,20,66,0,13.6,527,209,264,47,81.0,87.4,87.1,47.0,0,0.5,3,39,1,0,51,9,0,2,0.0,0.3,786,3,33.3,7,5,7,3,0,0.00,13,10,0,0,58,65.5
1309,Moussa Konaté,FW,Amiens,1310,8,3,6,10,3,11,0,27.5,355,214,97,18,66.1,71.3,71.3,42.9,1,1.5,16,18,18,3,42,53,6,66,36.4,8.6,808,27,44.4,46,90,53,173,11,0.40,52,53,1,0,55,39.7
1310,Geoffrey Kondogbia,MF,Valencia,1311,88,23,57,46,62,66,0,29.0,1355,589,567,173,86.9,90.2,90.0,77.9,4,2.7,22,158,15,0,182,65,8,28,25.0,2.0,1903,64,85.9,47,37,62,33,4,0.14,57,53,0,0,231,53.9
1311,Bakary Koné,DF,Strasbourg,1312,26,12,17,20,33,122,2,27.4,877,236,471,158,85.1,89.4,92.0,69.9,0,0.0,1,40,5,1,51,17,1,10,10.0,1.1,1266,7,85.7,4,7,2,1,1,0.04,23,17,1,0,106,60.5
1312,Terence Kongolo,DF,Huddersfield,1313,33,14,20,12,32,71,0,11.7,263,128,110,17,67.4,81.5,71.4,33.3,0,0.1,3,32,3,2,36,12,0,2,0.0,0.3,566,10,70.0,7,9,5,21,0,0.00,5,10,0,0,50,67.5
1313,Terence Kongolo,DF,Monaco,1314,6,0,4,5,5,14,0,2.9,118,69,40,9,76.1,88.5,72.7,52.9,0,0.3,1,9,4,3,7,4,2,1,0.0,0.2,188,2,50.0,4,4,2,16,0,0.00,5,4,0,0,24,100.0
1314,Yevhen Konoplyanka,"FW,MF",Schalke 04,1315,11,3,9,18,5,6,0,17.4,331,187,110,30,65.8,79.9,66.7,39.5,4,4.6,31,18,20,9,50,59,7,54,25.9,5.4,658,47,38.3,108,17,18,162,4,0.23,23,22,1,0,56,27.6
1315,Julian Korb,"DF,MF",Hannover 96,1316,52,37,41,30,22,77,0,26.0,814,344,376,78,67.9,80.6,72.9,44.1,1,1.6,22,82,28,13,119,44,3,10,40.0,1.2,1418,11,54.5,28,18,10,98,1,0.04,41,15,0,0,104,32.5
1316,Laurent Koscielny,DF,Arsenal,1317,43,19,21,28,54,138,3,24.7,1563,523,841,185,88.6,91.1,92.4,76.8,0,0.4,7,137,3,0,124,16,0,9,22.2,1.9,2061,3,66.7,25,12,4,10,2,0.08,14,26,0,0,160,56.6
1317,Filip Kostić,"FW,MF",Hamburger SV,1318,48,20,38,42,10,12,0,27.1,459,235,149,45,57.7,71.4,57.3,40.5,1,3.2,29,30,29,19,59,81,4,64,42.2,6.7,1150,123,27.6,90,46,40,196,5,0.18,35,40,0,0,111,31.9
1318,Christian Kouakou,"MF,FW",Caen,1319,24,5,13,16,8,6,1,9.4,106,69,27,4,67.5,81.2,60.0,30.8,1,0.4,7,6,8,5,8,26,1,27,22.2,3.2,279,16,37.5,17,25,16,66,1,0.11,18,22,0,0,44,52.9
1319,Rominigue Kouamé,"DF,MF",Lille,1320,5,2,2,1,5,0,0,2.2,119,62,43,11,85.6,82.7,87.8,91.7,1,0.5,6,6,2,1,10,9,1,0,,0.0,161,8,87.5,7,4,7,8,0,0.00,3,2,0,0,18,0.0
1320,Tomáš Koubek,GK,Rennes,1321,0,0,0,0,3,22,3,34.0,571,57,228,285,58.7,98.3,96.6,42.2,0,0.0,0,24,0,0,0,5,1,0,,0.0,1063,0,,0,2,0,0,0,0.00,1,3,0,0,49,94.1
1321,Kalidou Koulibaly,DF,Napoli,1322,54,20,42,36,40,119,3,34.1,2730,1308,1178,188,91.2,95.8,93.9,65.7,1,0.3,8,156,1,0,197,35,3,17,41.2,2.6,3269,13,84.6,39,11,6,7,5,0.15,30,9,0,0,285,58.3
1322,Jules Koundé,DF,Bordeaux,1323,26,13,19,14,14,97,0,17.7,704,276,323,95,83.4,92.9,90.7,56.9,0,0.1,3,52,3,0,63,14,2,10,30.0,1.3,1016,8,50.0,22,2,4,1,2,0.11,9,6,0,0,106,46.9
1323,Cheikhou Kouyaté,MF,West Ham,1324,71,23,49,31,32,56,1,31.1,734,423,240,33,74.7,81.2,76.2,50.0,3,1.1,16,56,7,3,66,38,8,23,17.4,2.7,1307,33,60.6,27,50,29,64,2,0.06,45,41,0,0,188,52.4
1324,Mateo Kovačić,MF,Real Madrid,1325,37,8,27,9,5,5,0,11.0,742,319,334,72,93.1,94.9,96.0,86.7,1,0.4,10,75,6,0,81,27,4,9,22.2,0.4,886,39,89.7,27,19,14,16,0,0.00,10,20,1,0,79,12.5
1325,Maksym Koval,GK,La Coruña,1326,0,0,0,0,0,0,2,1.3,32,5,7,20,66.7,100.0,87.5,57.1,0,0.0,0,0,0,0,0,0,0,0,,0.0,53,0,,0,1,0,0,0,0.00,1,0,0,0,1,
1326,Dawid Kownacki,FW,Sampdoria,1327,8,3,7,7,1,5,0,9.1,187,120,53,7,71.4,83.3,69.7,46.7,2,1.0,8,8,6,1,14,20,4,21,52.4,2.2,338,11,72.7,14,21,16,79,5,0.55,15,16,1,0,24,50.9
1327,Vincent Koziello,MF,Nice,1328,16,5,8,8,19,7,1,9.0,557,266,231,48,93.9,94.0,96.7,94.1,0,0.3,7,43,1,0,44,17,0,4,25.0,0.2,667,9,66.7,12,12,11,4,0,0.00,11,13,0,0,59,18.8
1328,Vincent Koziello,MF,Köln,1329,28,10,21,9,10,5,1,8.8,470,233,192,32,90.4,92.5,92.8,86.5,0,0.4,6,30,6,2,42,13,0,3,66.7,0.2,581,5,60.0,3,10,8,14,1,0.11,16,14,0,0,44,62.5
1329,Thomas Kraft,GK,Hertha BSC,1330,0,0,0,0,0,1,0,3.0,83,4,37,41,60.6,100.0,97.4,44.1,0,0.0,0,1,0,0,0,0,0,0,,0.0,147,0,,0,0,0,0,0,0.00,0,0,0,0,6,
1330,Emil Krafth,DF,Bologna,1331,23,10,16,12,16,39,1,10.5,414,187,199,22,79.5,88.6,81.9,52.4,0,0.1,3,31,3,2,45,10,1,2,50.0,0.3,625,7,71.4,18,7,10,34,0,0.00,7,11,0,0,53,43.3
1331,Oliver Kragl,MF,Crotone,1332,1,0,0,1,2,2,0,1.1,27,11,12,4,71.1,84.6,66.7,66.7,0,0.3,3,3,1,0,4,6,0,0,,0.0,51,2,0.0,0,2,6,3,0,0.00,3,3,0,0,5,40.0
1332,Andrej Kramarić,"FW,MF",Hoffenheim,1333,8,3,6,15,6,7,0,24.8,687,328,234,81,72.7,86.5,76.7,45.3,6,6.0,52,70,42,13,114,98,12,81,40.7,8.1,1163,53,37.7,81,32,46,188,11,0.44,10,28,0,0,65,25.0
1333,Christoph Kramer,MF,M'Gladbach,1334,89,39,70,29,43,37,1,23.9,1340,646,546,106,87.3,91.8,89.1,72.1,0,0.5,13,136,10,0,142,30,0,12,33.3,1.7,1776,56,48.2,34,17,24,33,3,0.13,45,27,0,0,143,45.2
1334,Ladislav Krejčí,"MF,FW",Bologna,1335,7,1,5,3,2,3,0,4.4,119,67,42,6,75.3,77.9,75.0,75.0,0,0.1,3,5,3,1,9,7,1,3,100.0,0.4,188,3,100.0,14,7,4,36,0,0.00,1,3,0,0,15,50.0
1335,Rene Krhin,MF,Nantes,1336,18,3,12,11,16,39,0,14.6,424,225,144,36,83.5,90.7,81.8,69.2,0,0.2,2,30,5,0,36,13,2,11,18.2,1.3,645,15,80.0,9,7,3,4,1,0.07,17,24,0,0,66,47.7
1336,Bojan Krkić,MF,Stoke City,1337,0,0,0,1,0,0,0,0.8,22,13,5,3,81.5,81.3,83.3,100.0,0,0.0,1,1,0,0,2,2,0,1,0.0,0.0,32,1,100.0,1,1,2,3,0,0.00,1,3,0,0,5,
1337,Bojan Krkić,"FW,MF",Alavés,1338,2,1,1,5,3,0,0,4.9,109,52,38,12,77.3,86.7,77.6,66.7,0,0.1,2,9,2,0,18,7,0,5,80.0,1.0,181,11,81.8,13,13,11,27,0,0.00,0,17,0,0,23,0.0
1338,Michael Krohn-Dehli,MF,La Coruña,1339,12,4,9,2,13,7,0,8.1,301,157,104,29,83.1,89.7,86.0,72.5,0,0.1,1,33,6,1,42,13,1,8,12.5,0.3,414,8,75.0,12,4,6,19,0,0.00,9,2,0,0,57,50.0
1339,Michael Krohn-Dehli,"MF,FW",Sevilla,1340,13,6,7,5,4,7,0,6.0,308,165,109,27,80.6,91.2,87.2,51.9,1,0.3,3,25,8,0,37,13,2,5,40.0,0.2,436,10,90.0,27,14,9,27,1,0.17,3,3,0,0,34,9.1
1340,Toni Kroos,MF,Real Madrid,1341,55,22,35,20,16,10,1,25.1,1982,920,736,277,88.7,95.3,90.9,73.5,7,5.7,64,251,34,7,274,134,16,41,41.5,2.4,2406,32,75.0,71,19,15,64,5,0.20,21,38,0,0,151,61.1
1341,Max Kruse,FW,Werder Bremen,1342,17,5,12,9,11,4,1,27.3,1035,409,439,167,74.5,80.4,81.9,62.8,6,5.1,58,91,38,9,140,124,13,53,39.6,5.2,1583,60,46.7,63,39,36,222,6,0.22,14,31,0,0,94,31.1
1342,Grzegorz Krychowiak,MF,West Brom,1343,39,12,24,23,45,23,0,18.2,641,301,248,70,77.1,85.0,81.8,57.4,2,1.8,13,76,9,1,101,43,3,17,17.6,0.8,1025,27,70.4,22,16,20,25,0,0.00,31,39,0,0,125,63.2
1343,Lukas Kübler,"DF,MF",Freiburg,1344,31,13,19,15,18,41,0,12.8,383,127,199,52,70.5,80.9,77.1,44.4,0,0.1,3,24,7,2,41,8,1,4,25.0,0.1,664,9,55.6,10,12,5,30,0,0.00,9,13,0,0,49,63.9
1344,Jasmin Kurtić,"MF,FW",SPAL,1345,28,5,18,13,17,25,0,16.0,494,223,196,48,72.9,79.6,74.2,63.2,0,0.8,10,45,10,2,63,28,4,19,31.6,1.0,821,18,61.1,23,19,23,50,1,0.06,20,30,0,0,72,53.4
1345,Jasmin Kurtić,MF,Atalanta,1346,12,3,7,7,5,4,0,7.4,249,156,60,13,76.4,86.2,69.8,56.5,0,0.3,6,16,5,0,21,14,1,11,36.4,1.5,396,8,37.5,19,20,12,43,2,0.27,10,8,0,0,39,54.5
1346,Layvin Kurzawa,DF,Paris S-G,1347,44,15,32,16,35,41,2,18.9,954,614,202,18,84.6,90.3,79.2,48.6,1,1.6,12,32,8,2,53,24,1,21,14.3,1.3,1323,30,60.0,42,28,15,152,2,0.11,31,11,0,0,101,55.9
1347,Filip Kusić,"DF,MF",Köln,1348,0,0,0,0,0,1,0,0.2,1,0,1,0,100.0,,100.0,,0,0.0,0,0,0,0,0,1,0,0,,0.0,3,0,,0,1,0,0,0,0.00,1,1,0,0,0,
1348,Zdravko Kuzmanović,MF,Málaga,1349,4,0,4,2,4,9,0,5.3,304,134,128,35,88.9,94.4,90.8,76.1,1,0.6,8,32,3,2,40,15,1,3,0.0,0.1,368,2,100.0,5,2,9,5,0,0.00,7,2,0,0,36,54.5
1349,Han Kwang-song,FW,Cagliari,1350,1,0,1,4,0,0,0,3.1,41,23,14,4,74.5,76.7,77.8,66.7,0,0.1,1,5,1,1,4,5,1,3,33.3,0.2,97,15,40.0,3,13,11,27,0,0.00,4,1,0,0,5,33.3
1350,Enock Kwateng,DF,Nantes,1351,8,7,6,2,1,7,0,1.0,26,11,14,1,63.4,84.6,70.0,16.7,0,0.0,0,0,0,0,3,0,0,0,,0.0,59,0,,0,1,0,1,0,0.00,0,0,0,0,10,100.0
1351,Alberto de la Bella,DF,Real Sociedad,1352,36,16,22,19,21,54,0,17.0,852,450,312,77,79.5,89.8,80.6,52.4,1,1.1,16,56,29,22,59,27,1,6,16.7,0.2,1246,16,56.3,38,20,7,101,0,0.00,20,17,0,0,74,62.5
1352,Rajiv van La Parra,"FW,MF",Huddersfield,1353,41,12,29,27,21,8,1,23.7,517,298,169,24,71.3,82.3,72.8,43.6,0,0.9,14,20,15,6,65,49,0,42,33.3,2.3,1079,129,52.7,114,75,57,136,2,0.08,29,47,0,0,152,30.0
1353,Brighton Labeau,FW,Amiens,1354,0,0,0,0,0,0,0,0.3,3,2,0,0,100.0,100.0,,,0,0.0,0,0,0,0,0,0,0,0,,0.0,5,1,0.0,1,1,0,1,0,0.00,3,0,0,0,1,0.0
1354,Gaëtan Laborde,FW,Bordeaux,1355,9,2,7,8,1,7,1,10.6,158,95,43,5,62.2,69.3,62.3,50.0,0,0.4,8,5,4,1,16,24,2,30,40.0,3.4,398,31,48.4,22,42,20,72,2,0.19,20,16,0,0,42,42.3
1355,Alexandre Lacazette,FW,Arsenal,1356,24,4,17,19,7,5,0,24.5,558,369,120,13,75.0,82.0,70.6,52.0,4,4.4,36,18,31,3,59,95,13,66,48.5,12.1,980,45,73.3,39,62,50,233,12,0.49,28,28,1,0,53,32.6
1356,Mehdi Lacen,MF,Málaga,1357,35,14,19,13,15,11,0,11.7,408,179,158,61,84.0,87.7,89.8,81.3,0,0.4,5,31,3,2,54,14,0,5,0.0,0.2,588,8,62.5,5,19,13,12,0,0.00,18,11,0,0,78,56.7
1357,Mehdi Lacen,MF,Getafe,1358,3,0,1,1,0,1,0,0.7,22,13,8,0,81.5,100.0,80.0,0.0,0,0.0,0,4,0,0,4,0,0,2,50.0,0.1,36,0,,0,2,1,2,0,0.00,2,0,0,0,5,
1358,Léo Lacroix,DF,Saint-Étienne,1359,13,5,8,6,11,54,1,8.6,303,88,163,51,85.4,88.0,91.6,72.9,0,0.1,2,13,0,0,21,4,0,8,0.0,0.8,458,3,100.0,4,4,1,1,0,0.00,10,3,0,0,36,60.6
1359,Freddie Ladapo,FW,Crystal Palace,1360,0,0,0,0,0,0,0,0.2,5,5,0,0,55.6,62.5,0.0,,0,0.0,0,0,0,0,0,0,0,0,,0.0,9,0,,1,0,0,1,0,0.00,0,0,0,0,1,
1360,Alban Lafont,GK,Toulouse,1361,1,1,0,0,2,20,5,38.0,812,66,326,420,64.1,100.0,98.5,48.8,0,0.0,1,45,1,0,3,3,0,1,0.0,0.1,1363,1,100.0,0,1,0,0,0,0.00,1,7,0,0,80,100.0
1361,Víctor Laguardia,DF,Alavés,1362,20,11,15,23,29,109,0,17.0,384,104,198,81,68.0,80.6,84.6,41.8,0,0.2,1,43,6,0,44,6,1,5,40.0,0.5,753,1,100.0,6,1,0,0,2,0.12,10,5,0,1,75,69.2
1362,Konrad Laimer,"DF,MF",RB Leipzig,1363,57,28,39,37,11,32,0,14.9,590,326,203,37,78.1,86.5,78.7,54.4,2,1.7,13,60,13,5,86,31,2,5,0.0,0.2,936,27,33.3,23,21,16,56,0,0.00,33,6,0,0,62,48.8
1363,Kenny Lala,DF,Strasbourg,1364,87,21,47,18,42,70,2,30.3,1341,526,499,295,76.0,89.8,76.8,65.0,4,2.0,24,120,38,12,168,71,9,12,16.7,0.5,2110,107,57.9,111,38,35,71,0,0.00,26,29,0,0,211,50.0
1364,Adam Lallana,"MF,FW",Liverpool,1365,3,2,1,3,1,1,0,3.4,192,126,46,3,83.8,92.6,85.2,27.3,0,0.4,7,18,11,2,33,20,2,11,0.0,1.5,261,7,85.7,12,10,10,38,0,0.00,4,5,0,0,15,42.9
1365,Eugenio Lamanna,GK,Genoa,1366,0,0,0,0,0,1,0,1.0,16,1,5,10,69.6,100.0,100.0,62.5,0,0.0,0,1,0,0,0,0,0,0,,0.0,27,0,,0,0,0,0,0,0.00,0,0,0,0,1,
1366,Érik Lamela,"FW,MF",Tottenham,1367,23,3,13,11,7,5,0,9.4,379,205,137,25,79.5,87.6,83.0,58.1,2,2.0,16,32,17,0,46,41,3,20,30.0,3.4,598,36,63.9,30,24,19,116,2,0.21,24,16,1,0,49,31.6
1367,Ádám Lang,DF,Dijon,1368,3,3,1,2,3,12,0,2.6,103,31,52,18,85.1,93.9,92.9,69.2,0,0.0,0,3,1,1,7,1,1,0,,0.0,145,1,100.0,0,2,0,0,0,0.00,5,0,0,0,10,44.4
1368,Sebastian Langkamp,DF,Hertha BSC,1369,15,11,12,7,21,58,1,10.6,489,107,286,93,86.5,87.7,93.2,72.7,0,0.0,1,28,0,0,41,6,0,6,16.7,0.3,680,1,100.0,1,3,3,1,0,0.00,11,14,0,0,27,63.9
1369,Sebastian Langkamp,DF,Werder Bremen,1370,7,4,3,7,8,18,0,4.6,184,47,113,22,86.0,88.7,88.3,75.9,0,0.1,1,6,1,0,17,2,0,1,0.0,0.7,255,0,,0,1,0,1,0,0.00,3,5,0,0,10,72.7
1370,Manuel Lanzini,"MF,FW",West Ham,1371,20,2,11,7,30,5,2,22.7,1085,608,356,70,82.9,90.5,84.4,51.1,6,4.1,40,104,35,3,156,86,12,43,37.2,3.1,1515,102,63.7,65,31,47,96,5,0.22,9,35,1,0,165,23.1
1371,Gianluca Lapadula,FW,Genoa,1372,8,1,5,7,3,8,0,16.6,171,106,48,2,62.2,68.4,60.0,40.0,1,1.3,14,7,5,0,17,43,6,49,14.3,7.3,445,16,75.0,12,45,18,110,3,0.18,35,37,3,0,26,43.5
1372,Aymeric Laporte,DF,Manchester City,1373,8,3,7,2,11,27,0,9.0,762,337,346,61,92.3,95.2,94.5,75.3,0,0.1,2,54,3,1,72,12,2,3,0.0,0.1,877,3,100.0,15,2,0,5,0,0.00,10,4,0,0,90,72.7
1373,Aymeric Laporte,DF,Athletic Club,1374,38,14,23,19,27,94,1,19.0,822,220,404,195,83.0,89.4,89.6,70.9,1,0.9,8,67,10,3,74,11,2,8,25.0,0.7,1189,6,66.7,14,8,1,5,0,0.00,19,18,1,1,97,70.1
1374,Danilo Larangeira,DF,Udinese,1375,35,16,21,50,50,161,2,30.8,1111,300,622,182,78.6,87.2,87.6,54.5,0,0.2,3,58,3,0,62,14,0,15,33.3,1.3,1724,5,80.0,5,5,1,3,1,0.03,22,13,0,1,147,54.2
1375,Kevin Lasagna,FW,Udinese,1376,10,2,7,27,8,18,0,23.7,264,165,69,14,60.0,67.1,59.0,37.8,2,0.6,11,15,7,2,35,44,7,72,43.1,11.3,679,16,18.8,48,55,25,177,12,0.51,34,27,1,0,57,39.7
1376,Jamaal Lascelles,DF,Newcastle Utd,1377,31,12,19,33,28,232,1,32.5,918,346,448,100,76.8,88.0,82.2,49.0,0,0.7,6,59,4,0,73,17,0,12,66.7,1.1,1561,6,83.3,17,4,8,10,3,0.09,16,12,0,0,179,69.6
1377,Paul Lasne,MF,Montpellier,1378,68,12,45,20,57,26,0,34.0,1442,673,546,189,79.7,87.3,82.9,65.2,2,2.5,37,173,30,9,242,89,6,45,26.7,1.4,2126,38,71.1,70,47,27,89,1,0.03,59,71,1,0,233,53.4
1378,Borja Lasso,MF,Sevilla,1379,4,1,1,3,0,0,0,0.6,26,17,5,4,74.3,77.3,83.3,80.0,0,0.1,1,2,1,0,5,1,0,0,,0.0,44,2,50.0,1,1,0,2,0,0.00,2,0,0,0,3,0.0
1379,Toni Lato,"DF,MF",Valencia,1380,30,16,16,9,9,23,0,8.9,317,145,148,18,77.1,84.8,84.1,41.9,1,1.3,6,25,2,1,28,10,2,1,0.0,0.1,498,9,88.9,9,5,7,26,0,0.00,10,8,0,0,55,42.1
1380,Danny Latza,MF,Mainz 05,1381,67,33,48,43,26,47,1,26.1,984,404,441,116,77.9,82.6,84.5,63.0,1,2.2,35,101,15,2,139,77,5,40,22.5,1.7,1559,36,55.6,27,35,34,57,2,0.08,53,69,0,0,127,52.6
1381,Vincent Laurini,DF,Fiorentina,1382,34,12,23,20,11,72,1,17.9,860,385,372,88,77.8,87.5,81.4,52.7,1,1.1,15,83,25,19,100,37,3,1,0.0,0.0,1258,14,92.9,27,18,6,40,0,0.00,21,20,0,0,89,52.1
1382,Wesley Lautoa,"DF,MF",Dijon,1383,17,6,13,10,19,24,1,6.9,235,96,104,28,82.5,88.1,88.9,65.1,0,0.0,0,8,2,0,18,4,0,1,0.0,0.1,358,4,100.0,6,4,3,1,0,0.00,10,9,0,0,36,50.0
1383,Diego Laxalt,DF,Genoa,1384,54,22,43,38,25,55,1,31.2,929,517,326,68,70.1,86.9,69.7,39.5,3,2.2,24,60,33,23,91,55,6,31,19.4,1.5,1666,78,52.6,126,62,37,217,3,0.10,42,36,0,0,170,42.9
1384,Miguel Layún,DF,Sevilla,1385,28,17,19,18,15,44,1,13.2,504,259,180,49,73.8,86.6,75.6,45.8,0,1.3,11,31,12,6,55,21,0,22,22.7,0.8,826,11,72.7,27,11,5,78,2,0.15,12,9,0,0,65,58.3
1385,Achraf Lazaar,"MF,DF",Benevento,1386,12,5,8,5,6,10,0,5.3,118,64,36,11,69.8,83.1,75.0,37.9,0,0.2,3,4,4,3,4,7,0,7,57.1,0.3,240,17,52.9,12,13,21,18,1,0.19,10,4,0,0,33,45.5
1386,Valentino Lazaro,"MF,FW",Hertha BSC,1387,33,15,28,35,15,32,0,20.7,477,251,164,38,68.7,82.0,74.9,35.2,5,3.9,29,38,22,11,59,55,9,17,64.7,2.2,899,62,35.5,33,23,25,136,2,0.10,18,14,0,0,77,32.3
1387,Darko Lazović,"DF,MF",Genoa,1388,19,9,12,8,13,12,0,13.8,475,242,185,39,70.1,81.5,74.0,39.8,1,1.9,14,34,22,13,47,41,5,9,22.2,0.5,780,34,64.7,52,13,13,114,0,0.00,8,9,0,0,71,33.3
1388,Manuel Lazzari,DF,SPAL,1389,61,27,47,32,31,73,2,34.6,1178,627,445,80,77.7,88.1,80.3,51.3,1,2.0,27,64,30,19,81,77,5,23,21.7,1.2,1914,158,56.3,212,48,56,239,2,0.06,23,84,0,0,154,14.0
1389,Mickaël Le Bihan,"FW,MF",Nice,1390,0,0,0,0,1,0,0,1.2,41,20,16,4,85.4,100.0,88.9,66.7,0,0.2,3,3,0,0,2,3,0,1,0.0,0.1,61,5,60.0,3,6,4,20,0,0.00,1,2,0,0,3,20.0
1390,Maxime Le Marchand,DF,Nice,1391,48,20,36,36,65,105,4,28.2,1732,774,799,127,87.8,94.4,91.4,57.5,3,0.6,11,99,11,5,122,35,3,12,0.0,0.7,2255,24,70.8,45,16,16,69,0,0.00,23,18,0,0,177,68.9
1391,James Lea Siliki,MF,Rennes,1392,31,6,21,21,18,14,1,20.2,548,241,196,78,72.2,82.3,80.3,54.2,2,3.0,20,80,13,7,89,65,6,34,26.5,2.6,980,51,56.9,47,41,22,66,3,0.15,38,49,3,0,112,50.0
1392,Mathew Leckie,"FW,MF",Hertha BSC,1393,35,20,30,26,19,32,1,20.6,549,260,216,50,69.2,73.7,73.7,62.5,1,1.6,17,51,19,5,77,48,5,23,34.8,2.0,1028,68,39.7,44,34,44,173,5,0.24,44,45,0,0,99,53.4
1393,Benjamin Lecomte,GK,Montpellier,1394,1,0,1,1,0,14,1,38.0,806,81,305,419,70.0,98.8,97.1,55.8,0,0.2,3,13,0,0,2,3,0,0,,0.0,1234,1,100.0,0,0,0,0,0,0.00,3,4,0,0,37,95.2
1394,Pierre Lees-Melou,"MF,FW",Nice,1395,78,27,47,52,34,38,2,32.1,1319,648,460,149,81.1,90.1,83.8,61.8,6,5.4,57,120,24,2,163,100,11,48,41.7,3.6,1970,45,73.3,76,52,39,193,4,0.12,55,37,1,1,176,29.5
1395,Matthias Lehmann,MF,Köln,1396,33,17,23,15,26,24,1,16.8,682,269,314,82,80.5,88.2,84.9,60.7,0,0.1,3,105,7,1,119,11,0,12,25.0,0.3,961,0,,9,10,5,7,0,0.00,11,8,0,0,71,40.9
1396,Lucas Leiva,MF,Lazio,1397,107,29,80,33,70,59,0,32.0,1836,784,824,183,86.4,90.4,88.7,77.5,3,2.1,39,223,23,3,278,88,10,27,33.3,2.7,2466,26,88.5,37,27,27,25,2,0.06,44,26,0,0,266,57.6
1397,Florian Lejeune,DF,Newcastle Utd,1398,34,14,20,21,46,154,0,23.4,826,282,391,134,76.3,87.9,83.5,53.0,2,1.5,7,66,1,0,67,19,3,13,15.4,0.6,1368,13,92.3,18,11,4,4,0,0.00,17,14,0,0,128,61.7
1398,Iñigo Lekue,"DF,FW",Athletic Club,1399,71,34,42,29,16,46,1,23.5,922,472,344,83,74.9,86.6,77.5,50.0,1,1.4,19,74,30,14,109,53,1,18,27.8,0.5,1498,75,57.3,81,26,19,147,0,0.00,25,12,0,0,136,48.2
1399,Thomas Lemar,"MF,FW",Monaco,1400,33,10,17,22,18,16,1,26.4,1015,488,365,134,77.0,88.2,79.0,54.7,8,6.9,55,135,36,9,182,107,16,47,23.4,3.7,1582,89,51.7,93,52,41,163,2,0.08,8,41,2,0,140,31.8
1400,Mario Lemina,MF,Southampton,1401,55,12,40,18,36,36,4,19.1,857,414,335,80,86.8,90.6,90.1,66.7,1,0.7,8,68,6,1,86,33,1,23,21.7,0.8,1205,62,88.7,51,22,31,36,1,0.05,28,16,0,0,139,67.6
1401,Mauricio Lemos,DF,Sassuolo,1402,11,7,9,10,9,33,1,7.8,196,70,101,22,72.1,89.7,77.7,38.6,0,0.0,1,7,0,0,11,1,0,8,50.0,0.5,348,2,100.0,0,3,2,1,1,0.13,8,4,0,0,50,59.1
