,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 25_level_0
18,19,Yacine Adli,fr FRA,FW,Paris S-G,fr Ligue 1,17,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
19,20,Ali Adnan Kadhim,iq IRQ,"DF,FW",Udinese,it Serie A,23,1993,18.6,4,0,0,21,22,1,88,41,35,0,0,1,94,51,34,60.0,Matches
20,21,Adrián,es ESP,GK,West Ham,eng Premier League,30,1987,19.0,2,0,0,1,3,0,0,0,1,0,0,0,20,2,1,66.7,Matches
21,22,Aritz Aduriz,es ESP,FW,Athletic Club,es La Liga,36,1981,23.9,5,0,0,42,39,35,20,3,8,0,0,0,45,99,77,56.3,Matches
22,23,Ibrahim Afellay,nl NED,MF,Stoke City,eng Premier League,31,1986,1.8,1,0,0,1,0,0,0,1,3,0,0,0,15,0,0,,Matches
23,24,Benik Afobe,cd COD,FW,Bournemouth,eng Premier League,24,1993,6.8,0,0,0,9,13,4,2,0,3,1,0,0,17,22,38,36.7,Matches
24,25,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,21,1996,20.3,4,0,0,19,18,0,50,41,33,0,0,0,120,17,13,56.7,Matches
25,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
26,26,Imanol Agirretxe,es ESP,FW,Real Sociedad,es La Liga,30,1987,2.6,0,0,0,1,4,1,1,0,0,1,0,0,6,8,10,44.4,Matches
27,27,Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,29,1988,21.8,2,0,0,10,17,16,16,6,6,0,0,0,59,10,19,34.5,Matches
28,28,Ruben Aguilar,fr FRA,DF,Montpellier,fr Ligue 1,24,1993,27.3,2,0,0,29,49,3,95,37,50,0,0,0,174,28,35,44.4,Matches
29,29,Matías Aguirregaray,uy URU,DF,Las Palmas,es La Liga,28,1989,12.8,3,0,0,19,21,1,19,24,20,0,0,0,87,14,17,45.2,Matches
30,30,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,fr Ligue 1,23,1994,33.4,4,0,0,46,49,1,5,75,34,0,0,0,261,48,47,50.5,Matches
31,31,Ailton,br BRA,"DF,MF",Stuttgart,de Bundesliga,22,1995,1.2,0,0,0,3,3,0,3,2,5,0,0,0,9,4,2,66.7,Matches
32,32,Youssef Aït Bennasser,ma MAR,MF,Caen,fr Ligue 1,21,1996,22.7,4,0,0,20,26,0,11,32,28,0,0,0,207,23,32,41.8,Matches
33,33,Arlind Ajeti,al ALB,DF,Crotone,it Serie A,23,1993,14.1,7,0,0,19,6,0,0,34,23,0,1,0,75,20,27,42.6,Matches
34,34,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,22,1995,10.0,2,0,0,9,4,0,1,7,15,0,0,0,35,14,15,48.3,Matches
35,35,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,22,1995,37.3,5,0,0,27,19,2,5,48,32,0,0,0,178,104,89,53.9,Matches
36,36,Ager Aketxe,es ESP,MF,Athletic Club,es La Liga,23,1993,0.4,1,0,0,1,0,0,7,1,1,0,0,0,6,0,1,0.0,Matches
37,37,Chadrac Akolo,cd COD,"MF,FW",Stuttgart,de Bundesliga,22,1995,12.2,2,0,0,13,12,8,14,5,14,0,0,0,43,10,25,28.6,Matches
38,38,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,22,1995,18.8,1,0,0,22,17,1,6,22,39,0,0,1,91,27,21,56.3,Matches
39,39,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,25,1992,17.2,1,0,0,9,6,2,94,10,14,0,0,0,85,15,17,46.9,Matches
40,40,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,24,1992,17.2,4,1,0,40,41,14,3,4,10,1,0,0,38,47,92,33.8,Matches
41,41,David Alba,es ESP,DF,Getafe,es La Liga,18,1999,0.7,0,0,0,3,0,0,0,0,1,0,0,0,3,1,2,33.3,Matches
42,42,Jordi Alba,es ESP,DF,Barcelona,es La Liga,28,1989,30.5,7,0,0,35,21,16,46,68,42,0,0,0,189,15,21,41.7,Matches
43,43,Raúl Albentosa,es ESP,DF,La Coruña,es La Liga,28,1988,19.4,5,0,0,15,14,1,2,26,6,0,1,0,73,39,18,68.4,Matches
44,44,Luis Alberto,es ESP,"FW,MF",Lazio,it Serie A,24,1992,29.7,5,0,0,19,36,3,213,16,28,1,0,0,145,13,25,34.2,Matches
45,45,Raúl Albiol,es ESP,DF,Napoli,it Serie A,31,1985,30.5,7,0,0,28,18,2,3,32,19,0,0,0,216,92,51,64.3,Matches
46,46,Miiko Albornoz,cl CHI,"DF,MF",Hannover 96,de Bundesliga,26,1990,7.8,1,0,0,9,14,0,23,5,20,0,0,0,31,10,17,37.0,Matches
47,47,Marc Albrighton,eng ENG,"MF,FW",Leicester City,eng Premier League,27,1989,28.2,5,1,0,20,26,2,217,27,33,0,1,0,172,11,15,42.3,Matches
48,48,Paco Alcácer,es ESP,"MF,FW",Barcelona,es La Liga,23,1993,7.7,0,0,0,2,9,7,6,11,3,0,0,0,28,7,17,29.2,Matches
49,49,Pedro Alcalá,es ESP,DF,Girona,es La Liga,28,1989,7.7,4,0,0,11,3,2,4,14,5,0,0,0,26,19,11,63.3,Matches
50,50,Thiago Alcántara,es ESP,"MF,FW",Bayern Munich,de Bundesliga,26,1991,13.9,3,0,0,24,14,1,13,27,35,1,0,0,77,21,17,55.3,Matches
51,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
52,51,David Alcibiade,fr FRA,DF,Nantes,fr Ligue 1,25,1991,2.3,0,0,0,2,2,1,5,7,5,0,0,0,10,5,1,83.3,Matches
53,52,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,28,1989,13.1,3,0,0,8,1,0,7,4,13,0,0,0,57,14,29,32.6,Matches
54,53,Steve Aldo One,cm CMR,DF,La Coruña,es La Liga,22,1995,1.0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,100.0,Matches
55,54,Álex Alegría,es ESP,FW,Levante,es La Liga,24,1992,7.0,1,0,0,16,18,5,2,4,5,0,0,0,16,24,24,50.0,Matches
56,55,Iván Alejo,es ESP,"MF,FW",Eibar,es La Liga,22,1995,12.2,5,0,0,25,45,3,109,5,16,0,0,0,67,10,13,43.5,Matches
57,56,Alexander,ar ARG,"MF,FW",Leganés,es La Liga,28,1988,11.8,1,0,0,19,18,8,40,22,11,1,0,0,56,2,4,33.3,Matches
58,57,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,18,1998,17.5,3,0,0,12,1,3,102,28,25,0,0,0,133,5,17,22.7,Matches
59,58,Alexis,es ESP,DF,Alavés,es La Liga,31,1985,24.3,6,0,0,20,14,2,6,30,24,0,0,1,112,28,18,60.9,Matches
60,59,Alisson,br BRA,GK,Roma,it Serie A,24,1992,37.0,1,0,0,1,3,0,0,2,0,0,0,0,69,7,0,100.0,Matches
61,60,Allan,br BRA,MF,Napoli,it Serie A,26,1991,31.7,2,0,0,37,47,0,29,28,68,0,0,0,244,11,33,25.0,Matches
62,61,Joe Allen,wls WAL,MF,Stoke City,eng Premier League,27,1990,34.9,8,0,0,49,49,0,37,58,62,0,0,0,244,36,59,37.9,Matches
63,62,Dele Alli,eng ENG,"MF,FW",Tottenham,eng Premier League,21,1996,32.9,7,0,0,43,84,5,18,19,30,1,0,0,181,28,49,36.4,Matches
64,63,Júnior Alonso,py PAR,DF,Lille,fr Ligue 1,24,1993,30.9,3,0,0,34,9,0,7,56,31,0,0,1,219,91,43,67.9,Matches
65,64,José Alonso Lara,es ESP,MF,Sevilla,es La Liga,17,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
66,65,Marcos Alonso,es ESP,"DF,MF",Chelsea,eng Premier League,26,1990,31.7,6,0,0,26,31,8,96,47,33,0,0,0,193,59,52,53.2,Matches
67,66,Ricky Álvarez,ar ARG,MF,Sampdoria,it Serie A,29,1988,3.0,0,0,0,5,4,0,21,2,2,0,0,0,15,6,8,42.9,Matches
68,67,Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,30,1986,16.4,0,0,0,0,5,0,0,0,0,0,0,0,25,5,1,83.3,Matches
69,68,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,22,1995,7.5,2,0,0,12,10,0,1,11,7,0,0,0,66,13,12,52.0,Matches
70,69,Dani Alves,br BRA,DF,Paris S-G,fr Ligue 1,34,1983,22.9,7,1,0,38,34,4,99,28,57,0,0,0,160,16,19,45.7,Matches
71,70,Ibrahim Amadou,fr FRA,"MF,DF",Lille,fr Ligue 1,24,1993,26.7,3,1,0,23,17,0,4,41,29,0,1,0,177,33,27,55.0,Matches
72,71,Eloi Amagat,es ESP,MF,Girona,es La Liga,32,1985,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Matches
73,72,Morgan Amalfitano,fr FRA,"MF,FW",Rennes,fr Ligue 1,32,1985,8.3,2,2,1,8,14,0,19,4,5,0,0,0,39,2,12,14.3,Matches
74,73,Romain Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,27,1989,30.0,5,0,0,35,52,0,20,85,37,0,0,0,228,13,29,31.0,Matches
75,74,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,22,1994,5.4,1,2,1,5,7,0,0,7,4,0,0,0,30,10,7,58.8,Matches
76,75,Jordi Amat,id IDN,"DF,MF",Betis,es La Liga,25,1992,22.7,7,2,1,38,10,0,0,38,23,0,2,1,112,29,30,49.2,Matches
77,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
78,76,Amath,sn SEN,"MF,FW",Getafe,es La Liga,21,1996,31.8,9,0,0,72,62,10,21,33,53,0,0,0,183,19,47,28.8,Matches
79,77,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,23,1994,24.4,7,0,0,30,22,1,60,45,35,0,1,0,170,42,21,66.7,Matches
80,78,Stephan Ambrosius,gh GHA,DF,Hamburger SV,de Bundesliga,18,1998,0.5,0,0,0,0,0,1,0,1,0,0,0,0,3,0,2,0.0,Matches
81,79,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,19,1998,35.0,3,1,0,28,15,0,43,45,43,0,1,0,155,36,38,48.6,Matches
82,80,Nadiem Amiri,de GER,MF,Hoffenheim,de Bundesliga,20,1996,19.4,4,0,0,42,38,3,49,17,26,0,0,0,106,6,14,30.0,Matches
83,81,Ethan Ampadu,wls WAL,DF,Chelsea,eng Premier League,16,2000,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,33.3,Matches
84,82,Nordin Amrabat,ma MAR,FW,Watford,eng Premier League,30,1987,2.2,0,0,0,6,2,2,9,0,3,0,0,0,8,3,6,33.3,Matches
85,83,Nordin Amrabat,ma MAR,"FW,MF",Leganés,es La Liga,30,1987,18.0,6,1,1,54,36,25,61,5,10,0,1,0,76,12,23,34.3,Matches
86,84,Jon Ander Serantes,es ESP,GK,Leganés,es La Liga,27,1989,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
87,85,Joachim Andersen,dk DEN,DF,Sampdoria,it Serie A,21,1996,6.1,0,0,0,3,4,0,0,9,3,0,0,0,33,17,2,89.5,Matches
88,86,Felipe Anderson,br BRA,"FW,MF",Lazio,it Serie A,24,1993,12.9,0,0,0,9,15,0,74,11,21,0,0,0,72,3,12,20.0,Matches
89,87,Florin Andone,ro ROU,FW,La Coruña,es La Liga,24,1993,18.2,6,0,0,59,19,17,17,3,7,0,0,0,50,32,70,31.4,Matches
90,88,Nícolas Andrade,br BRA,GK,Hellas Verona,it Serie A,29,1988,36.0,2,1,0,2,11,0,0,2,1,0,1,0,39,6,1,85.7,Matches
91,89,Benjamin André,fr FRA,MF,Rennes,fr Ligue 1,26,1990,33.5,11,1,1,72,48,1,21,57,54,0,0,0,259,187,151,55.3,Matches
92,90,Marco Andreolli,it ITA,DF,Cagliari,it Serie A,31,1986,20.3,5,0,0,29,8,0,4,30,17,0,0,0,58,45,27,62.5,Matches
93,91,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,28,1989,23.0,4,0,0,21,15,0,59,37,30,0,0,0,145,31,23,57.4,Matches
94,92,Miguel Ángel Guerrero,es ESP,FW,Leganés,es La Liga,27,1990,16.0,3,0,0,36,23,13,1,9,5,0,0,0,37,42,41,50.6,Matches
95,93,José Ángel,es ESP,DF,Eibar,es La Liga,27,1989,27.0,4,0,0,20,17,1,226,38,44,0,0,0,187,36,29,55.4,Matches
96,94,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,33,1984,8.5,0,0,0,1,0,0,0,2,0,0,1,0,22,2,0,100.0,Matches
97,95,Miguel Ángel Rubio,es ESP,DF,Getafe,es La Liga,19,1998,0.3,0,0,0,1,1,0,0,0,0,0,0,0,2,3,1,75.0,Matches
98,96,Gabriele Angella,it ITA,DF,Udinese,it Serie A,28,1989,9.9,3,0,0,18,4,0,2,21,13,0,3,0,56,30,13,69.8,Matches
99,97,Cristian Ansaldi,ar ARG,DF,Torino,it Serie A,30,1986,20.8,6,2,1,26,36,0,78,20,33,1,1,0,121,5,13,27.8,Matches
100,98,Luca Antei,it ITA,DF,Benevento,it Serie A,25,1992,6.6,1,1,0,10,7,0,1,26,14,0,0,0,28,7,4,63.6,Matches
101,99,Mirco Antenucci,it ITA,FW,SPAL,it Serie A,32,1984,28.6,1,0,0,36,70,33,33,11,13,1,0,0,85,21,44,32.3,Matches
102,100,Waldemar Anton,de GER,"DF,MF",Hannover 96,de Bundesliga,21,1996,25.3,1,0,0,20,30,0,8,39,49,0,1,0,154,73,46,61.3,Matches
103,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
104,101,Luca Antonelli,it ITA,"DF,FW",Milan,it Serie A,30,1987,1.6,1,0,0,1,4,1,0,1,1,0,0,0,6,1,1,50.0,Matches
105,102,Michail Antonio,jm JAM,"FW,MF",West Ham,eng Premier League,27,1990,15.0,1,0,0,17,30,7,55,13,9,1,0,0,71,43,53,44.8,Matches
106,103,Mirko Antonucci,it ITA,FW,Roma,it Serie A,18,1999,0.3,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,,Matches
107,104,Vitorino Antunes,pt POR,DF,Getafe,es La Liga,30,1987,31.1,14,0,0,50,36,1,149,58,44,0,0,0,172,18,23,43.9,Matches
108,105,Dennis Aogo,de GER,"MF,DF",Stuttgart,de Bundesliga,30,1987,21.7,5,0,0,33,12,0,104,29,26,0,1,0,96,11,12,47.8,Matches
109,106,Houssem Aouar,dz ALG,"MF,FW",Lyon,fr Ligue 1,19,1998,27.0,1,0,0,20,46,6,14,39,42,0,0,0,198,22,30,42.3,Matches
110,107,Alberto Aquilani,it ITA,MF,Las Palmas,es La Liga,33,1984,14.4,4,0,0,18,14,1,7,23,19,0,0,0,94,11,13,45.8,Matches
111,108,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,21,1995,23.6,9,1,1,49,42,0,6,25,41,0,0,0,166,17,31,35.4,Matches
112,109,Guilherme Arana,br BRA,DF,Sevilla,es La Liga,20,1997,2.1,0,0,0,2,2,0,3,5,2,0,0,1,19,2,3,40.0,Matches
113,110,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,28,1989,25.6,4,0,0,41,52,1,22,48,61,0,1,0,177,13,29,31.0,Matches
114,111,Luiz Araújo,br BRA,"FW,MF",Lille,fr Ligue 1,21,1996,22.4,5,0,0,28,25,6,69,16,31,0,0,0,101,5,14,26.3,Matches
115,112,Sergio Araujo,ar ARG,"MF,FW",Las Palmas,es La Liga,25,1992,0.4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0.0,Matches
116,113,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,30,1987,26.8,8,0,0,26,11,0,11,78,30,0,2,1,238,44,35,55.7,Matches
117,114,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,24,1993,34.0,0,0,0,0,2,0,0,0,0,0,0,0,88,7,0,100.0,Matches
118,115,Scott Arfield,ca CAN,"MF,FW",Burnley,eng Premier League,28,1988,14.8,3,0,0,21,14,1,8,11,26,0,0,0,83,11,30,26.8,Matches
119,116,Samuel Armenteros,se SWE,FW,Benevento,it Serie A,27,1990,4.8,1,0,0,8,3,9,1,1,2,0,0,0,7,7,18,28.0,Matches
120,117,Yoël Armougom,fr FRA,"DF,MF",Caen,fr Ligue 1,19,1998,1.5,0,0,0,2,2,0,9,1,1,0,0,0,5,3,3,50.0,Matches
121,118,José Arnaiz,es ESP,MF,Barcelona,es La Liga,22,1995,0.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,Matches
122,119,Marko Arnautović,at AUT,"FW,MF",West Ham,eng Premier League,28,1989,25.7,5,1,0,35,29,43,61,13,16,0,0,0,103,22,39,36.1,Matches
123,120,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,23,1994,27.3,9,1,0,52,80,3,114,28,41,0,1,0,127,21,34,38.2,Matches
124,121,Jann-Fiete Arp,de GER,"FW,MF",Hamburger SV,de Bundesliga,17,2000,9.4,1,0,0,22,18,3,2,2,5,0,0,0,17,18,46,28.1,Matches
125,122,Alejandro Arribas,es ESP,DF,La Coruña,es La Liga,28,1989,3.0,0,0,0,5,2,0,0,6,2,0,1,1,15,2,4,33.3,Matches
126,123,Kepa Arrizabalaga,es ESP,GK,Athletic Club,es La Liga,22,1994,30.0,3,0,0,1,7,0,0,2,0,0,1,0,47,5,1,83.3,Matches
127,124,Harry Arter,ie IRL,MF,Bournemouth,eng Premier League,27,1989,10.7,4,0,0,9,15,0,5,9,16,0,0,0,66,6,2,75.0,Matches
128,125,Aythami Artiles,es ESP,DF,Las Palmas,es La Liga,31,1986,2.0,0,0,0,0,1,0,0,2,2,0,0,0,9,5,0,100.0,Matches
129,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
130,126,Kwadwo Asamoah,gh GHA,DF,Juventus,it Serie A,28,1988,17.4,4,0,0,13,30,1,31,18,21,0,0,0,100,11,8,57.9,Matches
131,127,Takuma Asano,jp JPN,"FW,MF",Stuttgart,de Bundesliga,22,1994,8.0,1,0,0,11,8,13,11,3,5,0,0,0,32,6,31,16.2,Matches
132,128,Santiago Ascacíbar,ar ARG,MF,Stuttgart,de Bundesliga,20,1997,26.5,11,1,1,34,58,0,7,47,65,1,0,0,161,27,36,42.9,Matches
133,129,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,28,1989,23.0,3,0,0,2,3,0,0,0,2,0,1,0,32,7,1,87.5,Matches
134,130,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,21,1996,20.5,2,0,0,9,27,3,106,9,17,0,0,0,77,3,3,50.0,Matches
135,131,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,29,1987,32.6,9,0,0,23,62,11,62,23,22,1,0,0,137,15,40,27.3,Matches
136,132,Benoît Assou-Ekotto,cm CMR,DF,Metz,fr Ligue 1,33,1984,11.7,2,2,1,11,9,1,21,46,9,0,0,0,86,3,8,27.3,Matches
137,133,Simon Asta,de GER,MF,Augsburg,de Bundesliga,16,2001,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Matches
138,134,Davide Astori,it ITA,DF,Fiorentina,it Serie A,30,1987,25.0,5,0,0,22,22,1,18,51,31,0,1,0,188,50,24,67.6,Matches
139,135,Christian Atsu,gh GHA,"FW,MF",Newcastle Utd,eng Premier League,25,1992,19.8,1,0,0,10,26,6,57,13,16,0,0,0,107,13,68,16.0,Matches
140,136,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,28,1989,11.7,0,0,0,1,8,10,16,3,4,0,0,0,29,8,28,22.2,Matches
141,137,Pierre-Emerick Aubameyang,ga GAB,FW,Dortmund,de Bundesliga,28,1989,15.7,1,1,1,17,8,14,23,3,5,1,0,0,16,24,31,43.6,Matches
142,138,Jean-Kévin Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,20,1997,14.1,1,0,0,21,43,13,12,4,11,2,0,0,29,17,51,25.0,Matches
143,139,Ludwig Augustinsson,se SWE,"DF,FW",Werder Bremen,de Bundesliga,23,1994,28.1,3,0,0,29,14,4,117,39,34,0,0,0,90,42,44,48.8,Matches
144,140,Yann Aurel Bisseck,de GER,"DF,MF",Köln,de Bundesliga,16,2000,1.7,0,0,0,1,1,0,1,3,2,0,0,0,6,5,2,71.4,Matches
145,141,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,24,1992,15.9,2,2,1,21,16,2,68,31,27,0,1,0,89,48,29,62.3,Matches
146,142,Charlie Austin,eng ENG,FW,Southampton,eng Premier League,28,1989,11.5,2,0,0,16,16,14,2,1,5,0,0,0,29,38,71,34.9,Matches
147,143,Danilo Avelar,br BRA,DF,Amiens,fr Ligue 1,28,1989,19.2,2,0,0,23,19,1,64,37,33,1,0,0,106,48,25,65.8,Matches
148,144,Felipe Avenatti,uy URU,FW,Bologna,it Serie A,24,1993,5.2,1,0,0,7,3,0,6,1,4,0,0,0,18,28,29,49.1,Matches
149,145,Durel Avounou,cg CGO,"DF,MF",Caen,fr Ligue 1,19,1997,7.2,1,0,0,7,5,2,21,10,11,0,0,0,42,5,8,38.5,Matches
150,146,Chidozie Awaziem,ng NGA,DF,Nantes,fr Ligue 1,20,1997,16.8,2,1,0,22,12,0,2,16,30,0,0,0,102,31,28,52.5,Matches
151,147,André Ayew,gh GHA,"MF,FW",West Ham,eng Premier League,27,1989,9.9,2,0,0,6,17,3,8,4,14,0,0,0,52,17,50,25.4,Matches
152,148,André Ayew,gh GHA,"MF,FW",Swansea City,eng Premier League,27,1989,10.6,3,0,0,18,19,3,8,5,10,1,0,0,41,28,48,36.8,Matches
153,149,Jordan Ayew,gh GHA,"FW,MF",Swansea City,eng Premier League,25,1991,31.7,2,1,0,63,87,8,45,24,60,0,0,0,141,50,120,29.4,Matches
154,150,Karim Azamoum,fr FRA,MF,Troyes,fr Ligue 1,27,1990,25.0,5,1,0,58,17,0,64,26,57,0,1,0,133,71,59,54.6,Matches
155,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
156,151,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,27,1989,37.0,1,0,0,25,13,1,80,54,59,0,0,1,207,80,53,60.2,Matches
157,152,Ludovic Baal,gf GUF,DF,Rennes,fr Ligue 1,31,1986,12.9,0,0,0,11,15,1,23,15,27,0,0,0,104,28,14,66.7,Matches
158,153,Khouma Babacar,sn SEN,FW,Fiorentina,it Serie A,24,1993,5.0,1,0,0,9,12,8,5,2,4,1,0,0,18,6,11,35.3,Matches
159,154,Khouma Babacar,sn SEN,FW,Sassuolo,it Serie A,24,1993,8.3,0,0,0,18,16,5,2,3,6,0,0,0,22,13,31,29.5,Matches
160,155,Carlos Bacca,co COL,FW,Villarreal,es La Liga,30,1986,27.7,9,0,0,22,20,40,11,8,2,0,0,0,54,23,38,37.7,Matches
