,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 26_level_0
1228,1182,Paweł Jaroszyński,pl POL,DF,Chievo,it Serie A,22,1994,9.0,0,1,0,0.0,0.11,0.00,0.00,,25.9,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
1229,1183,Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,32,1984,31.0,0,1,0,0.0,0.03,0.00,0.00,,9.2,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
1230,1184,Jason,es ESP,"FW,MF",Levante,es La Liga,23,1994,19.8,1,33,10,30.3,1.66,0.50,0.03,0.10,18.4,2,0,0,2.6,2.6,0.08,-1.6,-1.6,Matches
1231,1185,Bakery Jatta,gm GAM,"MF,FW",Hamburger SV,de Bundesliga,19,1998,3.3,0,3,2,66.7,0.91,0.61,0.00,0.00,12.4,0,0,0,0.9,0.9,0.29,-0.9,-0.9,Matches
1232,1186,Corentin Jean,fr FRA,"FW,MF",Toulouse,fr Ligue 1,22,1995,18.8,1,25,8,32.0,1.33,0.43,0.04,0.13,21.2,2,0,0,2.0,2.0,0.08,-1.0,-1.0,Matches
1233,1187,Benjamin Jeannot,fr FRA,FW,Dijon,fr Ligue 1,25,1992,15.6,4,27,9,33.3,1.73,0.58,0.15,0.44,16.6,1,0,0,3.4,3.4,0.13,+0.6,+0.6,Matches
1234,1188,Tin Jedvaj,hr CRO,DF,Leverkusen,de Bundesliga,21,1995,6.7,0,5,1,20.0,0.75,0.15,0.00,0.00,19.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1235,1189,Jemerson,br BRA,DF,Monaco,fr Ligue 1,24,1992,31.7,2,18,2,11.1,0.57,0.06,0.11,1.00,11.7,0,0,0,1.9,1.9,0.11,+0.1,+0.1,Matches
1236,1190,Jesé,es ESP,"FW,MF",Stoke City,eng Premier League,24,1993,6.8,1,12,4,33.3,1.76,0.59,0.08,0.25,18.8,0,0,0,0.9,0.9,0.08,+0.1,+0.1,Matches
1237,1191,Gabriel Jesus,br BRA,FW,Manchester City,eng Premier League,20,1997,18.5,13,54,30,55.6,2.91,1.62,0.24,0.43,12.0,0,0,2,13.8,12.2,0.23,-0.8,+0.8,Matches
1238,1192,Juan Jesus,br BRA,DF,Roma,it Serie A,26,1991,18.4,0,2,1,50.0,0.11,0.05,0.00,0.00,10.8,0,0,0,0.5,0.5,0.23,-0.5,-0.5,Matches
1239,1193,Álvaro Jiménez,es ESP,"MF,FW",Getafe,es La Liga,22,1995,5.9,1,9,4,44.4,1.53,0.68,0.11,0.25,24.2,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches
1240,1194,Joaquín,es ESP,"MF,FW",Betis,es La Liga,36,1981,27.5,4,33,14,42.4,1.20,0.51,0.12,0.29,20.5,9,0,0,3.8,3.8,0.12,+0.2,+0.2,Matches
1241,1195,Aron Jóhannsson,us USA,"MF,FW",Werder Bremen,de Bundesliga,26,1990,3.1,1,9,6,66.7,2.93,1.96,0.11,0.17,13.5,0,0,0,1.5,1.5,0.16,-0.5,-0.5,Matches
1242,1196,Fabian Johnson,us USA,"MF,DF",M'Gladbach,de Bundesliga,29,1987,5.2,1,6,3,50.0,1.16,0.58,0.17,0.33,10.1,0,0,0,1.0,1.0,0.16,0.0,0.0,Matches
1243,1197,Glen Johnson,eng ENG,DF,Stoke City,eng Premier League,32,1984,6.1,0,2,1,50.0,0.33,0.16,0.00,0.00,21.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1244,1198,Karl-Johan Johnsson,se SWE,GK,Guingamp,fr Ligue 1,27,1990,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1245,1199,Miloš Jojić,rs SRB,MF,Köln,de Bundesliga,25,1992,16.2,2,40,10,25.0,2.47,0.62,0.05,0.20,24.7,8,0,0,2.7,2.7,0.07,-0.7,-0.7,Matches
1246,1200,Jonathas,br BRA,FW,Hannover 96,de Bundesliga,28,1989,7.0,3,15,8,53.3,2.13,1.14,0.13,0.25,19.5,0,1,1,2.9,2.1,0.14,+0.1,-0.1,Matches
1247,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1248,1201,Phil Jones,eng ENG,DF,Manchester Utd,eng Premier League,25,1992,21.9,0,2,0,0.0,0.09,0.00,0.00,,18.8,0,0,0,0.4,0.4,0.21,-0.4,-0.4,Matches
1249,1202,Nigel de Jong,nl NED,MF,Mainz 05,de Bundesliga,32,1984,8.2,0,1,0,0.0,0.12,0.00,0.00,,25.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1250,1203,Jony,es ESP,"FW,MF",Málaga,es La Liga,26,1991,2.4,0,5,2,40.0,2.07,0.83,0.00,0.00,20.0,1,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
1251,1204,Joan Jordán,es ESP,MF,Eibar,es La Liga,23,1994,27.0,6,38,16,42.1,1.41,0.59,0.13,0.31,20.6,4,1,2,4.1,2.6,0.07,+1.9,+2.4,Matches
1252,1205,Jorge,br BRA,DF,Monaco,fr Ligue 1,21,1996,21.3,1,7,2,28.6,0.33,0.09,0.14,0.50,25.0,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
1253,1206,Jorginho,it ITA,MF,Napoli,it Serie A,25,1991,29.4,2,15,3,20.0,0.51,0.10,0.07,0.33,25.4,0,1,2,2.1,0.4,0.03,-0.1,+0.6,Matches
1254,1207,Willian José,br BRA,FW,Real Sociedad,es La Liga,25,1991,30.8,15,85,26,30.6,2.76,0.84,0.14,0.46,17.6,5,3,4,11.1,7.9,0.09,+3.9,+4.1,Matches
1255,1208,Joselu,es ESP,FW,Newcastle Utd,eng Premier League,27,1990,19.0,4,46,16,34.8,2.42,0.84,0.09,0.25,15.9,0,0,1,6.0,5.2,0.11,-2.0,-1.2,Matches
1256,1209,Yann Jouffre,fr FRA,"FW,MF",Metz,fr Ligue 1,33,1984,3.1,0,1,0,0.0,0.33,0.00,0.00,,17.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
1257,1210,Vukašin Jovanović,rs SRB,DF,Bordeaux,fr Ligue 1,21,1996,16.0,0,4,2,50.0,0.25,0.12,0.00,0.00,22.3,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
1258,1211,Stevan Jovetić,me MNE,FW,Monaco,fr Ligue 1,27,1989,8.4,8,35,15,42.9,4.18,1.79,0.23,0.53,15.0,1,0,0,5.4,5.4,0.17,+2.6,+2.6,Matches
1259,1212,Luka Jović,rs SRB,FW,Eint Frankfurt,de Bundesliga,19,1997,10.4,8,38,15,39.5,3.65,1.44,0.21,0.53,12.2,0,0,0,8.1,8.1,0.21,-0.1,-0.1,Matches
1260,1213,Jozabed,es ESP,MF,Celta Vigo,es La Liga,26,1991,16.4,0,18,5,27.8,1.10,0.31,0.00,0.00,17.3,1,0,0,1.7,1.7,0.10,-1.7,-1.7,Matches
1261,1214,Juanfran,es ESP,DF,La Coruña,es La Liga,28,1988,34.0,0,24,7,29.2,0.71,0.21,0.00,0.00,23.4,0,0,0,1.3,1.3,0.05,-1.3,-1.3,Matches
1262,1215,Juanfran,es ESP,DF,Atlético Madrid,es La Liga,32,1985,14.5,0,3,0,0.0,0.21,0.00,0.00,,27.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1263,1216,Juankar,es ESP,DF,Málaga,es La Liga,27,1990,8.7,0,2,0,0.0,0.23,0.00,0.00,,28.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1264,1217,Juanmi,es ESP,"FW,MF",Real Sociedad,es La Liga,24,1993,16.5,8,38,13,34.2,2.30,0.79,0.21,0.62,14.3,0,0,0,5.2,5.2,0.14,+2.8,+2.8,Matches
1265,1218,Juanpe,es ESP,DF,Girona,es La Liga,26,1991,34.1,5,23,11,47.8,0.68,0.32,0.22,0.45,13.0,1,0,0,2.1,2.1,0.09,+2.9,+2.9,Matches
1266,1219,Juanpi,ve VEN,"MF,FW",Málaga,es La Liga,23,1994,6.8,0,15,4,26.7,2.21,0.59,0.00,0.00,24.6,2,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
1267,1220,Mariano Julio Izco,ar ARG,MF,Crotone,it Serie A,34,1983,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1268,1221,Christopher Jullien,fr FRA,DF,Toulouse,fr Ligue 1,24,1993,28.9,1,25,7,28.0,0.86,0.24,0.04,0.14,10.4,0,0,0,3.0,3.0,0.12,-2.0,-2.0,Matches
1269,1222,David Juncà,es ESP,DF,Eibar,es La Liga,23,1993,10.0,0,3,0,0.0,0.30,0.00,0.00,,29.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1270,1223,Gideon Jung,de GER,"MF,DF",Hamburger SV,de Bundesliga,22,1994,28.6,1,7,2,28.6,0.25,0.07,0.14,0.50,20.1,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches
1271,1224,Sebastian Jung,de GER,DF,Wolfsburg,de Bundesliga,27,1990,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1272,1225,Zlatko Junuzović,at AUT,"MF,FW",Werder Bremen,de Bundesliga,29,1987,18.1,2,42,11,26.2,2.31,0.61,0.05,0.18,21.2,7,0,0,3.8,3.8,0.09,-1.8,-1.8,Matches
1273,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1274,1226,Mathias Jørgensen,dk DEN,DF,Huddersfield,eng Premier League,27,1990,38.0,0,13,3,23.1,0.34,0.08,0.00,0.00,13.0,0,0,0,1.9,1.9,0.15,-1.9,-1.9,Matches
1275,1227,Christian Kabasele,be BEL,DF,Watford,eng Premier League,26,1991,25.9,2,10,5,50.0,0.39,0.19,0.20,0.40,10.7,0,0,0,0.7,0.7,0.07,+1.3,+1.3,Matches
1276,1228,Younès Kaboul,fr FRA,DF,Watford,eng Premier League,31,1986,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1277,1229,Alexander Kačaniklić,se SWE,"MF,FW",Nantes,fr Ligue 1,25,1991,3.5,0,3,1,33.3,0.85,0.28,0.00,0.00,19.5,1,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
1278,1230,Gojko Kačar,rs SRB,DF,Augsburg,de Bundesliga,30,1987,2.5,1,3,2,66.7,1.18,0.79,0.33,0.50,11.2,0,0,0,0.3,0.3,0.11,+0.7,+0.7,Matches
1279,1231,Elias Kachunga,cd COD,"FW,MF",Huddersfield,eng Premier League,25,1992,14.8,1,12,5,41.7,0.81,0.34,0.08,0.20,11.1,0,0,0,1.9,1.9,0.16,-0.9,-0.9,Matches
1280,1232,Pavel Kadeřábek,cz CZE,"FW,DF",Hoffenheim,de Bundesliga,25,1992,24.4,2,23,6,26.1,0.94,0.25,0.09,0.33,13.5,0,0,0,2.7,2.7,0.13,-0.7,-0.7,Matches
1281,1233,Shinji Kagawa,jp JPN,MF,Dortmund,de Bundesliga,28,1989,13.0,5,24,9,37.5,1.85,0.69,0.21,0.56,13.5,0,0,0,4.5,4.5,0.19,+0.5,+0.5,Matches
1282,1234,Sullay Kaikai,sl SLE,MF,Crystal Palace,eng Premier League,21,1995,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1283,1235,Florian Kainz,at AUT,"MF,FW",Werder Bremen,de Bundesliga,24,1992,19.0,3,34,11,32.4,1.79,0.58,0.09,0.27,21.8,5,0,0,3.1,3.1,0.09,-0.1,-0.1,Matches
1284,1236,Dominik Kaiser,de GER,"MF,FW",RB Leipzig,de Bundesliga,28,1988,3.1,0,4,1,25.0,1.30,0.32,0.00,0.00,23.0,3,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
1285,1237,Gaël Kakuta,cd COD,"MF,FW",Amiens,fr Ligue 1,26,1991,34.3,6,53,18,34.0,1.55,0.53,0.11,0.33,24.7,10,0,1,4.2,3.4,0.06,+1.8,+2.6,Matches
1286,1238,Nikola Kalinić,hr CRO,FW,Milan,it Serie A,29,1988,20.1,6,49,21,42.9,2.43,1.04,0.12,0.29,12.2,0,0,0,8.6,8.6,0.17,-2.6,-2.6,Matches
1287,1239,Salomon Kalou,ci CIV,"FW,MF",Hertha BSC,de Bundesliga,31,1985,24.5,12,48,22,45.8,1.96,0.90,0.23,0.50,16.2,0,1,2,9.2,7.6,0.16,+2.8,+3.4,Matches
1288,1240,Daichi Kamada,jp JPN,"MF,FW",Eint Frankfurt,de Bundesliga,20,1996,1.6,0,2,0,0.0,1.25,0.00,0.00,,15.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1289,1241,François Kamano,gn GUI,FW,Bordeaux,fr Ligue 1,21,1996,22.4,8,61,18,29.5,2.73,0.80,0.11,0.39,18.6,0,1,1,8.2,7.3,0.12,-0.2,-0.3,Matches
1290,1242,Bingourou Kamara,sn SEN,GK,Strasbourg,fr Ligue 1,20,1996,18.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1291,1243,Boubacar Kamara,fr FRA,"DF,MF",Marseille,fr Ligue 1,17,1999,5.1,0,2,1,50.0,0.40,0.20,0.00,0.00,8.8,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
1292,1244,Marcin Kamiński,pl POL,DF,Stuttgart,de Bundesliga,25,1992,12.6,0,4,0,0.0,0.32,0.00,0.00,,15.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
1293,1245,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,26,1990,22.4,1,28,9,32.1,1.25,0.40,0.04,0.11,22.2,2,0,0,1.5,1.5,0.05,-0.5,-0.5,Matches
1294,1246,Kevin Kampl,si SVN,MF,Leverkusen,de Bundesliga,26,1990,0.3,0,1,0,0.0,3.00,0.00,0.00,,23.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1295,1247,Harry Kane,eng ENG,FW,Tottenham,eng Premier League,24,1993,34.2,30,181,72,39.8,5.30,2.11,0.15,0.39,16.9,10,2,3,24.8,22.4,0.12,+5.2,+5.6,Matches
1296,1248,Wilfried Kanga,ci CIV,"FW,MF",Angers,fr Ligue 1,19,1998,1.9,0,2,1,50.0,1.03,0.51,0.00,0.00,17.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1297,1249,Mamadou Kanouté,sn SEN,"FW,MF",Benevento,it Serie A,23,1993,0.4,0,1,0,0.0,2.81,0.00,0.00,,22.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1298,1250,N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,26,1991,33.3,1,25,5,20.0,0.75,0.15,0.04,0.20,25.7,0,0,0,0.8,0.8,0.03,+0.2,+0.2,Matches
1299,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1300,1251,Bartosz Kapustka,pl POL,"FW,MF",Freiburg,de Bundesliga,20,1996,2.6,1,4,2,50.0,1.53,0.77,0.25,0.50,19.5,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
1301,1252,Kenan Karaman,tr TUR,"MF,FW",Hannover 96,de Bundesliga,23,1994,9.5,1,18,3,16.7,1.89,0.32,0.06,0.33,16.8,0,0,0,1.9,1.9,0.11,-0.9,-0.9,Matches
1302,1253,Yann Karamoh,fr FRA,"FW,MF",Inter,it Serie A,19,1998,5.4,1,19,5,26.3,3.50,0.92,0.05,0.20,19.4,0,0,0,2.2,2.2,0.11,-1.2,-1.2,Matches
1303,1254,Loris Karius,de GER,GK,Liverpool,eng Premier League,24,1993,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1304,1255,Orestis Karnezis,gr GRE,GK,Watford,eng Premier League,32,1985,14.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1305,1256,Rick Karsdorp,nl NED,DF,Roma,it Serie A,22,1995,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1306,1257,Aleksandar Katai,rs SRB,"MF,DF",Alavés,es La Liga,26,1991,0.6,0,2,0,0.0,3.27,0.00,0.00,,32.8,1,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1307,1258,Florian Kath,de GER,"FW,MF",Freiburg,de Bundesliga,22,1994,7.5,1,16,4,25.0,2.14,0.53,0.06,0.25,20.5,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
1308,1259,Ole Käuper,de GER,MF,Werder Bremen,de Bundesliga,20,1997,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1309,1260,Eiji Kawashima,jp JPN,GK,Metz,fr Ligue 1,34,1983,28.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1310,1261,Beram Kayal,il ISR,MF,Brighton,eng Premier League,29,1988,8.3,0,4,1,25.0,0.48,0.12,0.00,0.00,16.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
1311,1262,Joris Kayembe,cd COD,"FW,MF",Nantes,fr Ligue 1,22,1994,1.0,0,1,1,100.0,1.01,1.01,0.00,0.00,27.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1312,1263,Olarenwaju Kayode,ng NGA,"FW,MF",Girona,es La Liga,24,1993,4.3,0,7,3,42.9,1.64,0.70,0.00,0.00,18.9,0,0,0,1.0,1.0,0.15,-1.0,-1.0,Matches
1313,1264,Moise Kean,it ITA,FW,Hellas Verona,it Serie A,17,2000,12.6,4,35,10,28.6,2.79,0.80,0.11,0.40,16.0,0,0,0,4.9,4.9,0.16,-0.9,-0.9,Matches
1314,1265,Michael Keane,eng ENG,DF,Everton,eng Premier League,24,1993,28.4,0,15,1,6.7,0.53,0.04,0.00,0.00,11.5,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches
1315,1266,Thilo Kehrer,de GER,DF,Schalke 04,de Bundesliga,20,1996,26.3,3,17,8,47.1,0.65,0.30,0.18,0.38,14.1,0,0,0,1.6,1.6,0.09,+1.4,+1.4,Matches
1316,1267,Cheick Keita,ml MLI,DF,Bologna,it Serie A,21,1996,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1317,1268,Naby Keïta,gn GUI,MF,RB Leipzig,de Bundesliga,22,1995,21.8,6,43,13,30.2,1.97,0.60,0.14,0.46,22.3,1,0,0,3.7,3.7,0.09,+2.3,+2.3,Matches
1318,1269,Keko,es ESP,"MF,FW",Málaga,es La Liga,25,1991,13.4,0,18,5,27.8,1.34,0.37,0.00,0.00,20.2,0,0,0,1.3,1.3,0.07,-1.3,-1.3,Matches
1319,1270,Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,27,1990,13.3,0,5,2,40.0,0.38,0.15,0.00,0.00,12.1,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
1320,1271,Marc-Oliver Kempf,de GER,DF,Freiburg,de Bundesliga,22,1995,10.0,0,5,1,20.0,0.50,0.10,0.00,0.00,18.5,1,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
1321,1272,Kenedy,br BRA,"MF,DF",Newcastle Utd,eng Premier League,21,1996,11.4,2,23,5,21.7,2.02,0.44,0.09,0.40,21.6,1,0,0,2.4,2.4,0.10,-0.4,-0.4,Matches
1322,1273,Jonjoe Kenny,eng ENG,DF,Everton,eng Premier League,20,1997,17.7,0,3,1,33.3,0.17,0.06,0.00,0.00,17.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1323,1274,Ryan Kent,eng ENG,"FW,MF",Freiburg,de Bundesliga,20,1996,2.7,0,8,2,25.0,2.94,0.73,0.00,0.00,21.5,0,0,0,0.8,0.8,0.10,-0.8,-0.8,Matches
1324,1275,Christophe Kerbrat,fr FRA,DF,Guingamp,fr Ligue 1,30,1986,36.9,1,7,1,14.3,0.19,0.03,0.14,1.00,16.5,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches
1325,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1326,1276,Franck Kessié,ci CIV,MF,Milan,it Serie A,20,1996,36.3,5,71,19,26.8,1.96,0.52,0.03,0.11,19.1,0,3,4,7.5,4.4,0.06,-2.5,-2.4,Matches
1327,1277,Billy Ketkeophomphone,la LAO,MF,Angers,fr Ligue 1,27,1990,4.9,0,9,4,44.4,1.85,0.82,0.00,0.00,28.6,2,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
1328,1278,Driss Khalid,ma MAR,FW,Toulouse,fr Ligue 1,18,1999,0.3,0,1,0,0.0,3.10,0.00,0.00,,10.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1329,1279,Saîf-Eddine Khaoui,tn TUN,"MF,FW",Troyes,fr Ligue 1,22,1995,21.7,5,61,22,36.1,2.81,1.01,0.08,0.23,24.0,9,0,1,4.7,3.9,0.06,+0.3,+1.1,Matches
1330,1280,Wahbi Khazri,tn TUN,"FW,MF",Rennes,fr Ligue 1,26,1991,21.3,9,61,18,29.5,2.86,0.84,0.10,0.33,23.7,9,3,4,7.8,4.6,0.08,+1.2,+1.4,Matches
1331,1281,Rani Khedira,de GER,"MF,DF",Augsburg,de Bundesliga,23,1994,25.3,1,12,6,50.0,0.47,0.24,0.08,0.17,13.8,0,0,0,1.4,1.4,0.11,-0.4,-0.4,Matches
1332,1282,Sami Khedira,de GER,MF,Juventus,it Serie A,30,1987,21.2,9,31,17,54.8,1.46,0.80,0.29,0.53,16.8,0,0,0,3.7,3.7,0.12,+5.3,+5.3,Matches
1333,1283,Stefan Kießling,de GER,"DF,MF",Leverkusen,de Bundesliga,33,1984,0.9,0,2,0,0.0,2.20,0.00,0.00,,9.2,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
1334,1284,Kiké,es ESP,FW,Eibar,es La Liga,27,1989,27.3,8,71,26,36.6,2.60,0.95,0.11,0.31,12.9,0,0,0,9.4,9.4,0.13,-1.4,-1.4,Matches
1335,1285,Joshua Kimmich,de GER,DF,Bayern Munich,de Bundesliga,22,1995,25.9,1,9,4,44.4,0.35,0.15,0.11,0.25,16.3,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches
1336,1286,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,21,1995,26.9,0,12,4,33.3,0.45,0.15,0.00,0.00,14.9,0,0,0,1.4,1.4,0.12,-1.4,-1.4,Matches
1337,1287,Andy King,wls WAL,MF,Leicester City,eng Premier League,28,1988,6.0,1,6,1,16.7,1.01,0.17,0.17,1.00,16.0,0,0,0,0.5,0.5,0.09,+0.5,+0.5,Matches
1338,1288,Andy King,wls WAL,MF,Swansea City,eng Premier League,28,1988,7.9,2,8,4,50.0,1.01,0.50,0.25,0.50,19.8,0,0,0,1.0,1.0,0.12,+1.0,+1.0,Matches
1339,1289,Joshua King,no NOR,"FW,MF",Bournemouth,eng Premier League,25,1992,27.3,8,49,19,38.8,1.80,0.70,0.12,0.32,15.9,0,2,2,6.5,4.9,0.10,+1.5,+1.1,Matches
1340,1290,Simon Kjær,dk DEN,DF,Sevilla,es La Liga,28,1989,17.5,2,9,2,22.2,0.52,0.11,0.22,1.00,8.0,0,0,0,1.4,1.4,0.16,+0.6,+0.6,Matches
1341,1291,Davy Klaassen,nl NED,"MF,FW",Everton,eng Premier League,24,1993,2.8,0,2,2,100.0,0.72,0.72,0.00,0.00,25.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1342,1292,Felix Klaus,de GER,"MF,FW",Hannover 96,de Bundesliga,24,1992,22.0,4,57,24,42.1,2.59,1.09,0.07,0.17,22.9,10,0,0,4.4,4.4,0.08,-0.4,-0.4,Matches
1343,1293,Ragnar Klavan,ee EST,DF,Liverpool,eng Premier League,31,1985,16.1,1,1,1,100.0,0.06,0.06,1.00,1.00,0.9,0,0,0,0.9,0.9,0.87,+0.1,+0.1,Matches
1344,1294,Tim Kleindienst,de GER,"FW,DF",Freiburg,de Bundesliga,21,1995,12.6,2,45,13,28.9,3.56,1.03,0.04,0.15,16.8,1,0,0,4.4,4.4,0.10,-2.4,-2.4,Matches
1345,1295,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,21,1996,24.3,1,11,3,27.3,0.45,0.12,0.09,0.33,16.5,0,0,0,0.9,0.9,0.09,+0.1,+0.1,Matches
1346,1296,Lukas Klünter,de GER,"DF,FW",Köln,de Bundesliga,21,1996,14.8,1,17,6,35.3,1.15,0.40,0.06,0.17,18.3,0,0,0,2.1,2.1,0.13,-1.1,-1.1,Matches
1347,1297,Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,25,1992,23.4,1,6,1,16.7,0.26,0.04,0.17,1.00,9.4,0,0,0,0.9,0.9,0.15,+0.1,+0.1,Matches
1348,1298,Anthony Knockaert,fr FRA,"MF,FW",Brighton,eng Premier League,25,1991,26.9,3,46,12,26.1,1.71,0.45,0.07,0.25,19.0,0,0,0,4.1,4.1,0.09,-1.1,-1.1,Matches
1349,1299,Törles Knöll,de GER,"MF,FW",Hamburger SV,de Bundesliga,19,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1350,1300,Robin Koch,de GER,"MF,DF",Freiburg,de Bundesliga,21,1996,21.3,2,13,5,38.5,0.61,0.23,0.15,0.40,15.9,0,0,0,0.9,0.9,0.07,+1.1,+1.1,Matches
1351,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1352,1301,Kenan Kodro,ba BIH,"FW,DF",Mainz 05,de Bundesliga,23,1993,2.6,0,2,1,50.0,0.78,0.39,0.00,0.00,8.3,0,0,0,0.7,0.7,0.37,-0.7,-0.7,Matches
1353,1302,Hervé Koffi,bf BFA,GK,Lille,fr Ligue 1,20,1996,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1354,1303,Dominik Kohr,de GER,MF,Leverkusen,de Bundesliga,23,1994,18.5,1,40,4,10.0,2.16,0.22,0.03,0.25,18.7,0,0,0,3.9,3.9,0.10,-2.9,-2.9,Matches
1355,1304,Seybou Koita,ne NIG,FW,Amiens,fr Ligue 1,23,1994,2.4,0,3,2,66.7,1.27,0.85,0.00,0.00,15.5,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
