,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 25_level_0
,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
614,592,Bryan Cristante,it ITA,MF,Roma,it Serie A,26,1995,29.8,9,0,0,40,14,1,14,40,39,0,1,1,190,87,61,58.8,Matches
615,593,Cristo,es ESP,DF,Real Sociedad,es La Liga,21,2000,0.2,0,0,0,1,0,0,2,0,0,0,0,0,2,0,1,0.0,Matches
616,594,Enzo Crivelli,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,26,1995,1.1,0,0,0,1,0,1,0,0,0,0,0,0,2,4,5,44.4,Matches
617,595,Domen Črnigoj,si SVN,MF,Venezia,it Serie A,25,1995,20.9,3,0,0,26,12,1,30,24,13,0,1,0,106,25,43,36.8,Matches
618,596,Giovanni Crociata,it ITA,FW,Empoli,it Serie A,23,1997,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
619,597,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,29,1992,21.5,4,0,0,19,5,0,8,16,21,0,0,0,124,23,27,46.0,Matches
620,598,Juan Cuadrado,co COL,"DF,MF",Juventus,it Serie A,33,1988,27.6,9,0,0,19,52,1,134,29,23,0,0,0,162,20,14,58.8,Matches
621,599,Cucho,co COL,"FW,MF",Watford,eng Premier League,22,1999,12.7,3,0,0,13,12,1,52,5,5,0,0,1,65,31,51,37.8,Matches
622,600,Marc Cucurella,es ESP,DF,Brighton,eng Premier League,23,1998,34.3,6,0,0,28,30,3,115,30,62,0,0,0,247,40,36,52.6,Matches
623,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
624,601,Marc Cucurella,es ESP,"MF,DF",Getafe,es La Liga,23,1998,0.3,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,,Matches
625,602,Jorge Cuenca,es ESP,DF,Getafe,es La Liga,21,1999,29.8,6,2,0,33,14,0,5,39,32,0,0,0,144,79,38,67.5,Matches
626,603,Mickaël Cuisance,fr FRA,MF,Venezia,it Serie A,21,1999,10.2,2,0,0,12,9,1,18,12,9,0,1,0,57,9,9,50.0,Matches
627,604,Mickaël Cuisance,fr FRA,MF,Bayern Munich,de Bundesliga,21,1999,0.1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,Matches
628,605,Luke Cundle,eng ENG,MF,Wolves,eng Premier League,19,2002,2.0,0,0,0,3,1,0,2,1,3,0,0,0,12,0,2,0.0,Matches
629,606,Matheus Cunha,br BRA,FW,Atlético Madrid,es La Liga,22,1999,11.8,3,0,0,22,26,1,7,6,12,2,1,0,44,21,74,22.1,Matches
630,607,Matheus Cunha,br BRA,FW,Hertha BSC,de Bundesliga,22,1999,0.7,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0.0,Matches
631,608,Patrick Cutrone,it ITA,FW,Empoli,it Serie A,23,1998,15.6,1,0,0,13,16,20,21,5,2,1,0,0,40,9,30,23.1,Matches
632,609,Wylan Cyprien,fr FRA,MF,Nantes,fr Ligue 1,26,1995,16.6,3,0,0,19,16,1,70,10,17,0,0,0,105,5,13,27.8,Matches
633,610,Rafael Czichos,de GER,DF,Köln,de Bundesliga,31,1990,15.6,4,0,0,16,11,0,3,19,18,0,0,1,103,43,37,53.8,Matches
634,611,Lennart-Marten Czyborra,de GER,DF,Arminia,de Bundesliga,22,1999,1.5,1,0,0,5,0,0,5,3,0,0,0,0,5,0,1,0.0,Matches
635,612,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,32,1988,11.1,2,0,0,13,5,1,7,8,15,0,0,0,63,18,16,52.9,Matches
636,613,Lucas Da Cunha,fr FRA,MF,Nice,fr Ligue 1,20,2001,4.4,0,0,0,3,5,0,23,1,7,0,0,0,25,6,6,50.0,Matches
637,614,Lucas Da Cunha,fr FRA,"FW,MF",Clermont Foot,fr Ligue 1,20,2001,9.3,0,0,0,6,4,1,20,1,11,0,0,0,43,7,14,33.3,Matches
638,615,Damien Da Silva,fr FRA,DF,Lyon,fr Ligue 1,33,1988,12.5,5,1,1,19,4,0,1,22,9,0,1,0,54,35,16,68.6,Matches
639,616,Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,de Bundesliga,29,1992,14.6,5,0,0,29,19,2,4,5,10,0,0,0,65,18,25,41.9,Matches
640,617,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,22,1998,1.8,1,0,0,6,2,0,8,2,2,0,0,0,7,1,2,33.3,Matches
641,618,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,23,1998,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
642,619,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,25,1996,18.4,7,1,1,23,13,0,29,17,19,0,0,0,142,11,15,42.3,Matches
643,620,Patson Daka,zm ZAM,FW,Leicester City,eng Premier League,22,1998,12.9,2,0,0,17,14,7,1,2,10,0,0,0,29,17,44,27.9,Matches
644,621,Stuart Dallas,nir NIR,"DF,MF",Leeds United,eng Premier League,30,1991,32.4,5,0,0,33,30,2,101,57,55,0,1,0,219,32,34,48.5,Matches
645,622,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,22,1999,20.0,4,0,0,18,4,1,58,29,41,0,0,0,151,29,17,63.0,Matches
646,623,Mikkel Damsgaard,dk DEN,"MF,FW",Sampdoria,it Serie A,21,2000,6.4,1,0,0,10,8,0,5,7,13,0,0,0,41,7,5,58.3,Matches
647,624,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,20,2001,14.4,4,0,0,17,4,1,7,14,31,0,0,0,98,21,24,46.7,Matches
648,625,Danilo,br BRA,"DF,MF",Juventus,it Serie A,30,1991,21.0,6,0,0,19,11,0,13,32,26,0,0,0,121,37,24,60.7,Matches
649,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
650,626,Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,24,1997,16.4,1,0,0,3,18,17,27,2,6,0,0,0,31,3,8,27.3,Matches
651,627,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,22,1998,31.0,9,2,1,43,36,1,1,40,29,1,0,0,206,72,30,70.6,Matches
652,628,Dante,br BRA,DF,Nice,fr Ligue 1,37,1983,31.9,7,3,1,26,12,0,3,49,29,1,1,0,208,50,27,64.9,Matches
653,629,Ebrima Darboe,gm GAM,MF,Roma,it Serie A,20,2001,0.7,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,,Matches
654,630,Márton Dárdai,de GER,DF,Hertha BSC,de Bundesliga,19,2002,8.4,2,0,0,10,6,0,8,20,4,0,0,0,33,12,11,52.2,Matches
655,631,Sergi Darder,es ESP,MF,Espanyol,es La Liga,27,1993,34.7,4,0,0,28,38,0,70,26,22,0,0,0,171,12,16,42.9,Matches
656,632,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,30,1990,19.8,6,0,0,22,33,4,64,20,18,0,0,0,137,15,31,32.6,Matches
657,633,Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,30,1990,8.0,1,0,0,1,2,0,0,0,0,0,1,0,5,2,0,100.0,Matches
658,634,Matteo Darmian,it ITA,DF,Inter,it Serie A,31,1989,16.7,4,0,0,23,18,0,37,19,16,1,0,0,54,18,5,78.3,Matches
659,635,Josh Dasilva,eng ENG,"MF,FW",Brentford,eng Premier League,22,1998,2.9,0,1,0,4,3,0,4,1,1,0,0,0,23,3,1,75.0,Matches
660,636,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,21,2000,31.2,3,0,0,25,47,6,6,5,9,0,0,0,104,26,65,28.6,Matches
661,637,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,20,2000,19.3,3,0,0,15,27,3,41,23,17,0,0,0,144,11,17,39.3,Matches
662,638,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,28,1993,28.2,6,0,0,31,18,5,19,30,21,0,1,0,106,67,52,56.3,Matches
663,639,Tom Davies,eng ENG,MF,Everton,eng Premier League,23,1998,2.6,1,0,0,4,3,0,0,2,1,0,0,0,9,3,2,60.0,Matches
664,640,Keinan Davis,eng ENG,FW,Aston Villa,eng Premier League,23,1998,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,Matches
665,641,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,26,1995,13.3,3,0,0,26,14,0,6,21,18,0,1,0,70,22,25,46.8,Matches
666,642,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,31,1990,30.6,5,1,0,39,12,1,1,29,17,0,3,0,113,93,55,62.8,Matches
667,643,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,30,1991,24.5,2,0,0,21,27,4,180,6,16,0,0,0,114,11,18,37.9,Matches
668,644,Konrad De La Fuente,us USA,"FW,MF",Marseille,fr Ligue 1,20,2001,8.7,1,0,0,2,6,1,19,2,7,0,0,0,30,4,6,40.0,Matches
669,645,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,34,1987,2.0,0,0,0,3,0,0,0,1,1,0,0,0,16,2,3,40.0,Matches
670,646,Tommaso De Nipoti,it ITA,FW,Atalanta,it Serie A,18,2003,0.1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,100.0,Matches
671,647,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,27,1994,23.9,7,0,0,45,59,1,92,21,30,0,0,0,159,17,21,44.7,Matches
672,648,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,28,1992,13.0,2,1,0,15,7,0,52,10,12,0,1,0,75,16,8,66.7,Matches
673,649,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,33,1988,25.5,7,0,0,28,28,3,57,26,14,1,0,0,97,75,46,62.0,Matches
674,650,Saulo Decarli,ch SUI,DF,Bochum,de Bundesliga,29,1992,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
675,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
676,651,Troy Deeney,eng ENG,FW,Watford,eng Premier League,33,1988,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,66.7,Matches
677,652,Grégoire Defrel,mq MTQ,FW,Sassuolo,it Serie A,30,1991,15.1,3,0,0,16,18,3,1,4,9,0,0,0,43,9,36,20.0,Matches
678,653,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,25,1995,23.7,5,0,0,45,21,1,12,26,22,0,0,0,149,40,42,48.8,Matches
679,654,Romain Del Castillo,fr FRA,"MF,FW",Rennes,fr Ligue 1,25,1996,0.3,0,0,0,0,3,0,0,1,1,0,0,0,2,0,1,0.0,Matches
680,655,Romain Del Castillo,fr FRA,"MF,FW",Brest,fr Ligue 1,25,1996,10.8,1,1,0,16,20,0,45,7,16,1,0,0,80,4,12,25.0,Matches
681,656,Thomas Delaine,fr FRA,DF,Metz,fr Ligue 1,29,1992,25.7,4,0,0,22,14,1,111,27,35,0,0,0,137,7,20,25.9,Matches
682,657,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29,1991,17.2,4,1,1,26,21,1,14,13,24,0,0,0,82,55,35,61.1,Matches
683,658,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,29,1991,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
684,659,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,18,2003,0.1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,Matches
685,660,Sacha Delaye,fr FRA,"MF,FW",Montpellier,fr Ligue 1,19,2002,2.9,0,0,0,5,1,0,3,1,6,0,0,0,13,1,5,16.7,Matches
686,661,Filippo Delli Carri,it ITA,DF,Salernitana,it Serie A,22,1999,3.7,1,0,0,2,2,0,3,4,4,0,0,0,18,4,3,57.1,Matches
687,662,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29,1991,27.2,3,0,0,38,43,16,51,9,9,1,0,0,59,94,101,48.2,Matches
688,663,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29,1991,3.0,0,0,0,6,3,0,14,0,0,0,0,0,6,11,9,55.0,Matches
689,664,Fabian Delph,eng ENG,MF,Everton,eng Premier League,31,1989,7.4,2,0,0,8,6,0,1,14,15,0,0,0,61,5,4,55.6,Matches
690,665,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,25,1996,24.5,6,0,0,29,19,10,2,8,9,3,0,0,44,60,59,50.4,Matches
691,666,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,24,1997,15.7,3,0,0,11,17,4,144,8,16,0,0,0,63,4,5,44.4,Matches
692,667,Yusuf Demir,at AUT,FW,Barcelona,es La Liga,18,2003,2.1,0,0,0,0,4,0,2,2,1,0,0,0,9,0,0,,Matches
693,668,Merih Demiral,tr TUR,DF,Atalanta,it Serie A,23,1998,21.3,8,0,0,29,16,3,0,58,17,0,1,0,122,85,37,69.7,Matches
694,669,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,28,1993,22.8,10,0,0,34,29,3,152,33,31,0,0,0,158,11,19,36.7,Matches
695,670,Ermedin Demirović,ba BIH,FW,Freiburg,de Bundesliga,23,1998,9.7,4,0,0,27,6,12,6,1,6,0,0,0,33,17,45,27.4,Matches
696,671,Diego Demme,de GER,MF,Napoli,it Serie A,29,1991,7.7,4,0,0,28,8,0,7,9,12,0,0,0,52,4,5,44.4,Matches
697,672,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,26,1995,11.1,2,0,0,7,5,0,1,16,4,0,1,0,46,16,22,42.1,Matches
698,673,Leander Dendoncker,be BEL,MF,Wolves,eng Premier League,26,1995,21.7,4,0,0,13,6,0,5,9,17,0,0,0,107,30,33,47.6,Matches
699,674,Emmanuel Dennis,ng NGA,"FW,MF",Watford,eng Premier League,23,1997,28.7,9,1,1,59,40,12,39,15,35,1,0,0,125,45,78,36.6,Matches
700,675,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24,1997,7.8,3,0,0,20,10,4,32,8,7,0,0,0,39,9,12,42.9,Matches
701,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
702,676,Fabio Depaoli,it ITA,"MF,DF",Sampdoria,it Serie A,24,1997,1.2,1,0,0,8,1,0,3,1,1,0,0,0,4,1,3,25.0,Matches
703,677,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,28,1992,0.2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,Matches
704,678,Arthur Desmas,fr FRA,GK,Clermont Foot,fr Ligue 1,27,1994,14.5,0,0,0,0,4,0,0,0,0,0,0,1,14,0,0,,Matches
705,679,Sergiño Dest,us USA,"DF,FW",Barcelona,es La Liga,20,2000,16.8,2,0,0,17,19,1,59,2,15,0,0,0,93,7,13,35.0,Matches
706,680,Mattia Destro,it ITA,FW,Genoa,it Serie A,30,1991,19.4,4,0,0,40,31,19,2,2,4,0,0,0,30,62,110,36.0,Matches
707,681,Gerard Deulofeu,es ESP,"FW,MF",Udinese,it Serie A,27,1994,29.1,9,0,0,25,31,33,166,9,6,2,0,0,93,2,17,10.5,Matches
708,682,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,eng Premier League,22,1998,23.4,4,0,0,20,29,0,86,21,24,0,0,0,155,16,23,41.0,Matches
709,683,Jacopo Dezi,it ITA,MF,Venezia,it Serie A,29,1992,0.2,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,100.0,Matches
710,684,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,32,1988,0.4,1,0,0,1,2,0,0,0,0,0,0,0,1,1,2,33.3,Matches
711,685,Federico Di Francesco,it ITA,"FW,MF",Empoli,it Serie A,27,1994,15.2,2,0,0,29,27,13,38,9,5,1,0,0,50,2,17,10.5,Matches
712,686,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,27,1993,31.9,3,0,0,37,46,8,49,38,36,1,0,0,168,44,28,61.1,Matches
713,687,Ángel Di María,ar ARG,FW,Paris S-G,fr Ligue 1,33,1988,18.3,2,0,0,9,14,7,122,6,18,1,0,0,71,0,0,,Matches
714,688,Francesco Di Mariano,it ITA,FW,Venezia,it Serie A,25,1996,0.7,0,0,0,1,1,0,1,0,1,0,0,0,2,0,1,0.0,Matches
715,689,Francesco Di Tacchio,it ITA,MF,Salernitana,it Serie A,31,1990,13.9,3,0,0,24,24,0,7,22,7,0,0,1,85,15,17,46.9,Matches
716,690,Boulaye Dia,sn SEN,FW,Villarreal,es La Liga,24,1996,14.1,3,0,0,23,13,7,1,5,6,0,0,0,36,31,35,47.0,Matches
717,691,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,22,1999,30.7,10,1,1,38,25,17,82,8,11,0,0,0,119,6,20,23.1,Matches
718,692,Yadaly Diaby,gn GUI,"FW,MF",Clermont Foot,fr Ligue 1,20,2000,0.7,1,1,0,2,1,0,0,2,0,0,0,0,5,1,1,50.0,Matches
719,693,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,24,1996,21.6,11,0,0,26,16,1,5,30,24,0,1,2,144,33,29,53.2,Matches
720,694,Ibrahim Diakité,gn GUI,MF,Reims,fr Ligue 1,17,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
721,695,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,25,1996,9.7,1,0,0,12,3,0,18,10,14,0,0,0,45,14,6,70.0,Matches
722,696,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,26,1995,17.1,2,0,0,17,20,15,9,4,5,0,0,0,48,55,60,47.8,Matches
723,697,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,22,1999,11.4,1,0,0,8,15,0,7,9,11,0,0,0,77,11,12,47.8,Matches
724,698,Mouhamadou Diarra,fr FRA,MF,Strasbourg,fr Ligue 1,17,2004,1.2,1,0,0,2,1,0,0,0,1,0,0,0,8,2,1,66.7,Matches
725,699,Stéphane Diarra,fr FRA,"MF,FW",Lorient,fr Ligue 1,22,1998,5.8,2,0,0,6,8,2,22,7,9,1,0,0,36,2,6,25.0,Matches
726,700,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,24,1997,26.7,5,0,0,27,9,2,3,23,19,0,0,0,108,50,37,57.5,Matches
727,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
728,701,Krépin Diatta,sn SEN,"MF,DF",Monaco,fr Ligue 1,22,1999,3.2,0,0,0,3,8,0,3,1,2,0,0,0,13,12,4,75.0,Matches
729,702,Amadou Diawara,gn GUI,MF,Roma,it Serie A,24,1997,1.9,0,0,0,5,0,0,0,0,2,0,0,0,12,1,0,100.0,Matches
730,703,Brahim Díaz,es ESP,MF,Milan,it Serie A,21,1999,20.6,4,0,0,22,33,4,11,8,17,0,0,0,108,4,40,9.1,Matches
731,704,Javier Díaz,es ESP,GK,Sevilla,es La Liga,24,1997,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
732,705,Luis Díaz,co COL,FW,Liverpool,eng Premier League,24,1997,10.6,0,0,0,14,14,3,14,4,7,0,0,0,54,15,16,48.4,Matches
733,706,Víctor Díaz,es ESP,DF,Granada,es La Liga,33,1988,16.7,5,0,0,15,4,0,13,17,15,0,0,0,71,29,31,48.3,Matches
734,707,Daniel Didavi,de GER,"MF,FW",Stuttgart,de Bundesliga,31,1990,3.1,1,0,0,3,7,2,9,1,2,0,0,0,15,4,2,66.7,Matches
735,708,Bamba Dieng,sn SEN,FW,Marseille,fr Ligue 1,21,2000,10.8,0,1,0,14,13,4,3,5,11,2,0,0,41,13,20,39.4,Matches
736,709,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,27,1994,34.1,1,0,0,12,9,0,1,27,9,0,0,1,131,70,54,56.5,Matches
737,710,Elhadji Dieye,sn SEN,"FW,MF",Saint-Étienne,fr Ligue 1,19,2002,0.4,0,0,0,1,2,1,1,1,2,0,0,0,4,1,1,50.0,Matches
738,711,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,28,1993,14.1,2,0,0,18,16,3,101,23,10,0,0,0,77,23,20,53.5,Matches
739,712,Lucas Digne,fr FRA,DF,Everton,eng Premier League,28,1993,13.0,4,0,0,15,9,0,71,14,19,0,0,1,83,24,16,60.0,Matches
740,713,Mitchell Dijks,nl NED,"DF,FW",Bologna,it Serie A,28,1993,7.7,2,0,0,10,10,0,28,3,6,0,0,0,44,9,4,69.2,Matches
741,714,Javairô Dilrosun,nl NED,"MF,FW",Bordeaux,fr Ligue 1,23,1998,19.2,3,0,0,13,30,1,69,11,4,0,0,0,68,6,14,30.0,Matches
742,715,Javairô Dilrosun,nl NED,FW,Hertha BSC,de Bundesliga,23,1998,1.5,0,0,0,3,2,0,1,0,1,0,0,0,14,0,2,0.0,Matches
743,716,Federico Dimarco,it ITA,DF,Inter,it Serie A,23,1997,15.9,1,0,0,15,14,2,151,19,15,0,0,0,103,8,8,50.0,Matches
744,717,Landry Dimata,be BEL,"FW,MF",Espanyol,es La Liga,23,1997,6.0,0,0,0,14,20,3,0,1,2,0,0,0,14,17,24,41.5,Matches
745,718,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,27,1993,30.8,0,0,0,0,6,0,0,1,0,0,0,0,24,11,2,84.6,Matches
746,719,Junior Dina Ebimbe,fr FRA,MF,Paris S-G,fr Ligue 1,20,2000,3.5,2,0,0,11,4,0,2,2,4,0,0,0,12,1,1,50.0,Matches
747,720,Tristan Dingomé,cm CMR,"MF,FW",Troyes,fr Ligue 1,30,1991,12.0,3,0,0,12,14,1,43,9,11,1,0,0,53,4,7,36.4,Matches
748,721,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,20,2001,6.4,2,0,0,5,3,0,0,12,3,0,0,1,34,16,5,76.2,Matches
749,722,Issa Diop,fr FRA,DF,West Ham,eng Premier League,24,1997,10.7,0,0,0,5,5,1,0,7,8,0,0,0,55,16,17,48.5,Matches
750,723,Sofiane Diop,fr FRA,"MF,FW",Monaco,fr Ligue 1,21,2000,21.6,6,0,0,28,41,4,95,23,20,1,1,0,134,12,28,30.0,Matches
751,724,Andy Diouf,fr FRA,MF,Rennes,fr Ligue 1,18,2003,0.2,0,0,0,1,1,0,0,0,1,0,0,0,2,0,1,0.0,Matches
752,725,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,23,1997,0.3,0,0,0,0,1,0,1,0,1,0,0,0,5,1,0,100.0,Matches
753,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
754,726,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,23,1998,30.2,5,0,0,43,13,3,1,26,27,0,1,0,183,71,43,62.3,Matches
755,727,Filippo Distefano,it ITA,FW,Fiorentina,it Serie A,17,2003,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,Matches
756,728,Matías Dituro,ar ARG,GK,Celta Vigo,es La Liga,34,1987,38.0,1,0,0,1,3,0,0,0,0,0,0,0,51,8,0,100.0,Matches
757,729,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,21,2000,25.9,4,0,0,23,22,1,11,24,39,0,0,2,190,23,31,42.6,Matches
758,730,Djené,tg TOG,DF,Getafe,es La Liga,29,1991,34.6,11,1,0,47,36,1,22,59,26,0,2,0,222,52,31,62.7,Matches
759,731,Moussa Djenepo,ml MLI,MF,Southampton,eng Premier League,23,1998,5.1,3,0,0,9,10,0,6,2,3,0,0,0,28,1,9,10.0,Matches
760,732,Koffi Djidji,ci CIV,DF,Torino,it Serie A,28,1992,19.3,6,1,1,25,7,1,17,34,29,0,3,0,113,45,41,52.3,Matches
761,733,Alexander Djiku,gh GHA,DF,Strasbourg,fr Ligue 1,26,1994,29.9,10,1,1,44,28,2,15,61,37,0,2,0,142,71,29,71.0,Matches
762,734,Bryan Djile Nokoué,cm CMR,"DF,MF",Saint-Étienne,fr Ligue 1,19,2002,0.6,0,0,0,0,1,0,1,1,3,0,0,0,3,0,0,,Matches
763,735,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,28,1993,25.1,6,0,0,21,14,1,11,31,24,0,1,1,144,57,27,67.9,Matches
764,736,Ouparine Djoco,gw GNB,GK,Clermont Foot,fr Ligue 1,23,1998,23.5,1,0,0,1,4,0,0,1,0,0,1,0,35,2,2,50.0,Matches
765,737,Naïs Djouahra,fr FRA,"FW,MF",Real Sociedad,es La Liga,21,1999,2.4,0,0,0,3,2,1,15,2,3,0,0,0,14,2,2,50.0,Matches
766,738,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,29,1992,6.0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,100.0,Matches
767,739,Lewis Dobbin,eng ENG,"FW,MF",Everton,eng Premier League,18,2003,0.4,1,0,0,1,1,0,0,0,1,0,0,0,4,0,6,0.0,Matches
768,740,Matt Doherty,ie IRL,DF,Tottenham,eng Premier League,29,1992,9.7,0,0,0,11,4,0,20,13,12,0,0,0,48,16,8,66.7,Matches
769,741,Jeremy Doku,be BEL,"FW,MF",Rennes,fr Ligue 1,19,2002,5.2,2,0,0,9,15,0,13,3,5,0,0,0,38,2,5,28.6,Matches
770,742,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,23,1997,16.6,0,0,0,30,29,3,5,6,4,0,0,0,38,21,25,45.7,Matches
771,743,Jaume Doménech,es ESP,GK,Valencia,es La Liga,30,1990,3.8,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
772,744,Brandon Domingues,fr FRA,"MF,FW",Troyes,fr Ligue 1,21,2000,2.6,0,0,0,3,9,0,11,3,2,0,0,0,12,0,1,0.0,Matches
773,745,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,20,2001,3.8,1,0,0,3,4,0,0,4,1,0,1,0,21,10,6,62.5,Matches
774,746,Mario Dominguez,es ESP,FW,Valencia,es La Liga,17,2004,0.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.0,Matches
775,747,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,23,1998,22.4,8,0,0,26,39,0,14,32,45,0,0,0,158,32,29,52.5,Matches
776,748,John Donald,es ESP,DF,Elche,es La Liga,20,2000,2.0,0,0,0,2,0,0,0,3,4,0,0,0,12,2,4,33.3,Matches
777,749,Lee Dongjun,kr KOR,"MF,FW",Hertha BSC,de Bundesliga,24,1997,1.3,0,0,0,3,3,1,2,2,1,0,0,0,3,0,2,0.0,Matches
