,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 25_level_0
,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1602,1542,Shane Long,ie IRL,FW,Southampton,eng Premier League,34,1987,3.4,1,0,0,9,8,3,1,0,5,0,0,0,9,24,19,55.8,Matches
1603,1543,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,23,1997,16.3,1,0,0,14,17,0,11,9,34,0,0,0,95,13,18,41.9,Matches
1604,1544,Ademola Lookman,ng NGA,"FW,MF",Leicester City,eng Premier League,23,1997,16.1,2,0,0,27,33,6,18,10,14,0,0,0,102,3,11,21.4,Matches
1605,1545,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,30,1990,33.1,1,1,0,1,4,0,0,3,0,0,0,0,34,4,1,80.0,Matches
1606,1546,David López,es ESP,"MF,DF",Espanyol,es La Liga,31,1989,8.3,1,0,0,9,6,0,0,10,13,0,0,0,56,21,17,55.3,Matches
1607,1547,Diego López,es ESP,GK,Espanyol,es La Liga,39,1981,35.3,4,0,0,0,6,0,0,1,0,0,0,0,49,10,0,100.0,Matches
1608,1548,Javi López,es ESP,DF,Alavés,es La Liga,19,2002,5.1,2,0,0,6,12,0,14,4,6,0,0,0,13,0,6,0.0,Matches
1609,1549,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,23,1997,32.6,14,0,0,37,31,0,17,42,36,0,0,0,217,7,6,53.8,Matches
1610,1550,Pau López,es ESP,GK,Marseille,fr Ligue 1,26,1994,29.0,4,0,0,0,3,0,0,0,0,0,0,0,52,6,0,100.0,Matches
1611,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1612,1551,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,25,1995,12.9,5,0,0,26,17,5,62,10,9,0,0,0,76,8,22,26.7,Matches
1613,1552,Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,19,2002,18.2,4,0,0,38,17,1,4,22,29,0,1,0,121,14,17,45.2,Matches
1614,1553,Samuel Loric,fr FRA,DF,Lorient,fr Ligue 1,21,2000,3.0,0,0,0,4,5,1,13,5,5,0,1,0,19,7,2,77.8,Matches
1615,1554,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,35,1986,32.6,5,0,0,47,19,2,10,70,39,0,0,0,241,114,70,62.0,Matches
1616,1555,Jonas Lössl,dk DEN,GK,Brentford,eng Premier League,32,1989,2.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
1617,1556,Marcel Lotka,pl POL,GK,Hertha BSC,de Bundesliga,20,2001,9.8,1,0,0,0,5,0,0,1,0,0,0,0,13,6,1,85.7,Matches
1618,1557,Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,22,1998,19.8,4,0,0,11,23,2,44,12,17,0,0,0,86,12,15,44.4,Matches
1619,1558,Johaneko Louisjean,fr FRA,DF,Bordeaux,fr Ligue 1,17,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,Matches
1620,1559,Imran Louza,ma MAR,MF,Watford,eng Premier League,22,1999,15.7,6,0,0,24,13,0,54,42,21,0,0,0,129,12,19,38.7,Matches
1621,1560,Matteo Lovato,it ITA,DF,Atalanta,it Serie A,21,2000,3.4,1,0,0,5,1,0,3,7,4,0,0,0,12,10,5,66.7,Matches
1622,1561,Matteo Lovato,it ITA,DF,Cagliari,it Serie A,21,2000,13.8,4,0,0,16,14,0,0,28,15,0,1,0,106,21,23,47.7,Matches
1623,1562,Eduard Löwen,de GER,MF,Bochum,de Bundesliga,24,1997,15.7,0,0,0,19,11,1,108,9,22,0,1,0,94,18,30,37.5,Matches
1624,1563,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,32,1989,19.7,3,1,0,13,6,0,51,26,24,0,0,0,118,25,16,61.0,Matches
1625,1564,Anthony Lozano,hn HON,"FW,MF",Cádiz,es La Liga,28,1993,18.6,8,0,0,43,38,9,26,2,4,4,0,0,64,44,75,37.0,Matches
1626,1565,Hirving Lozano,mx MEX,FW,Napoli,it Serie A,26,1995,17.9,3,0,0,27,33,14,49,9,20,1,0,0,61,10,13,43.5,Matches
1627,1566,Jean Lucas,br BRA,MF,Monaco,fr Ligue 1,23,1998,16.1,3,1,1,27,25,2,64,13,25,0,0,0,131,14,25,35.9,Matches
1628,1567,Anderson Lucoqui,ao ANG,DF,Mainz 05,de Bundesliga,24,1997,8.3,2,0,0,17,16,0,10,11,10,0,0,0,41,7,5,58.3,Matches
1629,1568,Florentino Luís,pt POR,MF,Getafe,es La Liga,21,1999,11.0,2,0,0,18,2,0,2,21,25,0,0,0,70,17,22,43.6,Matches
1630,1569,José Luis Gayà,es ESP,DF,Valencia,es La Liga,26,1995,20.8,8,2,1,34,21,4,94,19,21,1,1,0,111,8,15,34.8,Matches
1631,1570,José Luis Morales,es ESP,"FW,MF",Levante,es La Liga,34,1987,30.2,7,0,0,28,40,15,121,4,17,1,0,0,132,16,31,34.0,Matches
1632,1571,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,31,1990,29.7,9,0,0,39,17,1,9,100,40,0,0,0,272,105,48,68.6,Matches
1633,1572,Luismi,es ESP,"FW,MF",Sevilla,es La Liga,20,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
1634,1573,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,23,1998,30.2,7,0,0,37,41,0,83,34,39,0,0,0,183,26,32,44.8,Matches
1635,1574,Romelu Lukaku,be BEL,FW,Chelsea,eng Premier League,28,1993,17.7,1,0,0,8,12,14,7,0,1,3,0,0,33,51,47,52.0,Matches
1636,1575,Castello Lukeba,fr FRA,DF,Lyon,fr Ligue 1,18,2002,23.3,1,0,0,18,13,1,0,38,19,0,2,0,179,41,36,53.2,Matches
1637,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1638,1576,Dodi Lukebakio,be BEL,FW,Hertha BSC,de Bundesliga,23,1997,2.0,0,0,0,4,5,1,1,2,1,1,0,0,7,1,3,25.0,Matches
1639,1577,Dodi Lukebakio,be BEL,"FW,MF",Wolfsburg,de Bundesliga,23,1997,9.8,2,0,0,15,13,11,18,13,4,0,0,0,46,11,15,42.3,Matches
1640,1578,Saša Lukić,rs SRB,MF,Torino,it Serie A,24,1996,33.1,10,0,0,85,46,1,25,24,34,0,0,0,203,42,54,43.8,Matches
1641,1579,Levi Lumeka,eng ENG,"MF,FW",Troyes,fr Ligue 1,22,1998,0.7,0,0,0,2,1,2,2,0,0,0,0,0,2,0,2,0.0,Matches
1642,1580,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,22,1999,2.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,,Matches
1643,1581,Andrey Lunyov,ru RUS,GK,Leverkusen,de Bundesliga,29,1991,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
1644,1582,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,24,1996,21.8,8,1,1,30,5,1,6,45,17,0,1,0,92,44,44,50.0,Matches
1645,1583,Andreas Luthe,de GER,GK,Union Berlin,de Bundesliga,34,1987,27.0,3,0,0,1,3,0,0,0,0,0,1,0,33,7,0,100.0,Matches
1646,1584,Lyanco,br BRA,DF,Southampton,eng Premier League,24,1997,10.1,2,0,0,13,7,0,4,13,15,0,0,0,73,19,14,57.6,Matches
1647,1585,Charalambos Lykogiannis,gr GRE,"DF,FW",Cagliari,it Serie A,27,1993,20.2,2,0,0,29,14,0,95,31,12,0,1,0,90,33,29,53.2,Matches
1648,1586,Yannis M'Bemba,fr FRA,"DF,FW",Nantes,fr Ligue 1,20,2001,0.1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,100.0,Matches
1649,1587,Alexis Mac Allister,ar ARG,"MF,FW",Brighton,eng Premier League,22,1998,23.6,4,0,0,30,39,4,66,13,40,0,0,0,149,24,23,51.1,Matches
1650,1588,Deiver Machado,co COL,"DF,MF",Lens,fr Ligue 1,27,1993,5.8,1,0,0,4,11,2,18,3,14,0,0,0,33,6,3,66.7,Matches
1651,1589,Darwin Machís,ve VEN,"MF,FW",Granada,es La Liga,28,1993,15.3,2,0,0,20,30,6,66,15,13,0,0,0,85,12,18,40.0,Matches
1652,1590,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1998,17.0,7,0,0,23,12,0,58,18,22,0,0,1,100,16,29,35.6,Matches
1653,1591,James Maddison,eng ENG,"MF,FW",Leicester City,eng Premier League,24,1996,27.3,3,0,0,22,64,4,124,11,20,1,0,0,107,5,12,29.4,Matches
1654,1592,Niki Mäenpää,fi FIN,GK,Venezia,it Serie A,36,1985,16.5,1,0,0,1,1,0,0,0,0,0,1,0,22,7,0,100.0,Matches
1655,1593,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,24,1997,32.7,10,0,0,32,59,3,109,46,47,3,0,0,170,59,57,50.9,Matches
1656,1594,Louis Mafouta,cf CTA,FW,Metz,fr Ligue 1,27,1994,5.8,0,0,0,16,5,5,1,0,0,0,0,0,8,10,22,31.3,Matches
1657,1595,Giulio Maggiore,it ITA,MF,Spezia,it Serie A,23,1998,31.3,9,0,0,64,67,1,13,29,32,0,1,0,206,33,42,44.0,Matches
1658,1596,Matej Maglica,hr CRO,MF,Stuttgart,de Bundesliga,22,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
1659,1597,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,36,1984,3.0,1,0,0,10,7,0,0,1,4,0,0,0,42,3,3,50.0,Matches
1660,1598,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,25,1995,5.9,3,1,0,11,9,0,2,10,7,0,0,0,26,19,14,57.6,Matches
1661,1599,Giangiacomo Magnani,it ITA,DF,Sampdoria,it Serie A,25,1995,2.7,0,0,0,3,1,0,0,7,2,0,0,0,6,7,3,70.0,Matches
1662,1600,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,23,1998,16.3,4,0,0,26,20,0,9,25,34,0,0,0,130,6,9,40.0,Matches
1663,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1664,1601,Yohann Magnin,fr FRA,"MF,DF",Clermont Foot,fr Ligue 1,24,1997,19.1,2,0,0,21,25,5,12,20,31,1,0,0,99,36,39,48.0,Matches
1665,1602,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,28,1993,27.9,9,1,1,21,19,1,2,32,21,0,0,1,148,75,28,72.8,Matches
1666,1603,Riyad Mahrez,dz ALG,FW,Manchester City,eng Premier League,30,1991,16.6,0,0,0,10,15,3,97,6,3,0,0,0,70,8,14,36.4,Matches
1667,1604,Arne Maier,de GER,MF,Augsburg,de Bundesliga,22,1999,20.7,0,0,0,11,14,1,97,15,13,0,0,0,127,16,25,39.0,Matches
1668,1605,Habib Maïga,ci CIV,MF,Metz,fr Ligue 1,25,1996,14.1,6,0,0,29,10,0,22,14,28,0,1,0,92,17,11,60.7,Matches
1669,1606,Mike Maignan,fr FRA,GK,Milan,it Serie A,26,1995,32.0,1,0,0,0,8,0,0,1,1,0,0,0,51,6,2,75.0,Matches
1670,1607,Ainsley Maitland-Niles,eng ENG,MF,Arsenal,eng Premier League,23,1997,3.0,0,0,0,4,3,0,2,4,4,0,0,0,23,3,3,50.0,Matches
1671,1608,Ainsley Maitland-Niles,eng ENG,DF,Roma,it Serie A,23,1997,5.4,0,0,0,6,1,1,25,6,6,0,0,0,42,8,1,88.9,Matches
1672,1609,Josh Maja,ng NGA,FW,Bordeaux,fr Ligue 1,22,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
1673,1610,Abdul Majeed Waris,gh GHA,"FW,MF",Strasbourg,fr Ligue 1,29,1991,3.6,1,0,0,5,14,1,7,0,3,0,0,0,17,2,5,28.6,Matches
1674,1611,Lovro Majer,hr CRO,"MF,FW",Rennes,fr Ligue 1,23,1998,20.4,1,0,0,35,32,1,85,11,21,0,0,0,140,3,10,23.1,Matches
1675,1612,Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,23,1998,26.1,7,1,1,27,38,1,8,19,21,0,0,0,150,10,24,29.4,Matches
1676,1613,Béni Makouana,cg CGO,"FW,MF",Montpellier,fr Ligue 1,18,2002,3.6,4,0,0,10,1,2,9,3,2,0,0,0,10,1,9,10.0,Matches
1677,1614,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,26,1995,32.6,5,0,0,13,13,0,13,71,32,0,0,0,143,47,42,52.8,Matches
1678,1615,Nikola Maksimović,rs SRB,DF,Genoa,it Serie A,29,1991,12.4,2,0,0,10,8,0,3,12,6,0,1,0,73,33,21,61.1,Matches
1679,1616,Kévin Malcuit,ma MAR,"DF,MF",Napoli,it Serie A,30,1991,3.2,3,0,0,8,5,0,12,8,2,0,0,0,15,4,5,44.4,Matches
1680,1617,Daniel Maldini,it ITA,MF,Milan,it Serie A,19,2001,1.6,1,0,0,4,1,1,1,1,3,0,0,0,5,3,5,37.5,Matches
1681,1618,Youssef Maleh,ma MAR,MF,Fiorentina,it Serie A,22,1998,11.3,5,0,0,43,19,0,18,6,16,0,0,0,48,11,9,55.0,Matches
1682,1619,Donyell Malen,nl NED,FW,Dortmund,de Bundesliga,22,1999,18.7,2,0,0,10,31,9,27,10,10,2,0,0,62,9,18,33.3,Matches
1683,1620,Ruslan Malinovskyi,ua UKR,"MF,FW",Atalanta,it Serie A,28,1993,17.7,10,0,0,40,41,3,102,5,10,0,0,0,95,18,19,48.6,Matches
1684,1621,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,30,1991,20.3,5,2,1,38,4,6,73,20,25,0,1,0,97,41,28,59.4,Matches
1685,1622,Lennard Maloney,us USA,DF,Dortmund,de Bundesliga,21,1999,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,50.0,Matches
1686,1623,Mickael Malsa,mq MTQ,MF,Levante,es La Liga,25,1995,12.7,7,0,0,19,15,0,0,18,17,0,0,0,99,10,20,33.3,Matches
1687,1624,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,20,2000,18.0,2,0,0,0,2,0,0,0,0,0,0,0,29,6,0,100.0,Matches
1688,1625,Rey Manaj,al ALB,FW,Spezia,it Serie A,24,1997,19.6,9,0,0,54,62,11,6,4,12,1,0,0,57,69,96,41.8,Matches
1689,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1690,1626,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,21,1999,8.9,3,0,0,20,10,0,0,5,12,0,1,0,48,11,11,50.0,Matches
1691,1627,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,32,1989,26.2,2,1,1,13,14,0,10,32,19,0,0,0,165,16,35,31.4,Matches
1692,1628,Gianluca Mancini,it ITA,DF,Roma,it Serie A,25,1996,32.0,16,1,1,59,15,1,15,39,25,0,1,0,129,70,31,69.3,Matches
1693,1629,Leonardo Mancuso,it ITA,FW,Empoli,it Serie A,29,1992,4.7,0,0,0,1,2,5,5,1,1,0,0,0,11,1,11,8.3,Matches
1694,1630,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,36,1985,9.0,0,0,0,0,0,0,0,1,0,0,0,0,20,1,0,100.0,Matches
1695,1631,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,27,1994,14.4,5,0,0,26,20,0,16,21,25,0,1,0,88,22,26,45.8,Matches
1696,1632,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,27,1994,16.9,7,0,0,33,27,1,20,37,23,0,0,0,102,27,11,71.1,Matches
1697,1633,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,29,1991,15.3,3,0,0,14,5,1,0,13,5,0,0,1,54,26,21,55.3,Matches
1698,1634,Rolando Mandragora,it ITA,MF,Torino,it Serie A,24,1997,14.7,7,1,1,25,22,1,47,10,10,0,0,0,87,16,20,44.4,Matches
1699,1635,Anthony Mandrea,dz ALG,GK,Angers,fr Ligue 1,24,1996,10.0,0,0,0,0,2,0,0,0,0,0,0,0,6,5,0,100.0,Matches
1700,1636,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,29,1992,31.3,5,0,0,50,50,19,50,8,20,1,0,0,109,30,50,37.5,Matches
1701,1637,Eliaquim Mangala,fr FRA,DF,Saint-Étienne,fr Ligue 1,30,1991,13.1,9,0,0,19,11,0,0,17,12,0,1,0,66,36,21,63.2,Matches
1702,1638,Orel Mangala,be BEL,MF,Stuttgart,de Bundesliga,23,1998,20.6,4,0,0,26,27,0,9,12,10,0,0,0,110,10,19,34.5,Matches
1703,1639,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,34,1987,24.4,6,0,0,25,14,0,88,36,30,0,0,0,141,26,32,44.8,Matches
1704,1640,Ricardo Mangas,pt POR,DF,Bordeaux,fr Ligue 1,23,1998,26.1,2,0,0,26,29,1,39,25,22,0,1,1,132,25,31,44.6,Matches
1705,1641,Kostas Manolas,gr GRE,DF,Napoli,it Serie A,30,1991,3.5,1,0,0,5,0,0,0,4,2,0,0,0,11,5,5,50.0,Matches
1706,1642,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,27,1994,14.0,5,0,0,9,17,1,9,10,29,0,0,0,57,16,13,55.2,Matches
1707,1643,Myziane Maolida,km COM,MF,Nice,fr Ligue 1,22,1999,0.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,Matches
1708,1644,Myziane Maolida,km COM,"FW,MF",Hertha BSC,de Bundesliga,22,1999,8.6,0,0,0,10,6,3,7,1,4,0,0,0,43,8,12,40.0,Matches
1709,1645,Sekou Mara,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,19,2002,10.1,2,0,0,21,24,2,4,2,4,1,0,0,34,30,34,46.9,Matches
1710,1646,Nikola Maraš,rs SRB,DF,Rayo Vallecano,es La Liga,25,1995,11.6,4,0,0,11,4,0,0,15,9,0,0,0,37,29,27,51.8,Matches
1711,1647,Fernando Marçal,br BRA,"MF,DF",Wolves,eng Premier League,32,1989,16.1,3,0,0,29,9,1,60,28,22,0,1,0,94,26,18,59.1,Matches
1712,1648,Marcelo,br BRA,DF,Real Madrid,es La Liga,33,1988,5.8,0,0,0,3,8,0,29,1,4,0,0,0,32,3,4,42.9,Matches
1713,1649,Marcelo,br BRA,DF,Bordeaux,fr Ligue 1,34,1987,10.0,4,0,0,7,2,0,0,13,5,0,0,1,56,42,6,87.5,Matches
1714,1650,Marcelo,br BRA,DF,Lyon,fr Ligue 1,34,1987,2.0,1,0,0,4,1,0,0,4,3,0,0,1,12,14,6,70.0,Matches
1715,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1716,1651,Solly March,eng ENG,"DF,FW",Brighton,eng Premier League,27,1994,19.4,1,0,0,31,20,12,94,17,17,0,0,0,92,17,26,39.5,Matches
1717,1652,Riccardo Marchizza,it ITA,DF,Empoli,it Serie A,23,1998,15.0,4,0,0,19,3,2,42,10,15,0,0,1,72,7,9,43.8,Matches
1718,1653,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,29,1992,34.7,6,1,1,25,37,1,1,43,11,0,0,0,168,79,43,64.8,Matches
1719,1654,Iván Marcone,ar ARG,MF,Elche,es La Liga,31,1990,9.0,5,0,0,12,4,0,1,12,14,0,0,0,59,6,3,66.7,Matches
1720,1655,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,32,1989,18.7,5,0,0,25,8,3,48,19,37,0,0,0,120,22,16,57.9,Matches
1721,1656,Davide Marfella,it ITA,GK,Napoli,it Serie A,21,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
1722,1657,José Mari,es ESP,MF,Cádiz,es La Liga,33,1987,4.3,3,1,1,8,7,0,1,7,7,0,0,0,25,4,7,36.4,Matches
1723,1658,Pablo Marí,es ESP,DF,Arsenal,eng Premier League,27,1993,2.0,1,0,0,1,1,0,0,3,3,0,0,0,10,5,3,62.5,Matches
1724,1659,Pablo Marí,es ESP,DF,Udinese,it Serie A,27,1993,14.9,2,1,0,20,4,0,3,21,8,0,1,0,84,43,22,66.2,Matches
1725,1660,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,26,1995,22.7,7,0,0,11,21,2,1,25,12,0,0,0,99,41,24,63.1,Matches
1726,1661,Mariano,do DOM,FW,Real Madrid,es La Liga,27,1993,3.8,2,0,0,2,0,4,1,1,0,0,0,0,4,9,4,69.2,Matches
1727,1662,Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,25,1996,31.3,6,1,1,36,31,1,127,10,21,0,0,0,168,20,25,44.4,Matches
1728,1663,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,27,1994,20.4,5,0,0,20,10,1,1,25,24,0,0,0,118,45,36,55.6,Matches
1729,1664,Mika Màrmol,es ESP,DF,Barcelona,es La Liga,19,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
1730,1665,Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,22,1999,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
1731,1666,Omar Marmoush,eg EGY,FW,Stuttgart,de Bundesliga,22,1999,17.5,3,0,0,33,57,7,44,7,17,0,0,0,81,28,31,47.5,Matches
1732,1667,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,27,1994,31.8,5,0,0,6,11,1,6,16,14,0,0,0,181,41,39,51.3,Matches
1733,1668,Roger Martí,es ESP,FW,Levante,es La Liga,30,1991,23.5,8,0,0,62,28,12,10,2,14,1,0,0,49,29,54,34.9,Matches
1734,1669,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,25,1995,2.4,0,0,0,0,4,2,4,0,0,0,0,0,5,4,4,50.0,Matches
1735,1670,Anthony Martial,fr FRA,"FW,MF",Sevilla,es La Liga,25,1995,5.4,1,0,0,5,11,0,6,0,1,0,0,0,7,6,9,40.0,Matches
1736,1671,Martín,es ESP,MF,Cádiz,es La Liga,22,1999,1.3,1,0,0,4,1,0,3,1,2,0,0,0,5,6,5,54.5,Matches
1737,1672,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,24,1997,25.5,7,0,0,31,18,0,180,20,33,0,0,0,161,12,15,44.4,Matches
1738,1673,Ander Martin,es ESP,"FW,MF",Real Sociedad,es La Liga,20,2000,1.0,0,0,0,4,0,0,5,3,0,0,0,0,4,2,2,50.0,Matches
1739,1674,Andrés Martín,es ESP,"FW,MF",Rayo Vallecano,es La Liga,22,1999,2.1,0,0,0,3,2,3,2,0,0,0,0,0,3,2,2,50.0,Matches
1740,1675,Carlos Martín,es ESP,DF,Atlético Madrid,es La Liga,19,2002,0.1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0,Matches
1741,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1742,1676,Iván Martín,es ESP,"MF,FW",Alavés,es La Liga,22,1999,1.8,0,0,0,2,1,0,3,1,1,0,0,0,6,3,3,50.0,Matches
1743,1677,Jonas Martin,fr FRA,MF,Rennes,fr Ligue 1,31,1990,23.4,8,0,0,32,14,0,3,22,20,0,0,0,147,20,15,57.1,Matches
1744,1678,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,20,2001,20.7,3,1,1,24,20,10,74,20,19,0,0,0,86,18,44,29.0,Matches
1745,1679,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,28,1992,36.0,4,0,0,0,6,0,0,0,1,0,0,0,32,8,1,88.9,Matches
1746,1680,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,30,1991,26.0,9,2,1,33,27,2,11,39,13,0,1,0,175,69,46,60.0,Matches
1747,1681,Javi Martínez,es ESP,"MF,FW",Osasuna,es La Liga,21,1999,9.8,1,0,0,15,9,0,31,9,14,0,0,0,62,9,16,36.0,Matches
1748,1682,Josep Martinez,es ESP,GK,RB Leipzig,de Bundesliga,23,1998,1.0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0,Matches
1749,1683,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,23,1997,25.4,6,0,0,40,46,12,15,18,10,0,0,0,67,29,33,46.8,Matches
1750,1684,Pablo Martínez,es ESP,MF,Levante,es La Liga,23,1998,7.3,2,0,0,11,9,1,14,15,8,0,0,0,46,11,12,47.8,Matches
1751,1685,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,25,1996,15.9,8,0,0,30,11,0,1,19,25,0,1,0,121,47,32,59.5,Matches
1752,1686,Gelson Martins,pt POR,"MF,FW",Monaco,fr Ligue 1,26,1995,21.2,4,0,0,22,33,15,35,17,27,0,0,0,112,22,23,48.9,Matches
1753,1687,Adam Marušić,me MNE,DF,Lazio,it Serie A,28,1992,30.2,6,1,1,26,13,0,29,41,18,0,0,0,155,33,22,60.0,Matches
1754,1688,Omar Mascarell,es ESP,MF,Elche,es La Liga,28,1993,27.7,6,0,0,37,22,0,5,48,26,0,0,0,172,42,39,51.9,Matches
1755,1689,Andrea Masiello,it ITA,DF,Genoa,it Serie A,35,1986,5.7,3,0,0,6,4,0,1,11,3,0,0,0,47,7,7,50.0,Matches
1756,1690,Adam Masina,ma MAR,DF,Watford,eng Premier League,27,1994,12.0,0,0,0,14,4,0,30,18,13,0,1,0,70,29,17,63.0,Matches
1757,1691,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,22,1998,17.2,7,0,0,16,7,0,0,34,20,0,0,1,97,24,23,51.1,Matches
1758,1692,Roberto Massimo,de GER,"DF,FW",Stuttgart,de Bundesliga,20,2000,9.7,0,0,0,8,4,4,17,3,5,0,0,0,44,4,9,30.8,Matches
1759,1693,Arthur Masuaku,cd COD,"DF,FW",West Ham,eng Premier League,27,1993,7.2,1,0,0,8,4,0,23,9,23,0,0,0,50,16,6,72.7,Matches
1760,1694,Jaime Mata,es ESP,FW,Getafe,es La Liga,32,1988,7.5,7,0,0,25,17,9,10,1,5,0,0,0,21,25,54,31.6,Matches
1761,1695,Juan Mata,es ESP,MF,Manchester Utd,eng Premier League,33,1988,2.6,0,0,0,2,4,2,6,1,4,0,0,0,22,0,0,,Matches
1762,1696,Pape Matar Sarr,sn SEN,MF,Metz,fr Ligue 1,18,2002,23.7,7,0,0,32,22,1,4,29,26,0,0,0,171,29,30,49.2,Matches
