,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 26_level_0
1339,1289,Frenkie de Jong,nl NED,MF,Barcelona,es La Liga,24,1997,27.5,3,17,7,41.2,0.62,0.25,0.18,0.43,14.4,0,0,0,4.8,4.8,0.28,-1.8,-1.8,Matches
1340,1290,Luuk de Jong,nl NED,FW,Barcelona,es La Liga,30,1990,7.3,6,24,10,41.7,3.30,1.38,0.25,0.60,10.5,0,0,0,4.6,4.6,0.19,+1.4,+1.4,Matches
1341,1291,Joan Jordán,es ESP,MF,Sevilla,es La Liga,27,1994,27.9,0,16,1,6.3,0.57,0.04,0.00,0.00,21.5,1,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
1342,1292,Kaio Jorge,br BRA,"MF,FW",Juventus,it Serie A,19,2002,1.3,0,5,1,20.0,3.72,0.74,0.00,0.00,11.9,0,0,0,0.7,0.7,0.15,-0.7,-0.7,Matches
1343,1293,Jorginho,it ITA,MF,Chelsea,eng Premier League,29,1991,25.3,6,9,2,22.2,0.36,0.08,0.00,0.00,32.6,0,6,7,5.8,0.3,0.04,+0.2,-0.3,Matches
1344,1294,Josan,es ESP,"DF,MF",Elche,es La Liga,31,1989,13.5,2,12,5,41.7,0.89,0.37,0.17,0.40,14.9,0,0,0,1.0,1.0,0.09,+1.0,+1.0,Matches
1345,1295,Willian José,br BRA,FW,Betis,es La Liga,29,1991,17.8,8,32,9,28.1,1.80,0.50,0.16,0.56,19.2,3,3,3,6.1,3.7,0.12,+1.9,+1.3,Matches
1346,1296,Joselu,es ESP,FW,Alavés,es La Liga,31,1990,34.7,14,90,33,36.7,2.59,0.95,0.09,0.24,18.6,5,6,7,12.9,7.4,0.08,+1.1,+0.6,Matches
1347,1297,Josema,es ESP,DF,Elche,es La Liga,25,1996,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1348,1298,Lenny Joseph,fr FRA,"FW,MF",Metz,fr Ligue 1,20,2000,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1349,1299,Diogo Jota,pt POR,FW,Liverpool,eng Premier League,24,1996,26.3,15,90,32,35.6,3.43,1.22,0.17,0.47,12.3,0,0,0,16.3,16.3,0.19,-1.3,-1.3,Matches
1350,1300,Stevan Jovetić,me MNE,"FW,MF",Hertha BSC,de Bundesliga,31,1989,11.3,6,44,16,36.4,3.89,1.42,0.14,0.38,18.9,5,0,0,4.4,4.4,0.10,+1.6,+1.6,Matches
1351,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1352,1301,Luka Jović,rs SRB,FW,Real Madrid,es La Liga,23,1997,4.1,1,16,4,25.0,3.90,0.98,0.06,0.25,13.8,0,0,0,2.3,2.3,0.14,-1.3,-1.3,Matches
1353,1302,Miguel Juan Llambrich,es ESP,DF,Espanyol,es La Liga,25,1996,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1354,1303,José Juan Macías,mx MEX,"FW,MF",Getafe,es La Liga,21,1999,2.2,0,4,0,0.0,1.79,0.00,0.00,,19.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1355,1304,Juanmi,es ESP,FW,Betis,es La Liga,28,1993,23.7,16,55,30,54.5,2.32,1.27,0.29,0.53,14.2,0,0,0,11.1,11.1,0.20,+4.9,+4.9,Matches
1356,1305,Gideon Jung,de GER,DF,Greuther Fürth,de Bundesliga,26,1994,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1357,1306,Flavio Junior Bianchi,it ITA,"FW,MF",Genoa,it Serie A,21,2000,3.5,1,10,3,30.0,2.87,0.86,0.10,0.33,18.2,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches
1358,1307,Lago Junior,ci CIV,"FW,MF",Mallorca,es La Liga,30,1990,2.0,0,6,1,16.7,3.05,0.51,0.00,0.00,16.6,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
1359,1308,Hamed Junior Traorè,ci CIV,"FW,MF",Sassuolo,it Serie A,21,2000,19.7,7,51,22,43.1,2.59,1.12,0.14,0.32,16.4,0,0,0,5.7,5.7,0.11,+1.3,+1.3,Matches
1360,1309,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,21,2000,29.9,17,80,42,52.5,2.68,1.41,0.21,0.40,15.2,0,0,0,12.3,12.3,0.15,+4.7,+4.7,Matches
1361,1310,James Justin,eng ENG,DF,Leicester City,eng Premier League,23,1998,11.1,0,5,1,20.0,0.45,0.09,0.00,0.00,11.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
1362,1311,Jutglà,es ESP,FW,Barcelona,es La Liga,22,1999,3.3,1,10,4,40.0,2.99,1.20,0.10,0.25,16.9,0,0,0,1.6,1.6,0.16,-0.6,-0.6,Matches
1363,1312,Jens Jønsson,dk DEN,MF,Cádiz,es La Liga,28,1993,14.5,0,6,0,0.0,0.41,0.00,0.00,,13.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
1364,1313,Mathias Jørgensen,dk DEN,DF,Brentford,eng Premier League,31,1990,5.8,1,2,1,50.0,0.35,0.17,0.50,1.00,7.8,0,0,0,0.1,0.1,0.06,+0.9,+0.9,Matches
1365,1314,Ozan Kabak,tr TUR,DF,Norwich City,eng Premier League,21,2000,10.2,0,4,2,50.0,0.39,0.20,0.00,0.00,14.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
1366,1315,Christian Kabasele,be BEL,DF,Watford,eng Premier League,30,1991,13.3,0,7,0,0.0,0.53,0.00,0.00,,10.3,0,0,0,0.9,0.9,0.13,-0.9,-0.9,Matches
1367,1316,Issa Kaboré,bf BFA,DF,Troyes,fr Ligue 1,20,2001,25.0,0,7,2,28.6,0.28,0.08,0.00,0.00,19.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
1368,1317,Anton Kade,de GER,"FW,MF",Hertha BSC,de Bundesliga,17,2004,0.9,0,1,1,100.0,1.17,1.17,0.00,0.00,11.0,0,0,0,0.3,0.3,0.26,-0.3,-0.3,Matches
1369,1318,Pavel Kadeřábek,cz CZE,"DF,MF",Hoffenheim,de Bundesliga,29,1992,13.3,1,11,2,18.2,0.83,0.15,0.09,0.50,10.2,0,0,0,2.3,2.3,0.21,-1.3,-1.3,Matches
1370,1319,Tino Kadewere,zw ZIM,FW,Lyon,fr Ligue 1,25,1996,5.6,1,18,7,38.9,3.20,1.25,0.06,0.14,13.1,0,0,0,2.5,2.5,0.14,-1.5,-1.5,Matches
1371,1320,Florian Kainz,at AUT,"MF,FW",Köln,de Bundesliga,28,1992,25.8,4,38,13,34.2,1.47,0.50,0.11,0.31,20.1,5,0,0,3.5,3.5,0.09,+0.5,+0.5,Matches
1372,1321,Gaël Kakuta,cd COD,"MF,FW",Lens,fr Ligue 1,30,1991,18.6,3,40,14,35.0,2.15,0.75,0.05,0.14,23.6,2,1,1,3.5,2.7,0.07,-0.5,-0.7,Matches
1373,1322,Sasa Kalajdzic,at AUT,FW,Stuttgart,de Bundesliga,24,1997,13.6,6,36,13,36.1,2.65,0.96,0.14,0.38,13.2,0,1,2,6.6,5.0,0.14,-0.6,0.0,Matches
1374,1323,Arnaud Kalimuendo,fr FRA,FW,Lens,fr Ligue 1,19,2002,23.9,12,60,29,48.3,2.51,1.22,0.17,0.34,17.1,0,2,2,8.9,7.3,0.12,+3.1,+2.7,Matches
1375,1324,Arnaud Kalimuendo,fr FRA,FW,Paris S-G,fr Ligue 1,19,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1376,1325,Nikola Kalinić,hr CRO,FW,Hellas Verona,it Serie A,33,1988,4.5,4,13,4,30.8,2.88,0.89,0.31,1.00,9.2,0,0,0,3.2,3.2,0.25,+0.8,+0.8,Matches
1377,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1378,1326,Yayah Kallon,sl SLE,"FW,MF",Genoa,it Serie A,20,2001,7.1,0,11,1,9.1,1.56,0.14,0.00,0.00,17.2,0,0,0,1.5,1.5,0.13,-1.5,-1.5,Matches
1379,1327,Samuel Kalu,ng NGA,FW,Watford,eng Premier League,23,1997,2.5,0,4,1,25.0,1.62,0.41,0.00,0.00,22.3,1,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches
1380,1328,Samuel Kalu,ng NGA,"FW,MF",Bordeaux,fr Ligue 1,23,1997,3.6,1,13,8,61.5,3.57,2.20,0.08,0.13,21.9,1,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches
1381,1329,Pierre Kalulu,fr FRA,DF,Milan,it Serie A,21,2000,21.6,1,5,2,40.0,0.23,0.09,0.20,0.50,21.8,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches
1382,1330,Daichi Kamada,jp JPN,MF,Eint Frankfurt,de Bundesliga,24,1996,23.8,4,36,8,22.2,1.51,0.34,0.11,0.50,16.5,0,0,0,4.6,4.6,0.13,-0.6,-0.6,Matches
1383,1331,Boubacar Kamara,fr FRA,"MF,DF",Marseille,fr Ligue 1,21,1999,30.9,1,22,3,13.6,0.71,0.10,0.05,0.33,20.5,0,0,0,1.0,1.0,0.05,0.0,0.0,Matches
1384,1332,Hassane Kamara,ci CIV,DF,Watford,eng Premier League,27,1994,18.0,1,5,1,20.0,0.28,0.06,0.20,1.00,25.7,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
1385,1333,Hassane Kamara,ci CIV,"MF,DF",Nice,fr Ligue 1,27,1994,6.0,0,13,1,7.7,2.15,0.17,0.00,0.00,17.4,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches
1386,1334,Dimitrije Kamenović,rs SRB,DF,Lazio,it Serie A,21,2000,0.5,0,1,0,0.0,2.00,0.00,0.00,,3.9,0,0,0,0.7,0.7,0.66,-0.7,-0.7,Matches
1387,1335,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,30,1990,21.1,0,8,2,25.0,0.38,0.09,0.00,0.00,21.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
1388,1336,Jean-Armel Kana-Biyik,cm CMR,DF,Metz,fr Ligue 1,32,1989,7.4,0,1,0,0.0,0.14,0.00,0.00,,12.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1389,1337,Nordine Kandil,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,19,2001,1.0,0,1,0,0.0,1.00,0.00,0.00,,17.7,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
1390,1338,Harry Kane,eng ENG,FW,Tottenham,eng Premier League,28,1993,35.9,17,129,49,38.0,3.59,1.36,0.10,0.27,17.3,8,4,4,18.6,15.4,0.12,-1.6,-2.4,Matches
1391,1339,Lee Kang-in,kr KOR,"MF,FW",Mallorca,es La Liga,20,2001,15.7,1,36,15,41.7,2.30,0.96,0.03,0.07,25.5,8,0,0,1.5,1.5,0.04,-0.5,-0.5,Matches
1392,1340,N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,30,1991,19.7,2,17,9,52.9,0.86,0.46,0.12,0.22,19.6,0,0,0,1.5,1.5,0.09,+0.5,+0.5,Matches
1393,1341,Stefanos Kapino,gr GRE,GK,Arminia,de Bundesliga,27,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1394,1342,Atakan Karazor,de GER,MF,Stuttgart,de Bundesliga,24,1996,21.1,0,9,2,22.2,0.43,0.09,0.00,0.00,26.6,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
1395,1343,Rick Karsdorp,nl NED,"DF,FW",Roma,it Serie A,26,1995,32.0,0,2,1,50.0,0.06,0.03,0.00,0.00,25.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1396,1344,Denso Kasius,nl NED,"DF,FW",Bologna,it Serie A,18,2002,2.0,0,2,1,50.0,1.00,0.50,0.00,0.00,22.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1397,1345,Grigoris Kastanos,cy CYP,"MF,FW",Salernitana,it Serie A,23,1998,15.0,1,28,8,28.6,1.87,0.53,0.04,0.13,22.7,3,0,0,1.2,1.2,0.04,-0.2,-0.2,Matches
1398,1346,Silas Katompa,cd COD,"FW,MF",Stuttgart,de Bundesliga,22,1998,3.1,0,1,0,0.0,0.32,0.00,0.00,,13.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1399,1347,Noah Katterbach,de GER,DF,Köln,de Bundesliga,20,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1400,1348,Eiji Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,38,1983,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1401,1349,Edo Kayembe,cd COD,MF,Watford,eng Premier League,23,1998,8.9,0,6,0,0.0,0.68,0.00,0.00,,29.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1402,1350,Moise Kean,it ITA,FW,Everton,eng Premier League,21,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1403,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1404,1351,Moise Kean,it ITA,FW,Juventus,it Serie A,21,2000,12.2,5,28,10,35.7,2.30,0.82,0.18,0.50,11.3,0,0,0,4.9,4.9,0.17,+0.1,+0.1,Matches
1405,1352,Michael Keane,eng ENG,DF,Everton,eng Premier League,28,1993,31.0,3,20,6,30.0,0.64,0.19,0.15,0.50,12.7,0,0,0,1.2,1.2,0.06,+1.8,+1.8,Matches
1406,1353,Ilan Kebbal,dz ALG,"MF,FW",Reims,fr Ligue 1,23,1998,19.7,1,27,6,22.2,1.37,0.30,0.04,0.17,19.7,0,0,0,1.4,1.4,0.05,-0.4,-0.4,Matches
1407,1354,Wajdi Kechrida,tn TUN,"DF,MF",Salernitana,it Serie A,25,1995,10.6,0,6,1,16.7,0.57,0.09,0.00,0.00,18.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1408,1355,Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,24,1996,16.8,2,9,4,44.4,0.54,0.24,0.22,0.50,13.6,0,0,0,1.0,1.0,0.11,+1.0,+1.0,Matches
1409,1356,Habib Keita,ml MLI,"MF,FW",Lyon,fr Ligue 1,19,2002,0.1,0,2,2,100.0,25.71,25.71,0.00,0.00,19.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
1410,1357,Naby Keïta,gn GUI,MF,Liverpool,eng Premier League,26,1995,13.0,3,26,7,26.9,1.99,0.54,0.12,0.43,22.6,0,0,0,2.2,2.2,0.08,+0.8,+0.8,Matches
1411,1358,Yannik Keitel,de GER,MF,Freiburg,de Bundesliga,21,2000,5.6,0,10,2,20.0,1.79,0.36,0.00,0.00,18.3,0,0,0,1.0,1.0,0.10,-1.0,-1.0,Matches
1412,1359,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,22,1998,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1413,1360,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26,1995,11.7,0,8,1,12.5,0.69,0.09,0.00,0.00,9.7,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
1414,1361,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,26,1995,9.3,3,13,6,46.2,1.39,0.64,0.23,0.50,14.1,0,0,0,1.1,1.1,0.08,+1.9,+1.9,Matches
1415,1362,Kenedy,br BRA,DF,Chelsea,eng Premier League,25,1996,0.6,0,1,0,0.0,1.55,0.00,0.00,,16.3,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
1416,1363,Jonjoe Kenny,eng ENG,DF,Everton,eng Premier League,24,1997,11.3,0,5,0,0.0,0.44,0.00,0.00,,23.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1417,1364,Dimitrios Keramitsis,gr GRE,MF,Roma,it Serie A,17,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1418,1365,Franck Kessié,ci CIV,MF,Milan,it Serie A,24,1996,25.6,6,31,8,25.8,1.21,0.31,0.13,0.50,19.2,0,2,3,4.4,2.0,0.07,+1.6,+2.0,Matches
1419,1366,Saîf-Eddine Khaoui,tn TUN,"MF,FW",Clermont Foot,fr Ligue 1,26,1995,10.3,1,20,7,35.0,1.94,0.68,0.05,0.14,19.5,2,0,0,2.1,2.1,0.10,-1.1,-1.1,Matches
1420,1367,Wahbi Khazri,tn TUN,"FW,MF",Saint-Étienne,fr Ligue 1,30,1991,24.7,10,69,18,26.1,2.79,0.73,0.09,0.33,23.6,9,4,4,7.7,4.6,0.07,+2.3,+1.4,Matches
1421,1368,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,27,1994,30.6,0,13,2,15.4,0.42,0.07,0.00,0.00,18.8,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches
1422,1369,Kiké,es ESP,FW,Osasuna,es La Liga,31,1989,20.7,5,52,19,36.5,2.51,0.92,0.08,0.21,15.8,0,1,1,6.7,5.9,0.11,-1.7,-1.9,Matches
1423,1370,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1424,1371,Luca Kilian,de GER,DF,Köln,de Bundesliga,21,1999,25.3,1,5,2,40.0,0.20,0.08,0.20,0.50,6.8,0,0,0,1.3,1.3,0.27,-0.3,-0.3,Matches
1425,1372,Max Kilman,eng ENG,DF,Wolves,eng Premier League,24,1997,29.9,1,13,4,30.8,0.44,0.13,0.08,0.25,9.4,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
1426,1373,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,26,1995,27.5,3,27,9,33.3,0.98,0.33,0.11,0.33,24.7,0,0,0,2.3,2.3,0.09,+0.7,+0.7,Matches
1427,1374,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,25,1995,28.6,1,7,1,14.3,0.24,0.03,0.14,1.00,9.7,0,0,0,1.4,1.4,0.20,-0.4,-0.4,Matches
1428,1375,Joshua King,no NOR,FW,Watford,eng Premier League,29,1992,25.0,5,49,16,32.7,1.96,0.64,0.08,0.25,15.2,0,1,1,8.9,8.1,0.17,-3.9,-4.1,Matches
1429,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1430,1376,Jakub Kiwior,pl POL,MF,Spezia,it Serie A,21,2000,21.8,0,8,4,50.0,0.37,0.18,0.00,0.00,14.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
1431,1377,Sofian Kiyine,ma MAR,"MF,FW",Venezia,it Serie A,23,1997,13.8,1,20,5,25.0,1.45,0.36,0.05,0.20,27.5,2,0,1,1.5,0.6,0.03,-0.5,+0.4,Matches
1432,1378,Simon Kjær,dk DEN,DF,Milan,it Serie A,32,1989,8.9,0,5,1,20.0,0.56,0.11,0.00,0.00,9.2,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
1433,1379,Kristoffer Klaesson,no NOR,GK,Leeds United,eng Premier League,20,2000,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1434,1380,Philipp Klement,de GER,MF,Stuttgart,de Bundesliga,28,1992,3.8,1,6,2,33.3,1.60,0.53,0.17,0.50,22.8,2,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
1435,1381,Mateusz Klich,pl POL,MF,Leeds United,eng Premier League,31,1990,23.0,1,42,18,42.9,1.82,0.78,0.02,0.06,21.4,0,0,0,2.8,2.8,0.07,-1.8,-1.8,Matches
1436,1382,Thibault Klidje,tg TOG,"MF,FW",Bordeaux,fr Ligue 1,20,2001,1.0,0,1,0,0.0,1.05,0.00,0.00,,23.4,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
1437,1383,Mateo Klimowicz,de GER,"MF,FW",Stuttgart,de Bundesliga,21,2000,6.7,0,11,3,27.3,1.64,0.45,0.00,0.00,18.7,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
1438,1384,Fabian Klos,de GER,FW,Arminia,de Bundesliga,33,1987,15.8,3,37,13,35.1,2.35,0.82,0.03,0.08,16.8,0,2,2,4.6,3.0,0.08,-1.6,-2.0,Matches
1439,1385,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,25,1996,18.3,0,6,1,16.7,0.33,0.05,0.00,0.00,15.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
1440,1386,Justin Kluivert,nl NED,MF,Nice,fr Ligue 1,22,1999,20.8,4,30,10,33.3,1.45,0.48,0.13,0.40,18.6,2,0,0,2.8,2.8,0.09,+1.2,+1.2,Matches
1441,1387,Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,25,1996,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1442,1388,Ansgar Knauff,de GER,"FW,MF",Dortmund,de Bundesliga,19,2002,1.3,0,1,0,0.0,0.79,0.00,0.00,,15.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1443,1389,Ansgar Knauff,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,19,2002,8.4,1,12,4,33.3,1.42,0.47,0.08,0.25,19.5,0,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
1444,1390,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,29,1992,33.0,0,10,3,30.0,0.30,0.09,0.00,0.00,12.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
1445,1391,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,23,1997,28.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1446,1392,Robin Koch,de GER,"MF,DF",Leeds United,eng Premier League,25,1996,17.5,0,13,1,7.7,0.74,0.06,0.00,0.00,16.1,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
1447,1393,Samuel Koeberlé,fr FRA,FW,Reims,fr Ligue 1,16,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1448,1394,Philippe Koffi,ci CIV,FW,Reims,fr Ligue 1,19,2002,4.2,1,9,2,22.2,2.16,0.48,0.11,0.50,14.0,0,0,0,0.9,0.9,0.11,+0.1,+0.1,Matches
1449,1395,Dominik Kohr,de GER,MF,Mainz 05,de Bundesliga,27,1994,17.9,0,18,2,11.1,1.00,0.11,0.00,0.00,20.6,0,0,0,1.3,1.3,0.07,-1.3,-1.3,Matches
1450,1396,Koba Koindredi,fr FRA,MF,Valencia,es La Liga,19,2001,2.0,0,1,0,0.0,0.50,0.00,0.00,,32.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1451,1397,Koke,es ESP,MF,Atlético Madrid,es La Liga,29,1992,27.9,1,12,6,50.0,0.43,0.22,0.08,0.17,26.2,0,0,0,1.0,1.0,0.08,0.0,0.0,Matches
1452,1398,Aleksandr Kokorin,ru RUS,"FW,MF",Fiorentina,it Serie A,30,1991,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1453,1399,Aleksandar Kolarov,rs SRB,DF,Inter,it Serie A,35,1985,0.5,0,1,0,0.0,2.14,0.00,0.00,,37.8,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1454,1400,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,28,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1455,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1456,1401,Sead Kolašinac,ba BIH,DF,Marseille,fr Ligue 1,28,1993,4.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1457,1402,Luca Koleosho,it ITA,FW,Espanyol,es La Liga,16,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1458,1403,Randal Kolo Muani,fr FRA,"FW,MF",Nantes,fr Ligue 1,22,1998,32.8,12,54,26,48.1,1.65,0.79,0.22,0.46,11.7,0,0,0,10.7,10.7,0.20,+1.3,+1.3,Matches
1459,1404,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,29,1991,28.5,2,15,6,40.0,0.53,0.21,0.13,0.33,12.7,0,0,0,1.4,1.4,0.10,+0.6,+0.6,Matches
1460,1405,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,25,1995,26.9,1,19,5,26.3,0.71,0.19,0.05,0.20,24.1,1,0,0,0.6,0.6,0.03,+0.4,+0.4,Matches
1461,1406,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,22,1999,11.0,0,4,0,0.0,0.36,0.00,0.00,,11.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1462,1407,Geoffrey Kondogbia,cf CTA,"MF,DF",Atlético Madrid,es La Liga,28,1993,20.9,1,15,1,6.7,0.72,0.05,0.07,1.00,25.4,0,0,0,0.4,0.4,0.02,+0.6,+0.6,Matches
1463,1408,Ibrahima Koné,ml MLI,FW,Lorient,fr Ligue 1,22,1999,8.1,5,15,8,53.3,1.84,0.98,0.33,0.63,14.9,0,0,0,2.7,2.7,0.18,+2.3,+2.3,Matches
1464,1409,Kouadio Koné,fr FRA,MF,M'Gladbach,de Bundesliga,20,2001,24.3,2,29,10,34.5,1.20,0.41,0.07,0.20,22.2,0,0,0,1.5,1.5,0.05,+0.5,+0.5,Matches
1465,1410,Youssouf Koné,ml MLI,DF,Troyes,fr Ligue 1,26,1995,10.9,0,9,3,33.3,0.83,0.28,0.00,0.00,26.8,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
1466,1411,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,23,1997,27.5,2,15,6,40.0,0.55,0.22,0.13,0.33,8.1,0,0,0,1.6,1.6,0.11,+0.4,+0.4,Matches
1467,1412,Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,23,1998,23.6,4,28,9,32.1,1.19,0.38,0.14,0.44,23.9,3,0,0,1.7,1.7,0.06,+2.3,+2.3,Matches
