,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 26_level_0
524,505,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,22,1999,16.1,3,9,7,77.8,0.56,0.43,0.33,0.43,18.8,0,0,0,1.1,1.1,0.13,+1.9,+1.9,Matches
525,506,Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,26,1995,1.9,0,2,0,0.0,1.06,0.00,0.00,,20.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
526,507,Calum Chambers,eng ENG,DF,Aston Villa,eng Premier League,26,1995,9.2,1,3,1,33.3,0.32,0.11,0.33,1.00,14.6,0,0,0,0.2,0.2,0.06,+0.8,+0.8,Matches
527,508,Dylan Chambost,fr FRA,"MF,FW",Troyes,fr Ligue 1,23,1997,8.4,0,10,1,10.0,1.20,0.12,0.00,0.00,20.6,1,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
528,509,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,31,1990,13.5,0,13,3,23.1,0.97,0.22,0.00,0.00,15.3,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
529,510,Chapela,es ESP,"MF,FW",Cádiz,es La Liga,22,1999,4.4,0,3,0,0.0,0.68,0.00,0.00,,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
530,511,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,26,1994,29.8,3,14,6,42.9,0.47,0.20,0.21,0.50,13.7,0,0,0,1.4,1.4,0.10,+1.6,+1.6,Matches
531,512,Xavier Chavalerin,fr FRA,MF,Troyes,fr Ligue 1,30,1991,30.2,5,31,10,32.3,1.03,0.33,0.16,0.50,19.0,0,0,0,1.4,1.4,0.05,+3.6,+3.6,Matches
532,513,Xavier Chavalerin,fr FRA,MF,Reims,fr Ligue 1,30,1991,2.4,0,3,0,0.0,1.23,0.00,0.00,,19.4,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
533,514,Justin Che,us USA,"FW,DF",Hoffenheim,de Bundesliga,17,2003,0.5,0,1,0,0.0,2.20,0.00,0.00,,9.6,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
534,515,Chema,es ESP,MF,Getafe,es La Liga,29,1992,0.5,0,1,0,0.0,2.00,0.00,0.00,,29.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
535,516,Rayan Cherki,fr FRA,"FW,MF",Lyon,fr Ligue 1,17,2003,4.9,0,14,3,21.4,2.86,0.61,0.00,0.00,21.2,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
536,517,Denis Cheryshev,ru RUS,"MF,FW",Valencia,es La Liga,30,1990,6.3,0,10,4,40.0,1.60,0.64,0.00,0.00,16.7,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches
537,518,Daniel Chesters,eng ENG,MF,West Ham,eng Premier League,19,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
538,519,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,36,1984,15.0,0,4,0,0.0,0.27,0.00,0.00,,10.8,0,0,0,0.8,0.8,0.20,-0.8,-0.8,Matches
539,520,Federico Chiesa,it ITA,"MF,FW",Juventus,it Serie A,23,1997,9.6,2,28,9,32.1,2.92,0.94,0.07,0.22,16.9,0,0,0,2.2,2.2,0.08,-0.2,-0.2,Matches
540,521,Ben Chilwell,eng ENG,DF,Chelsea,eng Premier League,24,1996,6.0,3,13,6,46.2,2.16,1.00,0.23,0.50,17.7,0,0,0,0.9,0.9,0.07,+2.1,+2.1,Matches
541,522,Chiquinho,pt POR,"DF,FW",Wolves,eng Premier League,21,2000,2.3,0,5,2,40.0,2.16,0.87,0.00,0.00,9.0,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
542,523,Vlad Chiricheș,ro ROU,DF,Sassuolo,it Serie A,31,1989,25.6,0,9,2,22.2,0.35,0.08,0.00,0.00,16.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
543,524,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,24,1997,29.3,3,21,6,28.6,0.72,0.20,0.14,0.50,21.2,0,0,0,1.0,1.0,0.05,+2.0,+2.0,Matches
544,525,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,19,2001,32.6,1,18,3,16.7,0.55,0.09,0.06,0.33,20.9,0,0,0,0.9,0.9,0.05,+0.1,+0.1,Matches
545,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
546,526,Hamza Choudhury,eng ENG,"DF,MF",Leicester City,eng Premier League,23,1997,3.2,0,1,0,0.0,0.32,0.00,0.00,,14.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
547,527,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,25,1996,16.6,0,5,0,0.0,0.30,0.00,0.00,,19.7,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
548,528,Max Christiansen,de GER,MF,Greuther Fürth,de Bundesliga,24,1996,22.8,0,10,1,10.0,0.44,0.04,0.00,0.00,24.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
549,529,Carney Chukwuemeka,eng ENG,"MF,FW",Aston Villa,eng Premier League,17,2003,3.3,0,4,1,25.0,1.20,0.30,0.00,0.00,17.1,0,0,0,0.6,0.6,0.16,-0.6,-0.6,Matches
550,530,Samuel Chukwueze,ng NGA,"MF,FW",Villarreal,es La Liga,22,1999,14.8,3,32,7,21.9,2.16,0.47,0.09,0.43,16.3,0,0,0,4.6,4.6,0.14,-1.6,-1.6,Matches
551,531,Víctor Chust,es ESP,DF,Cádiz,es La Liga,21,2000,20.3,0,9,2,22.2,0.44,0.10,0.00,0.00,10.3,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
552,532,Riccardo Ciervo,it ITA,"MF,DF",Sampdoria,it Serie A,19,2002,2.5,0,3,1,33.3,1.19,0.40,0.00,0.00,22.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
553,533,Jasper Cillessen,nl NED,GK,Valencia,es La Liga,32,1989,16.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
554,534,Pathé Ciss,sn SEN,MF,Rayo Vallecano,es La Liga,27,1994,12.2,2,19,5,26.3,1.56,0.41,0.11,0.40,26.8,2,0,0,1.7,1.7,0.09,+0.3,+0.3,Matches
555,535,Moustapha Cissé,gn GUI,FW,Atalanta,it Serie A,17,2003,0.4,1,3,1,33.3,7.11,2.37,0.33,1.00,12.4,0,0,0,0.6,0.6,0.20,+0.4,+0.4,Matches
556,536,Giorgio Cittadini,it ITA,DF,Atalanta,it Serie A,19,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
557,537,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,31,1989,11.3,0,7,1,14.3,0.62,0.09,0.00,0.00,7.8,0,0,0,1.1,1.1,0.15,-1.1,-1.1,Matches
558,538,Alexis Claude-Maurice,fr FRA,MF,Nice,fr Ligue 1,23,1998,2.3,0,6,1,16.7,2.58,0.43,0.00,0.00,18.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
559,539,Jonathan Clauss,fr FRA,DF,Lens,fr Ligue 1,28,1992,33.8,5,40,16,40.0,1.18,0.47,0.13,0.31,22.1,12,0,0,3.0,3.0,0.07,+2.0,+2.0,Matches
560,540,Carlos Clerc,es ESP,DF,Levante,es La Liga,29,1992,16.8,0,2,0,0.0,0.12,0.00,0.00,,16.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
561,541,Tom Cleverley,eng ENG,MF,Watford,eng Premier League,31,1989,18.0,0,12,7,58.3,0.67,0.39,0.00,0.00,21.0,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
562,542,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,30,1991,15.0,0,3,2,66.7,0.20,0.13,0.00,0.00,26.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
563,543,Conor Coady,eng ENG,DF,Wolves,eng Premier League,28,1993,37.3,4,12,4,33.3,0.32,0.11,0.33,1.00,12.5,0,0,0,2.8,2.8,0.23,+1.2,+1.2,Matches
564,544,Marcus Coco,fr FRA,"MF,FW",Nantes,fr Ligue 1,25,1996,10.3,1,12,3,25.0,1.16,0.29,0.08,0.33,17.4,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
565,545,Coke,es ESP,DF,Levante,es La Liga,34,1987,1.3,1,1,1,100.0,0.76,0.76,1.00,1.00,2.4,0,0,0,0.6,0.6,0.63,+0.4,+0.4,Matches
566,546,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,32,1988,29.5,1,8,1,12.5,0.27,0.03,0.13,1.00,18.3,0,0,0,1.2,1.2,0.15,-0.2,-0.2,Matches
567,547,Álex Collado,es ESP,"MF,FW",Granada,es La Liga,22,1999,11.3,2,17,8,47.1,1.50,0.71,0.12,0.25,25.2,1,0,0,0.8,0.8,0.05,+1.2,+1.2,Matches
568,548,Ebrima Colley,gm GAM,"FW,MF",Spezia,it Serie A,21,2000,4.4,0,12,5,41.7,2.74,1.14,0.00,0.00,21.8,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
569,549,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,28,1992,30.5,0,11,1,9.1,0.36,0.03,0.00,0.00,10.4,0,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
570,550,Nathan Collins,ie IRL,DF,Burnley,eng Premier League,20,2001,18.6,2,15,5,33.3,0.81,0.27,0.13,0.40,9.3,0,0,0,1.5,1.5,0.10,+0.5,+0.5,Matches
571,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
572,551,Kingsley Coman,fr FRA,"FW,DF",Bayern Munich,de Bundesliga,25,1996,15.1,6,46,20,43.5,3.05,1.32,0.13,0.30,17.2,0,0,0,4.0,4.0,0.09,+2.0,+2.0,Matches
573,552,Eray Cömert,ch SUI,DF,Valencia,es La Liga,23,1998,4.5,0,3,1,33.3,0.66,0.22,0.00,0.00,8.8,0,0,0,0.4,0.4,0.12,-0.4,-0.4,Matches
574,553,Santi Comesaña,es ESP,MF,Rayo Vallecano,es La Liga,24,1996,29.8,1,32,5,15.6,1.07,0.17,0.03,0.20,13.3,1,0,0,3.7,3.7,0.11,-2.7,-2.7,Matches
575,554,Diego Conde,es ESP,GK,Getafe,es La Liga,22,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
576,555,Aaron Connolly,ie IRL,"FW,MF",Brighton,eng Premier League,21,2000,1.7,0,2,0,0.0,1.15,0.00,0.00,,15.5,0,0,0,0.4,0.4,0.18,-0.4,-0.4,Matches
577,556,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,34,1987,36.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
578,557,Abdu Conté,pt POR,DF,Troyes,fr Ligue 1,23,1998,15.0,0,5,1,20.0,0.33,0.07,0.00,0.00,15.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
579,558,Andrea Conti,it ITA,"DF,MF",Sampdoria,it Serie A,27,1994,2.6,1,4,1,25.0,1.54,0.38,0.25,1.00,12.4,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Matches
580,559,Andrea Conti,it ITA,DF,Milan,it Serie A,27,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
581,560,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,29,1991,20.2,0,6,1,16.7,0.30,0.05,0.00,0.00,10.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
582,561,Lucas Copado,de GER,FW,Bayern Munich,de Bundesliga,17,2004,0.2,0,1,0,0.0,5.63,0.00,0.00,,17.7,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
583,562,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,17,2003,2.8,0,1,0,0.0,0.36,0.00,0.00,,9.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
584,563,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,30,1991,9.2,2,5,2,40.0,0.54,0.22,0.40,1.00,13.2,0,0,0,0.3,0.3,0.06,+1.7,+1.7,Matches
585,564,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,30,1990,14.7,0,11,3,27.3,0.75,0.20,0.00,0.00,27.7,4,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
586,565,Sergio Córdova,ve VEN,"FW,MF",Augsburg,de Bundesliga,23,1997,3.6,0,7,1,14.3,1.92,0.27,0.00,0.00,10.9,0,0,0,0.7,0.7,0.10,-0.7,-0.7,Matches
587,566,Jack Cork,eng ENG,MF,Burnley,eng Premier League,32,1989,18.6,1,7,1,14.3,0.38,0.05,0.14,1.00,18.0,0,0,0,0.7,0.7,0.10,+0.3,+0.3,Matches
588,567,Maxwel Cornet,ci CIV,"FW,MF",Burnley,eng Premier League,24,1996,19.6,9,46,22,47.8,2.34,1.12,0.20,0.41,16.9,4,0,1,6.7,5.9,0.13,+2.3,+3.1,Matches
589,568,Maxwel Cornet,ci CIV,DF,Lyon,fr Ligue 1,24,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
590,569,Jesús Corona,mx MEX,"FW,DF",Sevilla,es La Liga,28,1993,12.9,2,12,3,25.0,0.93,0.23,0.17,0.67,13.1,0,0,0,1.6,1.6,0.13,+0.4,+0.4,Matches
591,570,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,26,1995,20.6,12,50,23,46.0,2.42,1.12,0.24,0.52,17.0,0,0,0,7.3,7.3,0.15,+4.7,+4.7,Matches
592,571,Joaquín Correa,ar ARG,FW,Inter,it Serie A,26,1994,11.4,6,35,16,45.7,3.07,1.40,0.17,0.38,13.0,0,0,0,4.6,4.6,0.13,+1.4,+1.4,Matches
593,572,Thierry Correia,pt POR,DF,Valencia,es La Liga,22,1999,15.7,0,3,1,33.3,0.19,0.06,0.00,0.00,20.0,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
594,573,Danny da Costa,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,28,1993,8.1,0,2,0,0.0,0.25,0.00,0.00,,12.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
595,574,David Pereira da Costa,pt POR,"MF,FW",Lens,fr Ligue 1,20,2001,16.3,3,25,8,32.0,1.54,0.49,0.12,0.38,19.9,0,0,0,2.1,2.1,0.08,+0.9,+0.9,Matches
596,575,Hélder Costa,ao ANG,MF,Leeds United,eng Premier League,27,1994,0.2,0,1,0,0.0,4.09,0.00,0.00,,23.3,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
597,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
598,576,Hélder Costa,ao ANG,"MF,FW",Valencia,es La Liga,27,1994,12.4,0,9,2,22.2,0.72,0.16,0.00,0.00,17.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
599,577,Jaume Costa,es ESP,DF,Mallorca,es La Liga,33,1988,20.3,0,11,2,18.2,0.54,0.10,0.00,0.00,19.6,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
600,578,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,34,1987,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
601,579,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,28,1992,24.5,0,11,4,36.4,0.45,0.16,0.00,0.00,17.7,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
602,580,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,29,1991,9.4,5,26,10,38.5,2.75,1.06,0.19,0.50,9.2,0,0,0,4.7,4.7,0.18,+0.3,+0.3,Matches
603,581,Lassana Coulibaly,ml MLI,MF,Salernitana,it Serie A,25,1996,25.9,0,22,7,31.8,0.85,0.27,0.00,0.00,25.7,0,0,0,1.0,1.0,0.04,-1.0,-1.0,Matches
604,582,Mamadou Coulibaly,sn SEN,MF,Salernitana,it Serie A,22,1999,9.0,2,10,4,40.0,1.11,0.45,0.20,0.50,19.6,0,0,0,1.4,1.4,0.14,+0.6,+0.6,Matches
605,583,Tanguy Coulibaly,fr FRA,"FW,MF",Stuttgart,de Bundesliga,20,2001,12.0,0,13,3,23.1,1.08,0.25,0.00,0.00,16.8,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
606,584,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,29,1992,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
607,585,Philippe Coutinho,br BRA,"MF,FW",Aston Villa,eng Premier League,29,1992,14.8,5,43,16,37.2,2.91,1.08,0.12,0.31,21.2,6,0,0,3.8,3.8,0.09,+1.2,+1.2,Matches
608,586,Philippe Coutinho,br BRA,"MF,FW",Barcelona,es La Liga,29,1992,5.6,2,23,6,26.1,4.12,1.07,0.04,0.17,19.0,2,1,1,3.1,2.3,0.10,-1.1,-1.3,Matches
609,587,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,22,1999,30.8,2,6,3,50.0,0.19,0.10,0.33,0.67,14.5,0,0,0,1.6,1.6,0.26,+0.4,+0.4,Matches
610,588,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,27,1994,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
611,589,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,31,1989,30.3,2,18,3,16.7,0.59,0.10,0.11,0.67,20.5,8,0,0,1.1,1.1,0.06,+0.9,+0.9,Matches
612,590,Charlie Cresswell,eng ENG,DF,Leeds United,eng Premier League,18,2002,1.6,0,1,0,0.0,0.64,0.00,0.00,,9.2,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
613,591,Domenico Criscito,it ITA,DF,Genoa,it Serie A,34,1986,18.0,6,17,0,0.0,0.95,0.00,0.00,,32.5,0,6,7,5.8,0.3,0.02,+0.2,-0.3,Matches
614,592,Bryan Cristante,it ITA,MF,Roma,it Serie A,26,1995,29.8,2,40,5,12.5,1.34,0.17,0.05,0.40,17.0,0,0,0,2.2,2.2,0.06,-0.2,-0.2,Matches
615,593,Cristo,es ESP,DF,Real Sociedad,es La Liga,21,2000,0.2,0,1,0,0.0,5.29,0.00,0.00,,33.6,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
616,594,Enzo Crivelli,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,26,1995,1.1,0,3,1,33.3,2.65,0.88,0.00,0.00,14.1,0,0,0,0.5,0.5,0.18,-0.5,-0.5,Matches
617,595,Domen Črnigoj,si SVN,MF,Venezia,it Serie A,25,1995,20.9,3,32,12,37.5,1.53,0.57,0.09,0.25,22.4,0,0,0,2.2,2.2,0.07,+0.8,+0.8,Matches
618,596,Giovanni Crociata,it ITA,FW,Empoli,it Serie A,23,1997,0.2,0,1,0,0.0,6.00,0.00,0.00,,10.8,0,0,0,0.1,0.1,0.15,-0.1,-0.1,Matches
619,597,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,29,1992,21.5,0,3,0,0.0,0.14,0.00,0.00,,17.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
620,598,Juan Cuadrado,co COL,"DF,MF",Juventus,it Serie A,33,1988,27.6,4,36,13,36.1,1.30,0.47,0.11,0.31,21.4,5,0,0,1.7,1.7,0.05,+2.3,+2.3,Matches
621,599,Cucho,co COL,"FW,MF",Watford,eng Premier League,22,1999,12.7,5,34,10,29.4,2.67,0.78,0.15,0.50,19.0,5,0,0,2.5,2.5,0.07,+2.5,+2.5,Matches
622,600,Marc Cucurella,es ESP,DF,Brighton,eng Premier League,23,1998,34.3,1,18,3,16.7,0.52,0.09,0.06,0.33,20.9,0,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches
623,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
624,601,Marc Cucurella,es ESP,"MF,DF",Getafe,es La Liga,23,1998,0.3,0,1,0,0.0,3.91,0.00,0.00,,18.8,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
625,602,Jorge Cuenca,es ESP,DF,Getafe,es La Liga,21,1999,29.8,1,16,7,43.8,0.54,0.23,0.06,0.14,12.4,0,0,0,0.9,0.9,0.06,+0.1,+0.1,Matches
626,603,Mickaël Cuisance,fr FRA,MF,Venezia,it Serie A,21,1999,10.2,0,6,1,16.7,0.59,0.10,0.00,0.00,20.5,2,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches
627,604,Mickaël Cuisance,fr FRA,MF,Bayern Munich,de Bundesliga,21,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
628,605,Luke Cundle,eng ENG,MF,Wolves,eng Premier League,19,2002,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
629,606,Matheus Cunha,br BRA,FW,Atlético Madrid,es La Liga,22,1999,11.8,6,37,14,37.8,3.13,1.19,0.16,0.43,15.4,0,0,0,5.8,5.8,0.16,+0.2,+0.2,Matches
630,607,Matheus Cunha,br BRA,FW,Hertha BSC,de Bundesliga,22,1999,0.7,0,2,1,50.0,2.81,1.41,0.00,0.00,11.1,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
631,608,Patrick Cutrone,it ITA,FW,Empoli,it Serie A,23,1998,15.6,3,50,14,28.0,3.21,0.90,0.06,0.21,15.8,0,0,0,3.7,3.7,0.07,-0.7,-0.7,Matches
632,609,Wylan Cyprien,fr FRA,MF,Nantes,fr Ligue 1,26,1995,16.6,2,20,8,40.0,1.21,0.48,0.10,0.25,24.4,2,0,0,0.8,0.8,0.04,+1.2,+1.2,Matches
633,610,Rafael Czichos,de GER,DF,Köln,de Bundesliga,31,1990,15.6,0,2,0,0.0,0.13,0.00,0.00,,6.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
634,611,Lennart-Marten Czyborra,de GER,DF,Arminia,de Bundesliga,22,1999,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
635,612,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,32,1988,11.1,1,14,3,21.4,1.26,0.27,0.07,0.33,9.5,0,0,0,2.0,2.0,0.15,-1.0,-1.0,Matches
636,613,Lucas Da Cunha,fr FRA,MF,Nice,fr Ligue 1,20,2001,4.4,0,10,3,30.0,2.29,0.69,0.00,0.00,24.4,1,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
637,614,Lucas Da Cunha,fr FRA,"FW,MF",Clermont Foot,fr Ligue 1,20,2001,9.3,2,18,6,33.3,1.94,0.65,0.11,0.33,19.8,0,0,0,1.7,1.7,0.09,+0.3,+0.3,Matches
638,615,Damien Da Silva,fr FRA,DF,Lyon,fr Ligue 1,33,1988,12.5,0,12,1,8.3,0.96,0.08,0.00,0.00,10.7,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
639,616,Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,de Bundesliga,29,1992,14.6,3,33,9,27.3,2.27,0.62,0.09,0.33,12.4,0,0,0,4.5,4.5,0.14,-1.5,-1.5,Matches
640,617,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,22,1998,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
641,618,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,23,1998,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
642,619,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,25,1996,18.4,2,22,4,18.2,1.19,0.22,0.09,0.50,23.7,0,0,0,1.2,1.2,0.06,+0.8,+0.8,Matches
643,620,Patson Daka,zm ZAM,FW,Leicester City,eng Premier League,22,1998,12.9,5,26,15,57.7,2.02,1.16,0.19,0.33,15.2,0,0,0,4.2,4.2,0.16,+0.8,+0.8,Matches
644,621,Stuart Dallas,nir NIR,"DF,MF",Leeds United,eng Premier League,30,1991,32.4,1,30,8,26.7,0.92,0.25,0.03,0.13,21.7,0,0,0,1.9,1.9,0.06,-0.9,-0.9,Matches
645,622,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,22,1999,20.0,0,13,4,30.8,0.65,0.20,0.00,0.00,21.0,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
646,623,Mikkel Damsgaard,dk DEN,"MF,FW",Sampdoria,it Serie A,21,2000,6.4,0,11,2,18.2,1.71,0.31,0.00,0.00,21.2,1,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
647,624,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,20,2001,14.4,0,4,0,0.0,0.28,0.00,0.00,,10.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
648,625,Danilo,br BRA,"DF,MF",Juventus,it Serie A,30,1991,21.0,1,13,3,23.1,0.62,0.14,0.08,0.33,21.1,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches
649,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
650,626,Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,24,1997,16.4,10,59,25,42.4,3.61,1.53,0.12,0.28,15.1,2,3,3,11.9,9.5,0.16,-1.9,-2.5,Matches
651,627,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,22,1998,31.0,2,13,4,30.8,0.42,0.13,0.15,0.50,10.6,0,0,0,1.7,1.7,0.13,+0.3,+0.3,Matches
652,628,Dante,br BRA,DF,Nice,fr Ligue 1,37,1983,31.9,0,12,2,16.7,0.38,0.06,0.00,0.00,14.2,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
653,629,Ebrima Darboe,gm GAM,MF,Roma,it Serie A,20,2001,0.7,0,1,0,0.0,1.43,0.00,0.00,,18.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
654,630,Márton Dárdai,de GER,DF,Hertha BSC,de Bundesliga,19,2002,8.4,0,4,3,75.0,0.48,0.36,0.00,0.00,16.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
