,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 25_level_0
390,376,Gustavo Cabral,ar ARG,DF,Celta Vigo,es La Liga,32,1985,21.1,6,2,2,19,6,4,0,33,26,0,0,1,96,70,44,61.4,Matches
391,377,Rafael Cabral,br BRA,GK,Sampdoria,it Serie A,28,1990,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
392,378,Leandro Cabrera,uy URU,DF,Getafe,es La Liga,27,1991,31.0,11,1,1,35,14,2,28,52,26,0,0,1,137,158,68,69.9,Matches
393,379,Fabrizio Cacciatore,it ITA,DF,Cagliari,it Serie A,31,1986,6.4,2,0,0,8,2,0,23,7,7,0,1,0,29,4,10,28.6,Matches
394,380,Fabrizio Cacciatore,it ITA,DF,Chievo,it Serie A,31,1986,5.5,1,0,0,3,4,0,16,5,4,0,0,0,30,10,7,58.8,Matches
395,381,Martín Cáceres,uy URU,DF,Lazio,it Serie A,31,1987,3.4,0,0,0,1,3,0,4,0,2,0,0,0,17,3,3,50.0,Matches
396,382,Martín Cáceres,uy URU,DF,Juventus,it Serie A,31,1987,7.0,1,0,0,6,0,0,5,4,3,0,0,0,36,14,18,43.8,Matches
397,383,Anthony Caci,fr FRA,DF,Strasbourg,fr Ligue 1,21,1997,25.5,1,0,0,27,8,1,39,47,30,0,1,0,143,21,31,40.4,Matches
398,384,Mathieu Cafaro,fr FRA,"FW,MF",Reims,fr Ligue 1,21,1997,23.3,5,0,0,35,31,3,147,20,28,0,0,0,118,14,34,29.2,Matches
399,385,Gary Cahill,eng ENG,DF,Chelsea,eng Premier League,32,1985,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
400,386,Yannick Cahuzac,fr FRA,"MF,DF",Toulouse,fr Ligue 1,33,1985,15.9,8,1,0,24,19,0,1,24,19,0,1,0,101,32,22,59.3,Matches
401,387,Felipe Caicedo,ec ECU,FW,Lazio,it Serie A,29,1988,15.2,4,0,0,28,24,9,0,5,12,1,0,0,43,23,49,31.9,Matches
402,388,Marc-Aurèle Caillard,fr FRA,GK,Guingamp,fr Ligue 1,24,1994,21.0,0,0,0,0,5,0,0,2,0,0,0,0,9,4,0,100.0,Matches
403,389,Tom Cairney,sct SCO,"MF,FW",Fulham,eng Premier League,27,1991,24.4,0,0,0,9,40,0,27,10,21,0,0,0,139,9,15,37.5,Matches
404,390,Caiuby,br BRA,"MF,FW",Augsburg,de Bundesliga,30,1988,11.2,3,0,0,19,18,3,16,5,10,0,0,0,54,55,43,56.1,Matches
405,391,Arturo Calabresi,it ITA,DF,Bologna,it Serie A,22,1996,15.7,8,0,0,18,11,2,20,34,27,0,2,0,72,15,14,51.7,Matches
406,392,Davide Calabria,it ITA,DF,Milan,it Serie A,21,1996,21.7,5,0,0,14,18,1,65,32,51,0,0,0,133,12,18,40.0,Matches
407,393,Jordi Calavera,es ESP,DF,Eibar,es La Liga,22,1995,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
408,394,Fernando Calero,es ESP,DF,Valladolid,es La Liga,22,1995,34.8,7,0,0,35,12,0,4,55,31,0,2,0,160,69,89,43.7,Matches
409,395,Duje Ćaleta-Car,hr CRO,DF,Marseille,fr Ligue 1,21,1996,17.2,1,2,0,13,6,0,1,20,16,0,0,0,84,65,26,71.4,Matches
410,396,Hakan Çalhanoğlu,tr TUR,"MF,FW",Milan,it Serie A,24,1994,32.0,3,0,0,29,38,4,152,28,31,0,0,0,172,21,27,43.8,Matches
411,397,Daniel Caligiuri,it ITA,"DF,FW",Schalke 04,de Bundesliga,30,1988,30.6,9,0,0,30,38,0,179,50,52,1,1,0,224,39,38,50.6,Matches
412,398,José Callejón,es ESP,"MF,FW",Napoli,it Serie A,31,1987,29.4,1,0,0,15,48,18,158,22,18,0,0,0,160,9,32,22.0,Matches
413,399,Jonathan Calleri,ar ARG,FW,Alavés,es La Liga,24,1993,31.9,6,0,0,70,70,15,48,7,13,2,0,0,86,198,234,45.8,Matches
414,400,Jan-Ingwer Callsen-Bracker,de GER,DF,Augsburg,de Bundesliga,33,1984,0.1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
415,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
416,401,Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,21,1997,19.8,3,0,0,34,32,6,8,7,7,1,0,0,61,110,146,43.0,Matches
417,402,Ignacio Camacho,es ESP,MF,Wolfsburg,de Bundesliga,28,1990,6.0,3,0,0,14,11,1,2,18,9,0,0,0,36,30,10,75.0,Matches
418,403,Juanjo Camacho,es ESP,"MF,DF",Huesca,es La Liga,37,1980,0.4,0,0,0,0,0,0,2,0,1,0,0,0,4,1,3,25.0,Matches
419,404,Rafael Camacho,pt POR,DF,Liverpool,eng Premier League,18,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
420,405,Mahdi Camara,fr FRA,FW,Saint-Étienne,fr Ligue 1,20,1998,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
421,406,Souleymane Camara,sn SEN,"FW,MF",Montpellier,fr Ligue 1,35,1982,1.5,0,0,0,3,6,2,3,0,0,0,0,0,7,6,11,35.3,Matches
422,407,Víctor Camarasa,es ESP,MF,Cardiff City,eng Premier League,24,1994,28.5,6,0,0,23,29,1,121,33,15,0,0,0,168,19,31,38.0,Matches
423,408,Eduardo Camavinga,fr FRA,MF,Rennes,fr Ligue 1,15,2002,4.0,1,0,0,9,11,0,0,4,15,0,0,0,25,4,2,66.7,Matches
424,409,Sergio Camello,es ESP,FW,Atlético Madrid,es La Liga,17,2001,0.5,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,Matches
425,410,José Campaña,es ESP,MF,Levante,es La Liga,25,1993,35.7,11,0,0,42,35,4,149,48,45,0,1,0,268,41,45,47.7,Matches
426,411,Joel Campbell,cr CRC,"FW,MF",Frosinone,it Serie A,26,1992,9.9,4,0,0,16,36,8,21,3,10,0,0,0,26,2,20,9.1,Matches
427,412,Emre Can,de GER,MF,Juventus,it Serie A,24,1994,20.1,7,0,0,44,23,4,18,28,38,0,1,1,120,39,22,63.9,Matches
428,413,Sergio Canales,es ESP,MF,Betis,es La Liga,27,1991,29.5,5,0,0,28,50,11,143,9,30,0,0,0,150,6,22,21.4,Matches
429,414,João Cancelo,pt POR,DF,Juventus,it Serie A,24,1994,21.9,6,0,0,32,24,0,109,15,28,1,1,0,140,21,32,39.6,Matches
430,415,Antonio Candreva,it ITA,"FW,MF",Inter,it Serie A,31,1987,5.6,0,0,0,8,10,4,71,4,1,0,0,0,19,1,3,25.0,Matches
431,416,Ander Capa,es ESP,"DF,FW",Athletic Club,es La Liga,26,1992,18.2,9,0,0,44,16,8,50,30,27,0,0,0,78,28,15,65.1,Matches
432,417,Luan Capanni,br BRA,FW,Lazio,it Serie A,18,2000,0.1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,100.0,Matches
433,418,Pierrick Capelle,fr FRA,"DF,MF",Angers,fr Ligue 1,31,1987,20.5,2,0,0,32,8,1,62,38,31,0,0,0,148,30,29,50.8,Matches
434,419,Leonardo Capezzi,it ITA,MF,Empoli,it Serie A,23,1995,8.6,4,0,0,23,6,0,7,10,9,0,1,1,60,8,15,34.8,Matches
435,420,Étienne Capoue,fr FRA,MF,Watford,eng Premier League,30,1988,32.7,14,1,0,47,58,0,5,85,56,0,0,0,256,63,49,56.3,Matches
436,421,Gianluca Caprari,it ITA,"FW,MF",Sampdoria,it Serie A,25,1993,11.5,1,0,0,20,25,5,41,4,9,0,0,0,55,1,11,8.3,Matches
437,422,Marco Capuano,it ITA,DF,Frosinone,it Serie A,26,1991,25.6,5,1,0,20,11,0,2,34,33,0,0,0,135,61,49,55.5,Matches
438,423,Francesco Caputo,it ITA,FW,Empoli,it Serie A,30,1987,38.0,3,0,0,28,35,31,15,2,9,2,0,0,79,24,56,30.0,Matches
439,424,Yoan Cardinale,fr FRA,GK,Nice,fr Ligue 1,24,1994,3.0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,Matches
440,425,Marc Cardona,es ESP,"FW,MF",Eibar,es La Liga,23,1995,6.7,1,0,0,9,12,5,7,1,5,0,0,0,33,16,23,41.0,Matches
441,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
442,426,Diego Carlos,br BRA,DF,Nantes,fr Ligue 1,25,1993,35.0,8,0,0,44,26,2,5,50,34,0,1,0,209,86,69,55.5,Matches
443,427,Jonas Carls,de GER,FW,Schalke 04,de Bundesliga,21,1997,1.0,0,0,0,0,0,0,5,1,2,0,0,0,6,0,0,,Matches
444,428,Louis Carnot,fr FRA,MF,Guingamp,fr Ligue 1,17,2001,0.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,Matches
445,429,Lionel Carole,fr FRA,"DF,FW",Strasbourg,fr Ligue 1,27,1991,19.2,2,0,0,12,27,2,51,32,12,0,0,0,107,27,30,47.4,Matches
446,430,Daniel Carriço,pt POR,DF,Sevilla,es La Liga,29,1988,23.7,10,0,0,30,6,1,2,31,18,0,0,0,118,58,47,55.2,Matches
447,431,Guido Carrillo,ar ARG,FW,Leganés,es La Liga,27,1991,22.1,5,0,0,41,29,9,2,8,14,0,0,0,58,209,151,58.1,Matches
448,432,Andy Carroll,eng ENG,FW,West Ham,eng Premier League,29,1989,5.1,2,0,0,11,8,3,1,1,2,0,0,0,14,46,40,53.5,Matches
449,433,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,26,1992,23.4,10,0,0,30,34,2,57,26,24,0,0,0,137,20,22,47.6,Matches
450,434,William Carvalho,pt POR,MF,Betis,es La Liga,26,1992,26.5,7,0,0,24,35,2,3,12,27,0,0,0,202,40,17,70.2,Matches
451,435,Casemiro,br BRA,MF,Real Madrid,es La Liga,26,1992,25.7,7,1,1,47,49,0,8,41,52,1,2,0,184,83,51,61.9,Matches
452,436,Santiago Cáseres,ar ARG,MF,Villarreal,es La Liga,21,1997,17.6,10,0,0,34,13,0,0,14,35,0,0,0,98,25,42,37.3,Matches
453,437,Moreto Cassamã,gw GNB,MF,Reims,fr Ligue 1,20,1998,0.7,0,0,0,2,0,0,0,1,3,0,0,0,4,0,0,,Matches
454,438,Francesco Cassata,it ITA,MF,Frosinone,it Serie A,21,1997,12.5,9,1,0,31,22,0,8,6,11,0,0,0,71,7,9,43.8,Matches
455,439,Timothy Castagne,be BEL,DF,Atalanta,it Serie A,22,1995,22.3,3,0,0,20,14,0,56,28,39,0,0,0,131,24,24,50.0,Matches
456,440,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,26,1992,25.5,0,0,0,0,2,0,0,0,0,0,0,0,35,9,0,100.0,Matches
457,441,Samu Castillejo,es ESP,"FW,MF",Milan,it Serie A,23,1995,11.4,3,0,0,27,26,4,55,8,10,0,1,0,67,13,25,34.2,Matches
458,442,Gonzalo Castro,de GER,MF,Stuttgart,de Bundesliga,31,1987,18.8,4,0,0,30,15,0,84,29,28,0,2,0,103,13,24,35.1,Matches
459,443,Jonny Castro,es ESP,"DF,MF",Wolves,eng Premier League,24,1994,30.8,6,0,0,23,34,5,46,60,43,1,0,0,171,38,50,43.2,Matches
460,444,Lucas Castro,ar ARG,MF,Cagliari,it Serie A,29,1989,10.0,1,0,0,17,10,2,29,17,11,0,0,0,61,10,14,41.7,Matches
461,445,Danilo Cataldi,it ITA,"MF,FW",Lazio,it Serie A,23,1994,6.4,2,0,0,6,3,1,41,7,7,0,0,0,37,2,7,22.2,Matches
462,446,Catena,es ESP,DF,Rayo Vallecano,es La Liga,23,1994,2.0,1,0,0,4,2,0,0,8,4,0,1,0,7,6,4,60.0,Matches
463,447,Craig Cathcart,nir NIR,DF,Watford,eng Premier League,29,1989,34.4,2,0,0,16,8,0,3,38,31,0,0,2,160,86,79,52.1,Matches
464,448,Ivan Cavaleiro,pt POR,"FW,MF",Wolves,eng Premier League,24,1993,7.7,1,0,0,13,5,6,54,4,4,0,1,0,31,9,22,29.0,Matches
465,449,Edinson Cavani,uy URU,FW,Paris S-G,fr Ligue 1,31,1987,18.6,1,0,0,11,16,10,5,6,8,2,0,0,42,4,12,25.0,Matches
466,450,Santi Cazorla,es ESP,"MF,FW",Villarreal,es La Liga,33,1984,29.4,2,0,0,22,58,0,158,28,34,0,0,0,201,9,33,21.4,Matches
467,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
468,451,Dani Ceballos,es ESP,"MF,FW",Real Madrid,es La Liga,21,1996,13.9,3,0,0,16,40,1,8,15,21,0,0,0,102,9,18,33.3,Matches
469,452,Federico Ceccherini,it ITA,DF,Fiorentina,it Serie A,26,1992,11.0,2,0,0,17,20,1,2,21,10,0,0,0,54,30,21,58.8,Matches
470,453,Petr Čech,cz CZE,GK,Arsenal,eng Premier League,36,1982,6.5,0,0,0,0,2,0,0,0,1,0,0,0,6,1,1,50.0,Matches
471,454,Žan Celar,si SVN,FW,Roma,it Serie A,19,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
472,455,Zeki Çelik,tr TUR,DF,Lille,fr Ligue 1,21,1997,33.0,5,1,0,55,27,1,87,34,59,2,3,0,176,24,34,41.4,Matches
473,456,Luca Ceppitelli,it ITA,DF,Cagliari,it Serie A,28,1989,22.8,6,2,0,21,15,0,3,20,24,0,1,1,139,59,40,59.6,Matches
474,457,Fabio Ceravolo,it ITA,FW,Parma,it Serie A,31,1987,13.2,1,0,0,22,21,30,5,2,1,0,0,0,37,22,73,23.2,Matches
475,458,Alberto Cerri,it ITA,FW,Cagliari,it Serie A,22,1996,7.4,3,0,0,24,10,3,4,2,2,0,0,0,19,48,49,49.5,Matches
476,459,Boštjan Cesar,si SVN,DF,Chievo,it Serie A,36,1982,12.0,3,0,0,17,5,2,0,14,10,0,0,0,43,31,13,70.5,Matches
477,460,Nacer Chadli,be BEL,"MF,DF",Monaco,fr Ligue 1,28,1989,7.7,1,0,0,10,8,2,34,3,5,0,0,0,29,16,7,69.6,Matches
478,461,Fouad Chafik,ma MAR,DF,Dijon,fr Ligue 1,31,1986,20.5,2,0,0,14,18,1,47,25,31,0,0,0,112,16,22,42.1,Matches
479,462,Nathaniel Chalobah,eng ENG,MF,Watford,eng Premier League,23,1994,3.0,2,0,0,5,3,0,1,5,2,0,0,0,19,4,4,50.0,Matches
480,463,Calum Chambers,eng ENG,"MF,DF",Fulham,eng Premier League,23,1995,28.8,9,0,0,34,4,0,14,69,36,0,0,0,233,64,54,54.2,Matches
481,464,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,28,1990,0.2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,100.0,Matches
482,465,Kwon Chang-hoon,kr KOR,"FW,MF",Dijon,fr Ligue 1,24,1994,10.4,1,0,0,8,12,4,44,8,4,0,0,0,53,16,22,42.1,Matches
483,466,Charles,br BRA,FW,Eibar,es La Liga,34,1984,19.3,4,0,0,39,29,13,12,4,5,1,0,0,54,101,125,44.7,Matches
484,467,Xavier Chavalerin,fr FRA,MF,Reims,fr Ligue 1,27,1991,36.0,8,0,0,48,10,1,107,72,61,0,1,0,216,10,23,30.3,Matches
485,468,Pablo Chavarría,ar ARG,FW,Reims,fr Ligue 1,30,1988,21.9,3,0,0,47,22,30,28,4,12,0,0,0,54,74,112,39.8,Matches
486,469,Chechu,es ESP,DF,Rayo Vallecano,es La Liga,36,1982,1.0,0,0,0,0,1,0,0,2,0,0,0,0,3,2,1,66.7,Matches
487,470,Pape Cheikh Diop,sn SEN,MF,Lyon,fr Ligue 1,20,1997,5.0,3,0,0,13,7,0,0,2,0,0,0,0,20,2,8,20.0,Matches
488,471,Chema,es ESP,DF,Levante,es La Liga,26,1992,13.9,7,0,0,19,5,0,0,19,19,0,0,0,51,31,16,66.0,Matches
489,472,Denis Cheryshev,ru RUS,MF,Valencia,es La Liga,27,1990,19.0,2,0,0,42,19,10,95,15,32,0,0,0,113,33,43,43.4,Matches
490,473,Raman Chibsah,gh GHA,MF,Frosinone,it Serie A,25,1993,29.1,5,0,0,46,29,6,19,32,27,0,1,0,185,20,37,35.1,Matches
491,474,Leandro Chichizola,ar ARG,GK,Getafe,es La Liga,28,1990,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
492,475,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,33,1984,22.1,3,0,0,14,21,1,6,30,13,0,0,0,114,50,22,69.4,Matches
493,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
494,476,Federico Chiesa,it ITA,FW,Fiorentina,it Serie A,20,1997,33.7,4,0,0,56,59,10,93,10,27,4,0,0,143,14,47,23.0,Matches
495,477,Ben Chilwell,eng ENG,DF,Leicester City,eng Premier League,21,1996,36.0,4,0,0,32,44,2,132,38,29,0,0,0,185,108,71,60.3,Matches
496,478,Vlad Chiricheș,ro ROU,DF,Napoli,it Serie A,28,1989,1.6,0,0,0,2,1,0,0,1,1,0,0,0,13,4,3,57.1,Matches
497,479,Tahith Chong,nl NED,FW,Manchester Utd,eng Premier League,18,1999,0.4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,Matches
498,480,Hamza Choudhury,eng ENG,MF,Leicester City,eng Premier League,20,1997,6.6,0,0,0,7,2,0,3,15,10,0,0,0,33,5,6,45.5,Matches
499,481,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,22,1996,6.9,1,0,0,8,3,0,0,4,4,0,0,0,49,18,15,54.5,Matches
500,482,Cyrus Christie,ie IRL,"DF,MF",Fulham,eng Premier League,25,1992,21.6,7,0,0,29,13,2,90,29,23,0,1,0,94,56,32,63.6,Matches
501,483,Samuel Chukwueze,ng NGA,"MF,FW",Villarreal,es La Liga,19,1999,19.0,2,0,0,20,20,19,24,10,11,0,0,0,102,15,29,34.1,Matches
502,484,Camillo Ciano,it ITA,"FW,MF",Frosinone,it Serie A,28,1990,27.3,12,0,0,69,89,17,229,8,15,2,0,0,132,19,83,18.6,Matches
503,485,Amato Ciciretti,it ITA,"FW,MF",Parma,it Serie A,24,1993,1.5,0,0,0,1,4,0,3,3,0,0,0,0,9,1,3,25.0,Matches
504,486,Luca Cigarini,it ITA,MF,Cagliari,it Serie A,32,1986,18.7,9,0,0,33,18,0,74,26,33,0,0,0,150,16,16,50.0,Matches
505,487,Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,31,1987,11.1,3,0,0,15,10,1,8,20,18,0,0,0,68,12,11,52.2,Matches
506,488,Jasper Cillessen,nl NED,GK,Barcelona,es La Liga,29,1989,3.0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,100.0,Matches
507,489,Laurent Ciman,be BEL,DF,Dijon,fr Ligue 1,32,1985,8.0,3,0,0,11,5,0,0,7,6,0,0,0,45,17,14,54.8,Matches
508,490,Daniel Ciofani,it ITA,FW,Frosinone,it Serie A,33,1985,18.0,1,0,0,27,19,6,3,3,6,0,0,0,47,101,100,50.2,Matches
509,491,Thiago Cionek,pl POL,DF,SPAL,it Serie A,32,1986,28.2,12,2,0,52,37,1,18,55,44,1,2,0,177,61,52,54.0,Matches
510,492,Ibrahima Cissé,gn GUI,MF,Fulham,eng Premier League,24,1994,1.0,0,0,0,1,0,0,0,3,0,0,0,0,10,1,0,100.0,Matches
511,493,Till Cissokho,fr FRA,DF,Bordeaux,fr Ligue 1,18,2000,0.9,0,0,0,1,1,0,0,2,0,0,0,0,4,3,1,75.0,Matches
512,494,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,28,1989,9.5,1,0,0,6,6,0,3,12,17,0,0,0,46,42,23,64.6,Matches
513,495,Tom Cleverley,eng ENG,MF,Watford,eng Premier League,28,1989,5.3,2,0,0,8,4,1,4,5,9,0,0,0,37,4,9,30.8,Matches
514,496,Nathaniel Clyne,eng ENG,DF,Bournemouth,eng Premier League,27,1991,12.7,2,0,0,9,3,0,18,16,18,0,0,0,58,5,12,29.4,Matches
515,497,Nathaniel Clyne,eng ENG,DF,Liverpool,eng Premier League,27,1991,1.2,0,0,0,0,2,0,3,2,3,0,0,0,6,1,0,100.0,Matches
516,498,Conor Coady,eng ENG,DF,Wolves,eng Premier League,25,1993,38.0,5,0,0,10,9,0,0,30,19,0,0,3,251,32,23,58.2,Matches
517,499,Marcus Coco,fr FRA,"FW,MF",Guingamp,fr Ligue 1,22,1996,20.4,3,1,0,47,49,6,60,23,23,1,0,0,99,69,67,50.7,Matches
518,500,Coke,es ESP,DF,Levante,es La Liga,31,1987,20.2,5,1,1,26,31,1,44,40,27,0,0,0,113,24,37,39.3,Matches
519,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
520,501,Joel Coleman,eng ENG,GK,Huddersfield,eng Premier League,22,1995,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
521,502,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,29,1988,28.4,1,0,0,22,20,3,81,26,25,0,1,1,169,44,31,58.7,Matches
522,503,Álex Collado,es ESP,FW,Barcelona,es La Liga,19,1999,0.9,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,Matches
523,504,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,25,1992,19.6,1,1,1,17,6,2,2,22,11,0,1,0,102,47,40,54.0,Matches
524,505,Racine Coly,sn SEN,"DF,MF",Nice,fr Ligue 1,22,1995,5.6,2,0,0,8,6,0,10,9,2,0,0,0,39,13,15,46.4,Matches
525,506,Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,22,1996,15.3,2,0,0,17,41,3,55,5,6,0,0,0,76,12,14,46.2,Matches
526,507,Santi Comesaña,es ESP,MF,Rayo Vallecano,es La Liga,21,1996,22.6,6,0,0,28,28,1,7,30,35,0,0,0,137,36,51,41.4,Matches
527,508,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,33,1985,36.6,5,1,0,38,29,1,6,67,45,0,0,0,159,76,57,57.1,Matches
528,509,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,31,1987,35.7,2,1,0,1,7,0,0,1,0,0,0,0,24,7,2,77.8,Matches
529,510,Andrea Conti,it ITA,DF,Milan,it Serie A,24,1994,5.6,3,0,0,11,4,1,20,15,5,0,0,0,22,10,12,45.5,Matches
530,511,Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,21,1997,8.0,2,0,0,12,5,0,10,8,6,0,0,0,60,5,10,33.3,Matches
531,512,Steve Cook,eng ENG,DF,Bournemouth,eng Premier League,27,1991,31.0,3,0,0,18,27,1,11,50,19,0,1,1,144,121,75,61.7,Matches
532,513,Duje Čop,hr CRO,FW,Valladolid,es La Liga,28,1990,7.6,2,0,0,6,8,3,6,3,4,1,0,0,15,14,32,30.4,Matches
533,514,Francis Coquelin,fr FRA,MF,Valencia,es La Liga,27,1991,19.6,5,0,0,22,29,0,1,49,31,0,0,0,162,35,19,64.8,Matches
534,515,Gabriele Corbo,it ITA,DF,Bologna,it Serie A,18,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
535,516,Iñigo Córdoba,es ESP,"FW,MF",Athletic Club,es La Liga,21,1997,14.7,3,0,0,19,20,2,44,17,23,0,0,0,96,22,18,55.0,Matches
536,517,Sergio Córdova,ve VEN,FW,Augsburg,de Bundesliga,20,1997,5.9,1,0,0,15,19,3,5,3,5,0,0,0,23,15,28,34.9,Matches
537,518,Benjamin Corgnet,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,31,1987,7.5,0,0,0,17,19,2,19,6,12,0,0,0,17,22,24,47.8,Matches
538,519,Ante Ćorić,hr CRO,MF,Roma,it Serie A,21,1997,0.3,0,0,0,1,0,0,4,0,0,0,0,0,1,0,1,0.0,Matches
539,520,Jack Cork,eng ENG,MF,Burnley,eng Premier League,29,1989,36.8,6,0,0,30,38,4,14,29,27,0,0,0,219,51,78,39.5,Matches
540,521,Andreas Cornelius,dk DEN,FW,Bordeaux,fr Ligue 1,25,1993,8.8,4,0,0,39,17,8,4,1,1,0,0,0,22,74,50,59.7,Matches
541,522,Maxwel Cornet,ci CIV,FW,Lyon,fr Ligue 1,21,1996,14.2,2,0,0,8,18,9,52,5,11,0,0,0,51,19,27,41.3,Matches
542,523,Quentin Cornette,fr FRA,"FW,MF",Amiens,fr Ligue 1,24,1994,2.3,0,0,0,3,7,1,7,1,1,0,0,0,6,0,1,0.0,Matches
543,524,Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,es La Liga,23,1995,21.3,7,1,0,38,36,11,34,17,19,1,0,0,123,10,25,28.6,Matches
544,525,Joaquín Correa,ar ARG,"FW,MF",Lazio,it Serie A,23,1994,21.4,5,0,0,28,41,8,17,2,13,1,0,0,80,19,33,36.5,Matches
545,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
546,526,Danny da Costa,de GER,"DF,FW",Eint Frankfurt,de Bundesliga,25,1993,33.7,1,0,0,33,20,13,116,32,35,0,0,0,185,53,50,51.5,Matches
547,527,Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,29,1988,12.4,4,1,0,22,15,11,4,2,1,0,0,0,24,29,61,32.2,Matches
548,528,Douglas Costa,br BRA,"FW,MF",Juventus,it Serie A,27,1990,6.9,2,1,0,13,8,1,46,4,8,0,0,0,37,0,6,0.0,Matches
549,529,Filippo Costa,it ITA,"DF,FW",SPAL,it Serie A,23,1995,6.3,0,0,0,5,7,0,16,8,13,0,0,0,25,6,7,46.2,Matches
550,530,Hélder Costa,ao ANG,"FW,MF",Wolves,eng Premier League,24,1994,14.9,3,0,0,20,23,6,50,9,14,0,0,0,76,10,35,22.2,Matches
551,531,Jaume Costa,es ESP,DF,Villarreal,es La Liga,30,1988,16.6,6,0,0,20,23,0,44,21,21,0,0,1,82,25,23,52.1,Matches
552,532,Nuno da Costa,cv CPV,FW,Strasbourg,fr Ligue 1,27,1991,22.8,3,0,0,40,42,9,15,14,27,1,0,0,56,52,67,43.7,Matches
553,533,David Costas,es ESP,DF,Celta Vigo,es La Liga,23,1995,13.0,4,0,0,16,7,1,1,18,13,0,0,0,63,28,10,73.7,Matches
554,534,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,31,1987,37.0,0,0,0,0,2,0,0,0,0,0,0,0,33,5,3,62.5,Matches
555,535,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,26,1991,19.5,6,1,1,54,21,21,14,4,7,1,0,0,41,141,102,58.0,Matches
