,Unnamed: 0_x,Player,Pos,Squad,Rk,Tkl,Tkl.1,TklW,Blocks,Int,Clr,Err,90s,Cmp,Cmp.1,Cmp.2,Cmp.3,Cmp%,Cmp%.1,Cmp%.2,Cmp%.3,Ast,xAG,KP,1/3,PPA,CrsPA,PrgP,SCA,GCA,Sh,SoT%,npxG,Touches,Att,Succ%,PrgC,Mis,Dis,PrgR,G-PK,G-PK.1,Fls,Fld,PKwon,OG,Recov,Won%,Unnamed: 0_y,club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
10,74,Dani Alves,"MF,DF",Paris S-G,75,42,13,22,18,8,11,0,18.0,1316,766,359,88,83.2,93.2,82.2,59.5,7,6.4,33,135,47,11,163,60,11,27,22.2,1.8,1745,30,53.3,41,22,24,131,1,0.06,43,23,0,1,121,37.9,15106,Paris Saint-Germain,Dani Alves,36.0,Right-Back,São Paulo,free transfer,out,Summer,0.0,Ligue 1,2019,2019/2020
11,82,Nadiem Amiri,MF,Hoffenheim,83,14,3,9,11,7,4,0,8.4,320,168,118,18,85.3,90.8,91.5,52.9,1,1.4,16,29,12,1,50,28,3,18,33.3,2.2,469,27,74.1,22,11,13,36,3,0.36,14,14,0,0,44,27.3,11945,TSG 1899 Hoffenheim,Nadiem Amiri,22.0,Central Midfield,Bay. Leverkusen,€9.00m,out,Summer,9.0,1 Bundesliga,2019,2019/2020
12,85,Joachim Andersen,DF,Sampdoria,86,40,19,27,30,35,147,1,32.0,1804,598,937,254,88.6,92.9,93.7,70.8,1,0.7,8,139,5,0,154,27,3,13,38.5,1.0,2328,16,93.8,25,10,6,3,0,0.0,31,13,0,0,159,55.2,24706,UC Sampdoria,Joachim Andersen,23.0,Centre-Back,Olympique Lyon,€24.00m,out,Summer,24.0,Serie A,2019,2019/2020
13,87,Florin Andone,FW,Brighton,88,10,1,2,9,3,12,0,9.8,113,73,29,2,66.5,77.7,59.2,33.3,0,0.1,2,3,1,1,4,13,1,19,42.1,2.5,345,37,24.3,13,48,33,62,3,0.31,28,20,0,0,42,33.0,21302,Brighton & Hove Albion,Florin Andone,26.0,Centre-Forward,Galatasaray,Loan fee:€700Th.,out,Summer,0.7,Premier League,2019,2019/2020
14,88,Benjamin André,MF,Rennes,89,101,33,60,40,54,58,0,27.7,1174,600,427,78,78.0,85.8,80.7,60.0,1,0.8,20,108,20,1,185,67,6,28,32.1,3.0,1884,32,65.6,52,55,39,86,3,0.11,59,48,1,0,218,59.0,15168,Stade Rennais FC,Benjamin André,28.0,Defensive Midfield,LOSC Lille,€7.00m,out,Summer,7.0,Ligue 1,2019,2019/2020
15,94,Cristian Ansaldi,"DF,MF",Torino,95,50,15,26,21,15,31,0,20.1,574,268,192,93,64.6,87.3,62.5,43.9,2,2.9,35,53,47,30,93,66,5,39,25.6,1.4,1159,80,66.3,96,48,33,108,3,0.15,22,32,0,0,114,15.8,24358,Inter Milan,Cristian Ansaldi,32.0,Left-Back,Torino,€2.50m,out,Summer,2.5,Serie A,2019,2019/2020
16,95,Mirco Antenucci,FW,SPAL,96,11,1,9,14,5,5,0,23.7,410,252,114,14,75.8,84.3,74.5,66.7,0,1.6,23,31,11,2,50,64,5,48,33.3,5.0,764,42,47.6,41,77,45,172,4,0.17,29,37,0,0,54,45.3,24825,SPAL,Mirco Antenucci,34.0,Centre-Forward,Bari,free transfer,out,Summer,0.0,Serie A,2019,2019/2020
17,107,Guilherme Arana,DF,Sevilla,108,11,6,6,6,9,8,0,7.0,231,140,77,13,79.9,89.2,82.8,59.1,0,0.0,1,3,2,1,13,5,0,6,33.3,0.9,346,8,37.5,15,6,3,27,0,0.0,5,8,0,0,35,50.0,15202,Sevilla FC,Guilherme Arana,22.0,Left-Back,Atlético-MG,Loan fee:€2.50m,out,Winter,2.5,Primera Division,2019,2019/2020
18,113,Alphonse Areola,GK,Paris S-G,114,1,1,1,0,0,4,1,21.0,445,94,251,99,86.2,100.0,98.8,59.6,0,0.0,0,1,0,0,0,3,1,0,,0.0,552,0,,0,0,0,0,0,0.0,0,1,0,0,27,66.7,15104,Paris Saint-Germain,Alphonse Areola,26.0,Goalkeeper,Real Madrid,Loan fee:€2.00m,out,Summer,2.0,Ligue 1,2019,2019/2020
19,125,Takuma Asano,"MF,FW",Hannover 96,126,5,1,3,9,2,2,0,7.8,110,65,28,6,67.9,79.3,70.0,54.5,0,0.4,2,9,7,0,14,14,0,13,23.1,1.6,253,18,38.9,21,28,16,59,0,0.0,5,14,0,0,25,18.5,21014,Arsenal FC,Takuma Asano,24.0,Right Winger,Partizan,€1.00m,out,Summer,1.0,Premier League,2019,2019/2020
20,134,Emil Audero,GK,Sampdoria,135,4,3,3,0,1,21,4,36.0,868,207,437,220,74.8,99.5,98.6,44.0,0,0.1,2,1,0,0,0,6,0,0,,0.0,1253,0,,0,2,0,0,0,0.0,2,5,0,0,63,100.0,24404,Juventus FC,Emil Audero,22.0,Goalkeeper,Sampdoria,€20.00m,out,Summer,20.0,Serie A,2019,2019/2020
21,135,Jean-Kévin Augustin,FW,RB Leipzig,136,2,0,0,6,3,0,0,5.1,69,37,18,2,78.4,82.2,81.8,100.0,0,0.8,8,3,2,1,3,17,2,13,61.5,2.8,166,21,42.9,18,20,16,50,3,0.59,11,16,0,0,16,6.3,11797,RB Leipzig,Jean-Kévin Augustin,22.0,Centre-Forward,Monaco,Loan fee:€4.00m,out,Summer,4.0,1 Bundesliga,2019,2019/2020
22,138,Charlie Austin,FW,Southampton,139,13,6,7,12,2,13,0,10.9,116,71,34,6,58.0,64.5,63.0,35.3,2,0.9,9,4,2,0,5,23,2,31,22.6,3.3,331,6,16.7,6,30,18,44,2,0.18,14,18,0,0,28,34.4,21270,Southampton FC,Charlie Austin,30.0,Centre-Forward,West Brom,€4.30m,out,Summer,4.3,Premier League,2019,2019/2020
23,146,Ludovic Baal,DF,Rennes,147,4,0,3,1,2,1,0,1.4,69,43,21,5,76.7,93.5,70.0,41.7,0,0.0,0,6,0,0,5,1,0,0,,0.0,102,0,,2,3,1,2,0,0.0,0,2,0,0,15,0.0,15172,Stade Rennais FC,Ludovic Baal,33.0,Left-Back,Stade Brestois,free transfer,out,Summer,0.0,Ligue 1,2019,2019/2020
24,147,Khouma Babacar,FW,Sassuolo,148,7,2,3,8,3,25,1,16.5,249,158,62,12,81.4,86.8,86.1,85.7,2,0.9,11,6,12,1,24,37,10,58,32.8,6.1,514,21,47.6,15,64,28,97,5,0.3,30,20,1,0,37,44.9,24763,US Sassuolo,Khouma Babacar,26.0,Centre-Forward,Lecce,Loan fee:€1.00m,out,Summer,1.0,Serie A,2019,2019/2020
25,152,Milan Badelj,MF,Lazio,153,33,16,20,27,33,20,1,12.7,743,353,284,76,84.5,88.0,89.9,71.7,0,0.5,10,75,12,4,101,32,2,14,28.6,0.8,1034,37,78.4,19,10,9,12,1,0.08,25,15,0,1,90,55.2,24439,SS Lazio,Milan Badelj,30.0,Defensive Midfield,Fiorentina,Loan fee:€700Th.,out,Summer,0.7,Serie A,2019,2019/2020
26,161,Tiemoué Bakayoko,MF,Milan,162,69,26,43,34,50,42,2,25.6,1151,584,461,73,86.2,89.2,89.7,75.3,1,1.6,25,115,14,1,156,76,7,25,24.0,1.7,1679,84,71.4,49,55,42,45,1,0.04,44,71,0,0,177,60.9,20962,Chelsea FC,Tiemoué Bakayoko,25.0,Defensive Midfield,Monaco,Loan fee:€3.00m,out,Summer,3.0,Premier League,2019,2019/2020
27,171,Leon Balogun,DF,Brighton,172,12,8,6,5,17,32,1,6.6,168,38,99,24,75.7,76.0,88.4,54.5,0,0.0,0,1,0,0,6,0,0,1,100.0,0.1,300,1,0.0,1,9,2,1,1,0.15,5,2,0,0,27,56.5,21303,Brighton & Hove Albion,Leon Balogun,31.0,Centre-Back,Wigan,free transfer,out,Summer,0.0,Premier League,2019,2019/2020
28,172,Mario Balotelli,FW,Nice,173,1,1,0,9,1,8,0,8.4,160,87,43,26,69.3,78.4,68.3,59.1,1,1.5,8,11,2,0,25,16,2,33,24.2,3.1,345,15,20.0,10,30,9,60,0,0.0,19,15,0,0,16,44.8,14867,Olympique Marseille,Mario Balotelli,29.0,Centre-Forward,Brescia,free transfer,out,Summer,0.0,Ligue 1,2019,2019/2020
29,173,Mario Balotelli,FW,Marseille,174,5,2,3,8,3,6,0,10.4,157,82,36,21,68.0,75.2,66.7,60.0,0,0.7,9,12,2,0,18,32,4,43,37.2,5.5,337,17,58.8,17,10,6,38,8,0.77,24,25,0,0,26,42.9,14867,Olympique Marseille,Mario Balotelli,29.0,Centre-Forward,Brescia,free transfer,out,Summer,0.0,Ligue 1,2019,2019/2020
30,187,Nicolò Barella,MF,Cagliari,188,99,30,65,61,38,27,0,34.5,1518,788,498,160,78.9,88.2,82.5,59.3,3,3.1,43,154,44,13,206,114,9,53,22.6,1.8,2423,67,62.7,112,113,63,139,1,0.03,60,82,0,0,253,28.8,24122,Cagliari Calcio,Nicolò Barella,22.0,Central Midfield,Inter,Loan fee:€12.00m,out,Summer,12.0,Serie A,2019,2019/2020
31,212,Robert Bauer,DF,Nürnberg,213,48,20,29,19,28,80,0,19.1,583,271,248,48,70.8,86.0,74.7,40.7,0,1.1,12,54,10,4,72,30,0,8,12.5,0.2,1037,7,57.1,31,16,6,49,0,0.0,19,17,0,0,85,33.3,11911,SV Werder Bremen,Robert Bauer,24.0,Centre-Back,Arsenal Tula,free transfer,out,Summer,0.0,1 Bundesliga,2019,2019/2020
32,221,Claudio Beauvue,"FW,MF",Caen,222,18,1,11,11,10,21,0,16.7,239,153,60,18,62.7,75.4,57.7,47.4,0,1.3,14,15,9,4,24,26,4,39,33.3,3.9,603,26,38.5,22,56,16,116,2,0.12,20,28,1,0,51,45.4,15294,Celta de Vigo,Claudio Beauvue,31.0,Centre-Forward,Dep. La Coruña,free transfer,out,Winter,0.0,Primera Division,2019,2019/2020
33,239,Wissam Ben Yedder,FW,Sevilla,240,18,2,16,18,11,2,0,31.2,570,372,134,26,71.7,79.8,72.4,46.4,9,7.4,44,48,31,3,100,94,21,74,45.9,16.4,1082,81,56.8,72,65,37,249,16,0.51,26,24,0,0,93,29.3,14681,Sevilla FC,Wissam Ben Yedder,29.0,Centre-Forward,Monaco,€40.00m,out,Summer,40.0,Primera Division,2019,2019/2020
34,252,Ramy Bensebaini,DF,Rennes,253,69,40,48,24,41,98,0,23.9,979,495,371,89,77.0,89.0,80.3,50.0,0,1.1,9,51,11,5,92,35,2,17,17.6,1.2,1582,28,42.9,61,31,10,93,1,0.04,32,33,0,1,132,61.4,15166,Stade Rennais FC,Ramy Bensebaini,24.0,Left-Back,Bor. M'gladbach,€8.00m,out,Summer,8.0,Ligue 1,2019,2019/2020
35,253,Nabil Bentaleb,MF,Schalke 04,254,32,4,17,28,35,19,0,19.9,732,326,301,87,76.6,84.7,81.4,57.2,0,0.9,17,84,8,2,101,45,2,18,22.2,1.1,1126,27,77.8,42,10,12,39,0,0.0,31,16,0,0,147,69.1,12290,FC Schalke 04,Nabil Bentaleb,25.0,Central Midfield,Newcastle,Loan fee:€1.00m,out,Winter,1.0,1 Bundesliga,2019,2019/2020
36,257,Yassine Benzia,MF,Lille,258,1,1,1,0,1,1,0,1.8,83,45,22,12,81.4,83.3,81.5,80.0,1,0.6,5,18,3,1,18,11,3,6,16.7,0.2,111,1,100.0,5,0,0,6,0,0.0,3,3,0,0,12,50.0,15306,LOSC Lille,Yassine Benzia,25.0,Attacking Midfield,Dijon,€1.50m,out,Winter,1.5,Ligue 1,2019,2019/2020
37,266,Valon Berisha,"MF,FW",Lazio,267,8,4,5,6,4,3,0,2.2,124,77,28,7,83.8,89.5,73.7,70.0,0,0.2,4,7,1,0,8,7,1,1,0.0,0.0,178,1,100.0,6,6,2,9,0,0.0,3,4,1,0,18,0.0,25077,SS Lazio,Valon Berisha,26.0,Central Midfield,F. Düsseldorf,Loan fee:€400Th.,out,Winter,0.4,Serie A,2019,2019/2020
38,289,Leonardo Bittencourt,MF,Hoffenheim,290,37,8,26,22,13,7,0,11.9,356,192,115,26,74.5,85.0,81.0,49.1,3,2.8,22,22,14,3,53,53,6,23,39.1,2.6,635,23,43.5,48,18,14,66,1,0.08,17,30,0,0,66,30.0,11948,TSG 1899 Hoffenheim,Leonardo Bittencourt,25.0,Attacking Midfield,Werder Bremen,Loan fee:€600Th.,out,Summer,0.6,1 Bundesliga,2019,2019/2020
39,295,Alexis Blin,MF,Amiens,296,77,35,45,39,33,48,1,22.1,759,396,281,48,80.7,87.0,83.1,64.0,1,0.3,7,81,6,2,93,25,2,7,14.3,0.4,1214,9,55.6,8,30,18,20,1,0.05,30,33,0,0,162,49.5,15260,FC Toulouse,Alexis Blin,22.0,Defensive Midfield,Amiens SC,€1.65m,out,Summer,1.65,Ligue 1,2019,2019/2020
40,296,Danny Blum,MF,Eint Frankfurt,297,0,0,0,0,0,5,0,0.0,1,0,1,0,100.0,,100.0,,0,0.0,0,0,0,0,0,0,0,0,,0.0,6,0,,0,0,0,0,0,0.0,0,0,0,0,0,,11877,Eintracht Frankfurt,Danny Blum,28.0,Left Winger,VfL Bochum,€250Th.,out,Summer,0.25,1 Bundesliga,2019,2019/2020
41,299,Kevin-Prince Boateng,FW,Sassuolo,300,5,1,4,7,3,13,0,10.4,249,146,75,15,79.0,84.9,83.3,65.2,1,0.8,16,16,5,0,24,29,4,27,37.0,2.3,418,4,0.0,7,26,14,62,2,0.19,25,27,0,0,24,35.7,24761,US Sassuolo,Kevin-Prince Boateng,32.0,Attacking Midfield,Fiorentina,€1.50m,out,Summer,1.5,Serie A,2019,2019/2020
42,300,Kevin-Prince Boateng,FW,Barcelona,301,3,0,2,1,1,4,0,2.7,46,32,8,2,75.4,82.1,72.7,66.7,0,0.1,2,1,0,0,2,3,0,3,33.3,0.2,86,1,0.0,0,9,10,17,0,0.0,3,9,0,0,5,33.3,24761,US Sassuolo,Kevin-Prince Boateng,32.0,Attacking Midfield,Fiorentina,€1.50m,out,Summer,1.5,Serie A,2019,2019/2020
43,301,Antonin Bobichon,MF,Nîmes,302,34,16,16,15,15,13,0,23.9,705,369,227,74,80.2,88.3,84.4,58.3,2,2.4,27,78,7,1,94,65,4,36,30.6,1.9,1081,33,51.5,41,29,25,45,7,0.29,35,11,0,0,128,30.9,14919,Nîmes Olympique,Antonin Bobichon,23.0,Central Midfield,Angers SCO,€1.50m,out,Summer,1.5,Ligue 1,2019,2019/2020
44,302,Yann Bodiger,MF,Toulouse,303,0,0,0,0,0,0,0,0.1,9,6,2,0,69.2,85.7,50.0,,0,0.0,0,4,0,0,2,1,0,0,,0.0,13,0,,0,0,0,0,0,0.0,0,0,0,0,2,,15263,FC Toulouse,Yann Bodiger,24.0,Central Midfield,Cádiz CF,free transfer,out,Summer,0.0,Ligue 1,2019,2019/2020
45,312,Gaëtan Bong,DF,Brighton,313,16,6,10,16,25,57,2,20.1,603,291,259,39,67.9,86.1,68.5,33.3,0,0.5,9,48,16,8,66,18,1,2,0.0,0.1,1071,23,47.8,36,18,16,40,0,0.0,11,4,0,0,112,43.6,21542,Brighton & Hove Albion,Gaëtan Bong,31.0,Left-Back,Nottm Forest,€500Th.,out,Winter,0.5,Premier League,2019,2019/2020
46,315,Fabio Borini,"FW,DF",Milan,316,14,3,10,17,12,28,0,11.7,262,152,89,19,68.2,84.9,70.6,34.5,2,1.2,13,14,7,0,26,37,3,30,23.3,2.5,534,11,72.7,13,27,20,96,2,0.17,14,34,0,0,50,55.0,25114,AC Milan,Fabio Borini,28.0,Left Winger,Hellas Verona,free transfer,out,Winter,0.0,Serie A,2019,2019/2020
47,318,Olivier Boscagli,DF,Nice,319,20,9,12,12,17,37,0,9.6,520,218,238,58,78.0,86.9,82.6,53.7,1,0.9,11,35,4,2,55,22,1,4,0.0,0.3,782,10,60.0,15,10,4,35,0,0.0,6,22,0,0,63,51.4,15066,OGC Nice,Olivier Boscagli,21.0,Centre-Back,PSV Eindhoven,€2.00m,out,Summer,2.0,Ligue 1,2019,2019/2020
48,321,Denis Bouanga,"MF,FW",Nîmes,322,52,13,32,24,20,16,0,29.3,434,280,88,27,67.1,79.8,58.3,39.1,2,3.2,31,36,23,12,47,75,8,86,37.2,7.8,1147,130,38.5,102,103,52,195,8,0.27,41,27,0,0,147,26.7,14916,Nîmes Olympique,Denis Bouanga,24.0,Left Winger,Saint-Étienne,€4.50m,out,Summer,4.5,Ligue 1,2019,2019/2020
49,323,Ryad Boudebouz,"MF,FW",Celta Vigo,324,14,3,4,9,3,9,0,8.0,301,162,90,32,75.8,91.5,73.8,54.2,2,2.5,17,31,13,5,40,32,4,11,45.5,1.5,478,18,72.2,18,16,14,56,1,0.13,6,9,0,0,34,28.0,14919,Real Betis Balompié,Ryad Boudebouz,29.0,Attacking Midfield,Saint-Étienne,€3.50m,out,Summer,3.5,Primera Division,2019,2019/2020
50,324,Ryad Boudebouz,"MF,FW",Betis,325,8,4,4,5,5,2,0,6.0,282,159,89,16,82.2,89.3,83.2,53.3,0,1.0,10,14,7,2,43,27,1,10,30.0,0.5,401,10,70.0,13,15,15,46,0,0.0,5,8,0,0,19,21.1,14919,Real Betis Balompié,Ryad Boudebouz,29.0,Attacking Midfield,Saint-Étienne,€3.50m,out,Summer,3.5,Primera Division,2019,2019/2020
51,332,Umut Bozok,FW,Nîmes,333,9,2,6,3,5,1,0,13.7,216,124,64,13,74.0,79.5,80.0,65.0,3,2.0,14,15,3,0,15,35,6,28,32.1,2.7,426,25,48.0,14,33,36,74,2,0.15,14,30,0,0,40,32.1,14918,Nîmes Olympique,Umut Bozok,22.0,Centre-Forward,FC Lorient,€1.50m,out,Summer,1.5,Ligue 1,2019,2019/2020
52,335,Martin Braithwaite,FW,Leganés,336,5,0,3,9,3,4,0,15.6,176,125,36,7,71.8,79.6,67.9,63.6,5,1.4,14,13,4,0,23,27,9,29,27.6,5.1,385,33,51.5,24,38,24,75,4,0.26,24,16,1,0,44,39.7,15245,CD Leganés,Martin Braithwaite,28.0,Centre-Forward,Barcelona,€18.00m,out,Winter,18.0,Primera Division,2019,2019/2020
53,336,Julian Brandt,"MF,FW",Leverkusen,337,27,7,16,27,17,12,1,29.6,1443,767,430,145,76.9,87.4,79.9,54.7,11,9.3,86,126,65,9,198,176,31,65,38.5,8.0,2198,97,56.7,107,76,50,291,7,0.24,13,22,0,0,189,44.4,11809,Bayer 04 Leverkusen,Julian Brandt,23.0,Attacking Midfield,Bor. Dortmund,€25.00m,out,Summer,25.0,1 Bundesliga,2019,2019/2020
54,354,Bruma,MF,RB Leipzig,355,5,1,2,4,4,2,0,6.1,293,177,79,13,82.8,90.3,84.0,56.5,1,1.3,10,21,7,0,35,24,3,13,46.2,0.7,429,23,56.5,26,21,15,43,1,0.16,4,6,0,0,40,14.3,11796,RB Leipzig,Bruma,24.0,Left Winger,PSV Eindhoven,€12.00m,out,Summer,12.0,1 Bundesliga,2019,2019/2020
55,357,Jacob Bruun Larsen,FW,Dortmund,358,15,7,9,15,13,12,0,14.1,412,233,129,30,76.9,80.9,80.6,69.8,2,3.5,18,15,14,1,39,32,2,26,34.6,3.3,699,35,48.6,38,30,21,138,2,0.14,3,9,0,0,49,43.8,12212,Borussia Dortmund,Jacob Bruun Larsen,21.0,Left Winger,TSG Hoffenheim,€9.00m,out,Winter,9.0,1 Bundesliga,2019,2019/2020
56,359,Gianluigi Buffon,GK,Paris S-G,360,0,0,0,0,0,5,0,17.0,374,96,216,57,91.2,100.0,99.5,63.3,0,0.0,0,0,0,0,1,1,0,0,,0.0,450,1,100.0,0,0,0,0,0,0.0,0,1,0,0,28,50.0,15107,Paris Saint-Germain,Gianluigi Buffon,41.0,Goalkeeper,Juventus,free transfer,out,Summer,0.0,Ligue 1,2019,2019/2020
57,372,Erick Cabaco,DF,Levante,373,22,12,13,29,29,69,0,18.1,514,208,219,79,72.4,88.1,77.9,46.2,0,0.1,3,64,6,0,65,12,1,10,30.0,1.5,891,3,33.3,20,8,3,2,2,0.11,33,13,0,0,69,52.8,15271,Levante UD,Erick Cabaco,24.0,Centre-Back,Getafe,€8.00m,out,Winter,8.0,Primera Division,2019,2019/2020
58,374,Rémy Cabella,"MF,FW",Saint-Étienne,375,88,30,51,39,19,5,3,33.3,1744,980,548,101,83.8,90.0,83.2,64.7,4,5.4,59,170,44,13,279,137,17,81,29.6,9.1,2510,106,52.8,224,64,71,270,7,0.21,34,67,0,0,165,32.6,15209,AS Saint-Étienne,Rémy Cabella,29.0,Attacking Midfield,Krasnodar,€12.00m,out,Summer,12.0,Ligue 1,2019,2019/2020
59,375,Gustavo Cabral,DF,Celta Vigo,376,37,17,26,31,33,102,1,21.1,793,237,450,92,87.0,92.6,90.5,69.2,0,0.3,5,20,2,0,44,15,3,17,11.8,1.6,1152,2,50.0,4,10,8,3,0,0.0,19,6,0,1,96,61.4,15047,Celta de Vigo,Gustavo Cabral,33.0,Centre-Back,Pachuca,free transfer,out,Summer,0.0,Primera Division,2019,2019/2020
60,377,Leandro Cabrera,DF,Getafe,378,47,24,26,29,52,216,2,31.0,556,127,264,163,49.4,59.3,58.9,40.6,0,0.8,7,92,10,5,96,18,2,22,31.8,2.3,1525,5,40.0,19,11,3,13,2,0.06,35,14,0,1,137,69.9,15184,Getafe CF,Leandro Cabrera,28.0,Centre-Back,Espanyol,€9.00m,out,Winter,9.0,Primera Division,2019,2019/2020
61,380,Martín Cáceres,DF,Lazio,381,4,4,2,4,0,12,1,3.4,133,63,56,10,85.3,95.5,90.3,55.6,0,0.0,0,15,0,0,17,0,0,3,0.0,0.1,186,1,0.0,1,2,0,10,0,0.0,1,3,0,0,17,50.0,24443,SS Lazio,Martín Cáceres,32.0,Centre-Back,Fiorentina,free transfer,out,Summer,0.0,Serie A,2019,2019/2020
62,381,Martín Cáceres,DF,Juventus,382,7,4,3,6,4,14,0,7.0,425,170,213,33,91.2,95.0,94.7,78.6,0,0.0,1,27,0,0,34,3,0,4,25.0,0.3,515,1,0.0,13,6,0,5,0,0.0,6,0,0,0,36,43.8,24443,SS Lazio,Martín Cáceres,32.0,Centre-Back,Fiorentina,free transfer,out,Summer,0.0,Serie A,2019,2019/2020
63,384,Gary Cahill,DF,Chelsea,385,0,0,0,0,0,1,0,0.3,16,7,9,0,88.9,100.0,81.8,,0,0.0,0,0,0,0,7,0,0,0,,0.0,19,0,,0,0,0,0,0,0.0,0,0,0,0,0,100.0,20966,Chelsea FC,Gary Cahill,33.0,Centre-Back,Crystal Palace,free transfer,out,Summer,0.0,Premier League,2019,2019/2020
64,385,Yannick Cahuzac,"MF,DF",Toulouse,386,33,17,19,16,24,55,0,15.9,452,227,183,27,81.9,89.0,80.3,61.4,0,0.5,6,25,1,0,38,21,1,3,33.3,0.3,699,0,,5,5,3,7,1,0.06,24,19,0,0,101,59.3,15267,FC Toulouse,Yannick Cahuzac,34.0,Defensive Midfield,Lens,free transfer,out,Summer,0.0,Ligue 1,2019,2019/2020
