,Unnamed: 0_x,Player,Pos,Squad,Rk,Tkl,Tkl.1,TklW,Blocks,Int,Clr,Err,90s,Cmp,Cmp.1,Cmp.2,Cmp.3,Cmp%,Cmp%.1,Cmp%.2,Cmp%.3,Ast,xAG,KP,1/3,PPA,CrsPA,PrgP,SCA,GCA,Sh,SoT%,npxG,Touches,Att,Succ%,PrgC,Mis,Dis,PrgR,G-PK,G-PK.1,Fls,Fld,PKwon,OG,Recov,Won%,Unnamed: 0_y,club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
10,61,Toby Alderweireld,DF,Tottenham,62,35.0,18.0,22,40.0,10,121.0,0.0,24.9,1199.0,365.0,658.0,157.0,82.5,91.7,92.3,51.8,0,0.7,8.0,64.0,5.0,1.0,59.0,22.0,3.0,10,30.0,0.7,1687.0,4.0,100.0,3.0,2.0,2.0,1.0,1,0.04,17,3,0.0,1,117.0,56.3,22709,Tottenham Hotspur,Toby Alderweireld,32.0,Centre-Back,Al-Duhail SC,€13.00m,out,Summer,13.0,Premier League,2021,2021/2022
11,63,Carles Aleñá,MF,Barcelona,64,1.0,0.0,0,0.0,0,0.0,0.0,0.5,36.0,17.0,11.0,6.0,92.3,89.5,91.7,100.0,0,0.0,0.0,3.0,0.0,0.0,7.0,1.0,0.0,1,0.0,0.1,46.0,0.0,,1.0,2.0,1.0,1.0,0,0.0,4,0,0.0,0,1.0,50.0,16066,FC Barcelona,Carles Aleñá,23.0,Central Midfield,Getafe,€5.00m,out,Summer,5.0,Primera Division,2021,2021/2022
12,64,Carles Aleñá,"MF,FW",Getafe,65,15.0,7.0,10,14.0,2,2.0,0.0,15.2,390.0,185.0,142.0,51.0,66.0,84.9,71.0,41.1,2,2.7,25.0,52.0,24.0,4.0,77.0,66.0,3.0,30,26.7,1.7,719.0,36.0,63.9,20.0,28.0,18.0,51.0,2,0.13,20,26,0.0,0,75.0,29.2,16066,FC Barcelona,Carles Aleñá,23.0,Central Midfield,Getafe,€5.00m,out,Summer,5.0,Primera Division,2021,2021/2022
13,69,Ezgjan Alioski,"DF,MF",Leeds United,70,74.0,32.0,31,17.0,23,50.0,2.0,27.3,1321.0,703.0,521.0,58.0,79.1,89.2,84.2,39.5,3,3.3,28.0,87.0,29.0,12.0,132.0,71.0,5.0,25,32.0,1.6,1951.0,26.0,42.3,77.0,37.0,15.0,122.0,2,0.07,39,44,0.0,0,146.0,47.0,22511,Leeds United,Ezgjan Alioski,29.0,Left-Back,Al-Ahli SFC,free transfer,out,Summer,0.0,Premier League,2021,2021/2022
14,74,Dele Alli,MF,Tottenham,75,18.0,7.0,11,9.0,7,3.0,0.0,6.9,275.0,151.0,99.0,9.0,79.7,85.3,90.8,45.0,1,1.2,9.0,15.0,7.0,1.0,26.0,22.0,0.0,12,33.3,2.0,444.0,25.0,44.0,15.0,13.0,16.0,30.0,0,0.0,10,12,0.0,0,50.0,42.1,22938,Tottenham Hotspur,Dele Alli,25.0,Attacking Midfield,Everton,free transfer,out,Winter,0.0,Premier League,2021,2021/2022
15,81,Ibrahim Amadou,MF,Angers,82,39.0,15.0,26,14.0,23,25.0,0.0,16.7,582.0,290.0,240.0,37.0,84.2,89.0,88.2,62.7,0,0.2,4.0,52.0,1.0,0.0,63.0,25.0,4.0,15,33.3,1.5,837.0,15.0,66.7,14.0,14.0,17.0,14.0,0,0.0,34,5,0.0,0,98.0,52.8,16538,Sevilla FC,Ibrahim Amadou,28.0,Defensive Midfield,FC Metz,free transfer,out,Winter,0.0,Primera Division,2021,2021/2022
16,86,Thierry Ambrose,FW,Metz,87,7.0,2.0,4,2.0,2,4.0,0.0,8.4,164.0,83.0,51.0,16.0,67.5,73.5,78.5,53.3,1,1.4,11.0,21.0,9.0,2.0,30.0,25.0,2.0,19,31.6,1.0,336.0,31.0,58.1,26.0,33.0,26.0,77.0,0,0.0,22,9,0.0,0,33.0,42.0,16353,FC Metz,Thierry Ambrose,24.0,Centre-Forward,KV Oostende,€500Th.,out,Summer,0.5,Ligue 1,2021,2021/2022
17,92,Joachim Andersen,DF,Fulham,93,33.0,15.0,19,24.0,44,151.0,1.0,30.3,1609.0,427.0,912.0,252.0,80.7,87.0,90.6,57.0,1,0.4,8.0,130.0,6.0,1.0,95.0,30.0,3.0,13,23.1,1.2,2275.0,11.0,81.8,20.0,10.0,3.0,7.0,1,0.03,39,15,0.0,0,172.0,69.0,16155,Olympique Lyon,Joachim Andersen,25.0,Centre-Back,Crystal Palace,€17.50m,out,Summer,17.5,Ligue 1,2021,2021/2022
18,93,Joachim Andersen,DF,Lyon,94,2.0,2.0,1,1.0,2,6.0,0.0,2.1,105.0,45.0,47.0,13.0,89.7,95.7,92.2,72.2,0,0.0,0.0,11.0,0.0,0.0,12.0,1.0,0.0,5,0.0,0.3,138.0,2.0,50.0,4.0,2.0,2.0,0.0,0,0.0,5,2,0.0,0,10.0,100.0,16155,Olympique Lyon,Joachim Andersen,25.0,Centre-Back,Crystal Palace,€17.50m,out,Summer,17.5,Ligue 1,2021,2021/2022
19,96,Felipe Anderson,"FW,MF",West Ham,97,1.0,0.0,1,0.0,0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,60.0,50.0,66.7,,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,,0.0,7.0,0.0,,2.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,,22775,West Ham United,Felipe Anderson,28.0,Right Winger,Lazio,€3.00m,out,Summer,3.0,Premier League,2021,2021/2022
20,101,Robert Andrich,MF,Union Berlin,102,51.0,24.0,24,40.0,51,31.0,2.0,28.1,1127.0,534.0,460.0,99.0,78.2,84.5,83.2,58.2,2,2.0,20.0,111.0,12.0,0.0,128.0,56.0,7.0,41,22.0,2.6,1737.0,26.0,73.1,25.0,35.0,12.0,31.0,5,0.18,50,34,0.0,1,176.0,64.8,13072,1.FC Union Berlin,Robert Andrich,26.0,Central Midfield,Bay. Leverkusen,€6.50m,out,Summer,6.5,1 Bundesliga,2021,2021/2022
21,102,Victorien Angban,MF,Metz,103,36.0,17.0,24,17.0,19,9.0,1.0,18.6,780.0,327.0,350.0,94.0,87.6,90.8,90.9,79.7,1,0.5,12.0,81.0,6.0,1.0,90.0,25.0,1.0,6,16.7,0.5,1026.0,31.0,67.7,20.0,23.0,30.0,30.0,0,0.0,27,27,0.0,0,132.0,41.9,16352,FC Metz,Victorien Angban,24.0,Central Midfield,Sochi,€4.10m,out,Summer,4.1,Ligue 1,2021,2021/2022
22,106,Angeliño,"DF,FW",RB Leipzig,107,31.0,13.0,19,22.0,30,40.0,0.0,24.0,1057.0,561.0,373.0,92.0,70.5,88.5,72.3,37.1,4,5.5,52.0,70.0,55.0,28.0,93.0,96.0,9.0,35,37.1,4.2,1723.0,32.0,50.0,47.0,26.0,13.0,242.0,4,0.17,22,27,0.0,0,110.0,35.3,22570,Manchester City,Angeliño,24.0,Left-Back,RB Leipzig,€18.00m,out,Summer,18.0,Premier League,2021,2021/2022
23,120,Luiz Araújo,MF,Lille,121,38.0,8.0,25,23.0,11,3.0,0.0,16.6,455.0,224.0,169.0,50.0,75.1,82.7,79.3,62.5,2,2.0,22.0,42.0,20.0,2.0,65.0,54.0,4.0,49,20.4,3.7,854.0,84.0,58.3,50.0,37.0,27.0,135.0,4,0.24,24,18,0.0,0,88.0,33.3,16059,LOSC Lille,Luiz Araújo,25.0,Right Winger,Atlanta,€10.91m,out,Summer,10.91,Ligue 1,2021,2021/2022
24,124,Alphonse Areola,GK,Fulham,125,1.0,1.0,0,0.0,1,13.0,3.0,36.0,746.0,272.0,254.0,204.0,73.6,99.3,99.2,43.9,0,0.0,0.0,12.0,1.0,0.0,0.0,2.0,0.0,0,,0.0,1101.0,0.0,,0.0,1.0,0.0,0.0,0,0.0,0,5,0.0,0,36.0,92.9,16085,Paris Saint-Germain,Alphonse Areola,28.0,Goalkeeper,West Ham,Loan fee:€2.00m,out,Summer,2.0,Ligue 1,2021,2021/2022
25,144,Pierre-Emerick Aubameyang,FW,Arsenal,145,12.0,3.0,8,18.0,7,17.0,0.0,25.9,499.0,319.0,137.0,24.0,74.0,83.9,69.5,63.2,3,2.4,22.0,29.0,22.0,4.0,66.0,48.0,7.0,55,34.5,8.6,887.0,25.0,48.0,65.0,39.0,19.0,195.0,8,0.31,13,18,0.0,1,65.0,37.0,22817,Arsenal FC,Pierre-Emerick Aubameyang,32.0,Centre-Forward,Barcelona,free transfer,out,Winter,0.0,Premier League,2021,2021/2022
26,152,Taiwo Awoniyi,FW,Union Berlin,153,5.0,1.0,3,9.0,3,4.0,0.0,15.1,194.0,120.0,54.0,10.0,65.8,73.2,66.7,55.6,2,1.3,20.0,8.0,2.0,0.0,16.0,36.0,7.0,30,43.3,6.1,485.0,29.0,44.8,19.0,75.0,29.0,108.0,5,0.33,22,20,1.0,0,44.0,30.3,22547,Liverpool FC,Taiwo Awoniyi,23.0,Centre-Forward,Union Berlin,€8.55m,out,Summer,8.55,Premier League,2021,2021/2022
27,160,Carlos Bacca,FW,Villarreal,161,9.0,3.0,5,5.0,3,2.0,0.0,8.7,105.0,62.0,23.0,6.0,62.5,69.7,62.2,42.9,0,1.0,5.0,9.0,5.0,0.0,14.0,14.0,2.0,20,60.0,3.2,244.0,14.0,35.7,11.0,20.0,11.0,52.0,5,0.57,10,6,0.0,0,19.0,40.9,16154,Villarreal CF,Carlos Bacca,34.0,Centre-Forward,Granada CF,free transfer,out,Summer,0.0,Primera Division,2021,2021/2022
28,168,Leon Bailey,"FW,MF",Leverkusen,169,14.0,4.0,8,13.0,9,3.0,0.0,23.8,668.0,385.0,156.0,89.0,69.4,87.7,64.7,51.1,8,6.0,48.0,26.0,37.0,16.0,63.0,100.0,13.0,58,36.2,6.2,1238.0,136.0,54.4,112.0,71.0,30.0,254.0,9,0.38,24,43,0.0,0,107.0,38.3,13038,Bayer 04 Leverkusen,Leon Bailey,23.0,Left Winger,Aston Villa,€32.00m,out,Summer,32.0,1 Bundesliga,2021,2021/2022
29,170,Stefan Bajic,GK,Saint-Étienne,171,0.0,0.0,0,0.0,0,1.0,0.0,1.0,23.0,4.0,12.0,7.0,62.2,100.0,100.0,33.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,39.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,,16703,AS Saint-Étienne,Stefan Bajic,20.0,Goalkeeper,Pau FC,free transfer,out,Winter,0.0,Ligue 1,2021,2021/2022
30,171,Tiemoué Bakayoko,MF,Napoli,172,69.0,23.0,41,24.0,36,13.0,2.0,21.8,1080.0,524.0,442.0,82.0,87.9,88.8,95.1,79.6,1,0.8,12.0,87.0,8.0,0.0,99.0,34.0,4.0,16,25.0,1.1,1449.0,29.0,86.2,15.0,27.0,20.0,17.0,2,0.09,36,52,1.0,0,129.0,56.4,22436,Chelsea FC,Tiemoué Bakayoko,27.0,Defensive Midfield,AC Milan,Loan fee:€3.00m,out,Summer,3.0,Premier League,2021,2021/2022
31,172,Mitchel Bakker,DF,Paris S-G,173,38.0,17.0,30,22.0,22,20.0,0.0,18.8,1177.0,750.0,340.0,31.0,88.2,94.7,86.3,48.4,2,1.9,16.0,75.0,21.0,9.0,77.0,38.0,4.0,2,100.0,0.3,1486.0,30.0,50.0,31.0,18.0,11.0,180.0,0,0.0,16,9,0.0,0,124.0,63.9,16083,Paris Saint-Germain,Mitchel Bakker,21.0,Left-Back,Bay. Leverkusen,€7.00m,out,Summer,7.0,Ligue 1,2021,2021/2022
32,176,Fabián Balbuena,DF,West Ham,177,24.0,14.0,12,23.0,25,63.0,0.0,13.3,362.0,105.0,199.0,55.0,74.2,82.7,88.4,46.2,0,0.0,0.0,30.0,1.0,0.0,30.0,2.0,0.0,8,25.0,0.7,632.0,2.0,50.0,3.0,3.0,0.0,2.0,1,0.08,12,3,0.0,0,73.0,55.3,22777,West Ham United,Fabián Balbuena,29.0,Centre-Back,Dynamo Moscow,free transfer,out,Summer,0.0,Premier League,2021,2021/2022
33,177,Keita Baldé,FW,Sampdoria,178,9.0,4.0,6,10.0,0,3.0,0.0,13.3,230.0,135.0,74.0,7.0,73.0,79.9,77.1,38.9,1,2.4,21.0,14.0,6.0,0.0,26.0,45.0,6.0,44,43.2,5.7,473.0,26.0,61.5,40.0,45.0,15.0,110.0,7,0.53,32,35,1.0,0,25.0,32.8,16124,AS Monaco,Keita Baldé,26.0,Centre-Forward,Cagliari Calcio,free transfer,out,Summer,0.0,Ligue 1,2021,2021/2022
34,181,Leonardo Balerdi,DF,Marseille,182,29.0,14.0,18,17.0,28,65.0,3.0,18.2,921.0,343.0,477.0,87.0,86.6,90.7,90.9,67.4,0,0.0,1.0,41.0,0.0,0.0,48.0,9.0,1.0,13,30.8,2.0,1248.0,13.0,76.9,11.0,11.0,10.0,1.0,2,0.11,31,27,0.0,0,129.0,45.5,12949,Borussia Dortmund,Leonardo Balerdi,22.0,Centre-Back,Marseille,€11.00m,out,Summer,11.0,1 Bundesliga,2021,2021/2022
35,182,Fodé Ballo-Touré,DF,Monaco,183,21.0,6.0,17,7.0,6,11.0,1.0,7.4,349.0,198.0,117.0,24.0,80.8,89.2,83.6,57.1,3,0.7,8.0,25.0,11.0,7.0,24.0,15.0,4.0,2,50.0,0.1,505.0,9.0,33.3,30.0,7.0,5.0,52.0,0,0.0,10,12,1.0,0,37.0,54.5,16118,AS Monaco,Fodé Ballo-Touré,24.0,Left-Back,AC Milan,€5.00m,out,Summer,5.0,Ligue 1,2021,2021/2022
36,195,Melvin Bard,DF,Lyon,196,12.0,6.0,8,10.0,6,14.0,0.0,4.8,309.0,179.0,121.0,6.0,80.3,88.6,84.6,22.2,0,0.4,4.0,23.0,6.0,3.0,30.0,9.0,1.0,2,50.0,0.1,453.0,11.0,72.7,17.0,13.0,1.0,48.0,0,0.0,8,6,1.0,0,38.0,44.0,16158,Olympique Lyon,Melvin Bard,20.0,Left-Back,OGC Nice,€3.00m,out,Summer,3.0,Ligue 1,2021,2021/2022
37,212,Musa Barrow,"FW,MF",Bologna,213,26.0,10.0,10,37.0,11,15.0,0.0,32.5,818.0,433.0,247.0,103.0,70.2,81.7,74.6,48.4,8,6.0,60.0,83.0,31.0,12.0,103.0,111.0,11.0,88,43.2,6.2,1559.0,71.0,47.9,88.0,103.0,53.0,253.0,8,0.25,17,32,0.0,0,110.0,24.0,26319,Atalanta BC,Musa Barrow,22.0,Left Winger,Bologna,€14.50m,out,Summer,14.5,Serie A,2021,2021/2022
38,223,Michy Batshuayi,FW,Crystal Palace,224,5.0,1.0,3,5.0,4,5.0,0.0,8.1,122.0,81.0,30.0,3.0,70.1,81.8,81.1,60.0,1,1.6,9.0,8.0,5.0,0.0,13.0,23.0,3.0,12,50.0,1.6,255.0,17.0,64.7,16.0,26.0,22.0,44.0,2,0.25,12,5,1.0,0,15.0,40.0,22440,Chelsea FC,Michy Batshuayi,27.0,Centre-Forward,Besiktas,Loan fee:€150Th.,out,Summer,0.15,Premier League,2021,2021/2022
39,238,Valon Behrami,MF,Genoa,239,21.0,9.0,9,13.0,9,13.0,0.0,9.9,162.0,90.0,51.0,8.0,74.3,78.9,77.3,57.1,0,0.1,2.0,16.0,2.0,1.0,23.0,7.0,1.0,4,25.0,0.5,310.0,3.0,33.3,5.0,7.0,2.0,16.0,0,0.0,28,21,1.0,0,41.0,40.0,27205,Genoa CFC,Valon Behrami,36.0,Defensive Midfield,Brescia,free transfer,out,Winter,0.0,Serie A,2021,2021/2022
40,240,Maximilian Beier,"FW,DF",Hoffenheim,241,0.0,0.0,0,0.0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,2.0,0.0,,0.0,1.0,0.0,0.0,0,0.0,1,1,0.0,0,0.0,,13169,TSG 1899 Hoffenheim,Maximilian Beier,18.0,Centre-Forward,Hannover 96,Loan fee:€50Th.,out,Summer,0.05,1 Bundesliga,2021,2021/2022
41,241,Ishak Belfodil,"FW,MF",Hoffenheim,242,3.0,0.0,2,1.0,1,3.0,0.0,6.6,104.0,62.0,26.0,3.0,69.8,82.7,61.9,60.0,1,0.9,7.0,6.0,3.0,0.0,8.0,20.0,1.0,12,25.0,1.5,209.0,26.0,53.8,9.0,23.0,13.0,54.0,0,0.0,12,9,0.0,0,13.0,35.7,13168,TSG 1899 Hoffenheim,Ishak Belfodil,29.0,Centre-Forward,Hertha BSC,€500Th.,out,Summer,0.5,1 Bundesliga,2021,2021/2022
42,256,Samy Benchamma,"DF,MF",Montpellier,257,1.0,0.0,1,0.0,0,1.0,0.0,0.5,20.0,10.0,7.0,3.0,87.0,90.9,87.5,75.0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,,0.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,1,0.0,0,2.0,,16291,Montpellier HSC,Samy Benchamma,21.0,Central Midfield,Chamois Niort,free transfer,out,Summer,0.0,Ligue 1,2021,2021/2022
43,257,Lars Bender,DF,Leverkusen,258,19.0,9.0,13,19.0,16,19.0,0.0,10.4,600.0,281.0,239.0,65.0,82.8,88.9,85.4,78.3,2,0.6,7.0,44.0,12.0,4.0,55.0,17.0,4.0,8,0.0,0.9,837.0,8.0,62.5,15.0,12.0,3.0,31.0,0,0.0,11,13,0.0,0,65.0,51.9,13045,Bayer 04 Leverkusen,Lars Bender,32.0,Defensive Midfield,TSV Brannenburg,free transfer,out,Summer,0.0,1 Bundesliga,2021,2021/2022
44,258,Sven Bender,DF,Leverkusen,259,17.0,7.0,9,20.0,21,41.0,1.0,13.0,916.0,247.0,576.0,81.0,89.8,90.1,93.5,72.3,0,0.2,5.0,27.0,2.0,1.0,42.0,12.0,2.0,3,33.3,0.2,1140.0,4.0,50.0,1.0,8.0,3.0,2.0,0,0.0,11,6,0.0,0,69.0,52.4,13044,Bayer 04 Leverkusen,Sven Bender,32.0,Defensive Midfield,TSV Brannenburg,free transfer,out,Summer,0.0,1 Bundesliga,2021,2021/2022
45,259,Darío Benedetto,FW,Marseille,260,6.0,5.0,4,9.0,3,17.0,0.0,17.5,240.0,137.0,57.0,19.0,66.7,77.0,63.3,50.0,3,1.8,12.0,16.0,7.0,1.0,22.0,30.0,7.0,37,37.8,6.8,516.0,17.0,64.7,15.0,41.0,22.0,96.0,4,0.23,19,19,0.0,0,31.0,29.4,16664,Olympique Marseille,Darío Benedetto,31.0,Centre-Forward,Boca Juniors,€3.00m,out,Winter,3.0,Ligue 1,2021,2021/2022
46,271,Josh Benson,MF,Burnley,272,5.0,1.0,1,3.0,3,2.0,0.0,2.9,62.0,37.0,15.0,2.0,72.9,97.4,62.5,28.6,0,0.0,0.0,7.0,0.0,0.0,6.0,2.0,0.0,2,0.0,0.2,110.0,7.0,28.6,1.0,4.0,4.0,8.0,0,0.0,4,1,0.0,0,18.0,33.3,22407,Burnley FC,Josh Benson,21.0,Central Midfield,Barnsley FC,€1.20m,out,Summer,1.2,Premier League,2021,2021/2022
47,273,Rodrigo Bentancur,MF,Juventus,274,63.0,20.0,33,35.0,47,46.0,1.0,25.8,1643.0,753.0,696.0,164.0,88.8,93.7,92.3,74.2,4,2.3,29.0,171.0,14.0,3.0,173.0,69.0,11.0,15,33.3,0.6,2127.0,51.0,68.6,35.0,29.0,16.0,25.0,0,0.0,45,27,0.0,0,205.0,58.8,27125,Juventus FC,Rodrigo Bentancur,24.0,Central Midfield,Spurs,€19.00m,out,Winter,19.0,Serie A,2021,2021/2022
48,288,Bernard,"MF,FW",Everton,289,8.0,7.0,3,5.0,8,6.0,0.0,5.1,219.0,116.0,81.0,11.0,81.1,89.9,84.4,61.1,0,0.6,10.0,17.0,11.0,3.0,37.0,22.0,2.0,6,33.3,0.3,337.0,16.0,62.5,13.0,16.0,11.0,42.0,1,0.2,6,7,0.0,0,31.0,0.0,22484,Everton FC,Bernard,28.0,Left Winger,Sharjah FC,€1.00m,out,Summer,1.0,Premier League,2021,2021/2022
49,295,Ryan Bertrand,DF,Southampton,296,60.0,30.0,32,19.0,30,41.0,1.0,28.9,1186.0,675.0,417.0,45.0,75.6,87.3,77.7,31.9,1,1.3,14.0,64.0,22.0,6.0,101.0,43.0,4.0,8,37.5,0.4,1803.0,9.0,33.3,46.0,25.0,8.0,120.0,0,0.0,29,35,0.0,0,89.0,41.1,22692,Southampton FC,Ryan Bertrand,31.0,Left-Back,Leicester,free transfer,out,Summer,0.0,Premier League,2021,2021/2022
50,297,Loïc Bessile,DF,Bordeaux,298,0.0,0.0,0,2.0,1,3.0,0.0,1.0,38.0,7.0,29.0,2.0,86.4,100.0,100.0,25.0,0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0,,0.0,51.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,0,4.0,0.0,16410,FC Girondins Bordeaux,Loïc Bessile,22.0,Centre-Back,RSC Charleroi,free transfer,out,Summer,0.0,Ligue 1,2021,2021/2022
51,299,Giulian Biancone,"DF,MF",Monaco,300,3.0,2.0,3,1.0,1,4.0,0.0,1.0,66.0,31.0,26.0,7.0,73.3,81.6,76.5,70.0,0,0.1,2.0,4.0,4.0,2.0,6.0,2.0,0.0,1,0.0,0.0,104.0,3.0,33.3,4.0,1.0,2.0,15.0,0,0.0,1,2,0.0,0,8.0,75.0,16120,AS Monaco,Giulian Biancone,21.0,Right-Back,Troyes,€2.50m,out,Summer,2.5,Ligue 1,2021,2021/2022
52,316,Sacha Boey,DF,Dijon,317,54.0,27.0,40,25.0,41,62.0,0.0,20.7,801.0,408.0,306.0,67.0,76.0,88.1,76.5,46.5,1,1.5,18.0,48.0,17.0,12.0,65.0,38.0,3.0,10,10.0,0.3,1312.0,42.0,52.4,32.0,34.0,13.0,91.0,0,0.0,36,13,0.0,0,127.0,47.9,16231,Stade Rennais FC,Sacha Boey,20.0,Right-Back,Galatasaray,€1.15m,out,Summer,1.15,Ligue 1,2021,2021/2022
