,club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
21346,Boavista FC,Yanis Hamache,23.0,Left-Back,SK Dnipro-1,€1.00m,out,summer,1.0,Liga Nos,2022,2022/2023
21347,Boavista FC,João Barros,19.0,Left-Back,Salgueiros,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21348,Boavista FC,Tomás Reymão,24.0,Defensive Midfield,Albacete,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21380,Portimonense SC,Beto,24.0,Centre-Forward,Udinese Calcio,€7.00m,out,summer,7.0,Liga Nos,2022,2022/2023
21381,Portimonense SC,Willyan Rocha,27.0,Centre-Back,CSKA Moscow,€2.00m,out,summer,2.0,Liga Nos,2022,2022/2023
21382,Portimonense SC,Samuel,28.0,Goalkeeper,FC Porto,€1.00m,out,summer,1.0,Liga Nos,2022,2022/2023
21383,Portimonense SC,Fabrício,32.0,Centre-Forward,GX PG Haliao,€400Th.,out,summer,0.4,Liga Nos,2022,2022/2023
21384,Portimonense SC,Payam Niazmand,27.0,Goalkeeper,Sepahan,Loan fee:€200Th.,out,summer,0.2,Liga Nos,2022,2022/2023
21385,Portimonense SC,Saná Gomes,20.0,Left-Back,Al-Wasl,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21386,Portimonense SC,Henrique,27.0,Left-Back,B SAD,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21387,Portimonense SC,Leonardo,29.0,Goalkeeper,Torreense,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21388,Portimonense SC,Jean Felipe,28.0,Right-Back,CF Estrela,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21412,FC Vizela,Koffi Kouao,24.0,Right-Back,FC Metz,€600Th.,out,summer,0.6,Liga Nos,2022,2022/2023
21413,FC Vizela,Cassiano,33.0,Centre-Forward,Al-Faisaly FC,€300Th.,out,summer,0.3,Liga Nos,2022,2022/2023
21414,FC Vizela,Pedro Silva,25.0,Goalkeeper,Estoril Praia,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21415,FC Vizela,Marcos Paulo,33.0,Central Midfield,Farense,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21416,FC Vizela,Richard Ofori,29.0,Left-Back,Nea Salamis,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21417,FC Vizela,João Pais,23.0,Left Winger,Coimbra,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21418,FC Vizela,Didi,23.0,Centre-Forward,Montalegre,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21419,FC Vizela,Charles,28.0,Goalkeeper,Olympiakos N.,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21420,FC Vizela,Ivo Gonçalves,38.0,Goalkeeper,Länk FCV,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21438,FC Arouca,André Silva,25.0,Centre-Forward,Vit. Guimarães,€1.00m,out,summer,1.0,Liga Nos,2022,2022/2023
21439,FC Arouca,Adílio Santos,28.0,Right Winger,Penafiel,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21440,FC Arouca,Heliardo,30.0,Centre-Forward,Gyeongnam FC,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21441,FC Arouca,Abdoulaye Ba,31.0,Centre-Back,Sabah FK,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21442,FC Arouca,Thales,28.0,Right-Back,Avaí FC,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21443,FC Arouca,Victor Braga,30.0,Goalkeeper,Al-Tai,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21444,FC Arouca,Pité,27.0,Attacking Midfield,Mafra,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21445,FC Arouca,Brunão,25.0,Centre-Back,Leixões,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21472,Rio Ave FC,Gelson Dala,25.0,Centre-Forward,Al-Wakrah SC,€1.50m,out,summer,1.5,Liga Nos,2022,2022/2023
21473,Rio Ave FC,Zimbabwe,28.0,Defensive Midfield,Vilafranquense,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21474,Rio Ave FC,Gabrielzinho,25.0,Left Midfield,Al-Wasl,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21475,Rio Ave FC,Rúben Gonçalves,23.0,Central Midfield,Varzim,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21476,Rio Ave FC,Alhassane Sylla,26.0,Right-Back,Moreirense,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21506,Casa Pia AC,Jota Silva,22.0,Left Winger,Vit. Guimarães,€190Th.,out,summer,0.19,Liga Nos,2022,2022/2023
21507,Casa Pia AC,Zidane Banjaqui,23.0,Attacking Midfield,Mafra,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21508,Casa Pia AC,Kelechi John,23.0,Centre-Back,Central Coast,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21509,Casa Pia AC,Camilo Triana,25.0,Centre-Forward,Vitória Setúbal,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21510,Casa Pia AC,Zach Muscat,28.0,Centre-Back,Farense,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21511,Casa Pia AC,João Vieira,30.0,Centre-Forward,Torreense,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21536,GD Chaves,Alexsandro,22.0,Centre-Back,LOSC Lille,€2.00m,out,summer,2.0,Liga Nos,2022,2022/2023
21537,GD Chaves,João Batxi,24.0,Right Midfield,Krasnodar,€1.50m,out,summer,1.5,Liga Nos,2022,2022/2023
21538,GD Chaves,Kevin Lenini,25.0,Defensive Midfield,Krasnodar,€1.00m,out,summer,1.0,Liga Nos,2022,2022/2023
21539,GD Chaves,Nuno Campos,29.0,Right-Back,Torreense,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21540,GD Chaves,Joel Ferreira,30.0,Left-Back,Leixões,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21541,GD Chaves,Platiny,31.0,Centre-Forward,Moreirense,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21542,GD Chaves,Ricardo Moura,33.0,Goalkeeper,Leixões,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21543,GD Chaves,Wellington Carvalho,29.0,Right Midfield,Al-Arabi,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
21544,GD Chaves,Luís Rocha,35.0,Centre-Back,Moreirense,free transfer,out,summer,0.0,Liga Nos,2022,2022/2023
19218,Swansea City,Alfie Mawson,24.0,Centre-Back,Fulham,€16.85m,out,Summer,16.85,Championship,2018,2018/2019
19219,Swansea City,Lukasz Fabianski,33.0,Goalkeeper,West Ham,€8.00m,out,Summer,8.0,Championship,2018,2018/2019
19220,Swansea City,Federico Fernández,29.0,Centre-Back,Newcastle,€6.70m,out,Summer,6.7,Championship,2018,2018/2019
19221,Swansea City,Sam Clucas,27.0,Central Midfield,Stoke City,€6.70m,out,Summer,6.7,Championship,2018,2018/2019
19222,Swansea City,Roque Mesa,29.0,Central Midfield,Sevilla FC,€6.00m,out,Summer,6.0,Championship,2018,2018/2019
19223,Swansea City,Kyle Bartley,27.0,Centre-Back,West Brom,€4.50m,out,Summer,4.5,Championship,2018,2018/2019
19224,Swansea City,André Ayew,28.0,Left Winger,Fenerbahce,Loan fee:€1.50m,out,Summer,1.5,Championship,2018,2018/2019
19225,Swansea City,Jordi Amat,26.0,Centre-Back,Rayo Vallecano,€1.00m,out,Summer,1.0,Championship,2018,2018/2019
19226,Swansea City,Ángel Rangel,35.0,Right-Back,QPR,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19227,Swansea City,Sung-yueng Ki,29.0,Defensive Midfield,Newcastle,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19228,Swansea City,Kenji Gorré,23.0,Left Winger,Nacional,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19252,Stoke City,Xherdan Shaqiri,26.0,Right Winger,Liverpool,€14.70m,out,Summer,14.7,Championship,2018,2018/2019
19253,Stoke City,Ramadan Sobhi,21.0,Left Winger,Huddersfield,€6.50m,out,Summer,6.5,Championship,2018,2018/2019
19254,Stoke City,Marc Muniesa,26.0,Centre-Back,Girona,€5.00m,out,Summer,5.0,Championship,2018,2018/2019
19255,Stoke City,Lee Grant,35.0,Goalkeeper,Man Utd,€1.70m,out,Summer,1.7,Championship,2018,2018/2019
19256,Stoke City,Kevin Wimmer,25.0,Centre-Back,Hannover 96,Loan fee:€1.50m,out,Summer,1.5,Championship,2018,2018/2019
19257,Stoke City,Badou Ndiaye,27.0,Central Midfield,Galatasaray,Loan fee:€750Th.,out,Summer,0.75,Championship,2018,2018/2019
19258,Stoke City,Eric Maxim Choupo-Moting,29.0,Centre-Forward,Paris SG,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19259,Stoke City,Dom Telford,21.0,Centre-Forward,Bury,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19282,West Bromwich Albion,Nacer Chadli,29.0,Left Winger,Monaco,€12.00m,out,Summer,12.0,Championship,2018,2018/2019
19283,West Bromwich Albion,James McClean,29.0,Left Midfield,Stoke City,€5.60m,out,Summer,5.6,Championship,2018,2018/2019
19284,West Bromwich Albion,Jonny Evans,30.0,Centre-Back,Leicester,€4.00m,out,Summer,4.0,Championship,2018,2018/2019
19285,West Bromwich Albion,Ben Foster,35.0,Goalkeeper,Watford,€2.80m,out,Summer,2.8,Championship,2018,2018/2019
19286,West Bromwich Albion,Salomón Rondón,28.0,Centre-Forward,Newcastle,Loan fee:€2.20m,out,Summer,2.2,Championship,2018,2018/2019
19316,Aston Villa,Jordan Amavi,24.0,Left-Back,Marseille,€10.00m,out,Summer,10.0,Championship,2018,2018/2019
19317,Aston Villa,Pierluigi Gollini,23.0,Goalkeeper,Atalanta BC,€4.40m,out,Summer,4.4,Championship,2018,2018/2019
19318,Aston Villa,Carles Gil,25.0,Attacking Midfield,Dep. La Coruña,€1.75m,out,Summer,1.75,Championship,2018,2018/2019
19349,Middlesbrough FC,Adama Traoré,22.0,Right Winger,Wolves,€20.00m,out,Summer,20.0,Championship,2018,2018/2019
19350,Middlesbrough FC,Ben Gibson,25.0,Centre-Back,Burnley,€16.90m,out,Summer,16.9,Championship,2018,2018/2019
19351,Middlesbrough FC,Patrick Bamford,24.0,Centre-Forward,Leeds,€7.90m,out,Summer,7.9,Championship,2018,2018/2019
19352,Middlesbrough FC,Fábio,28.0,Right-Back,FC Nantes,€2.00m,out,Summer,2.0,Championship,2018,2018/2019
19353,Middlesbrough FC,Antonio Barragán,31.0,Right-Back,Real Betis,€1.00m,out,Summer,1.0,Championship,2018,2018/2019
19354,Middlesbrough FC,Tomas Mejias,29.0,Goalkeeper,Omonia Nikosia,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19355,Middlesbrough FC,Julien de Sart,23.0,Defensive Midfield,KV Kortrijk,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19385,Derby County,Matej Vydra,26.0,Centre-Forward,Burnley,€12.20m,out,Summer,12.2,Championship,2018,2018/2019
19386,Derby County,Andreas Weimann,26.0,Right Winger,Bristol City,€2.25m,out,Summer,2.25,Championship,2018,2018/2019
19387,Derby County,Jason Shackell,34.0,Centre-Back,Lincoln City,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19416,Preston North End,Greg Cunningham,27.0,Left-Back,Cardiff,€4.00m,out,Summer,4.0,Championship,2018,2018/2019
19417,Preston North End,John Welsh,34.0,Central Midfield,Grimsby Town,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19418,Preston North End,Callum Roberts,19.0,Goalkeeper,Billingham Syn.,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19439,Millwall FC,Tim Cahill,38.0,Attacking Midfield,Jamshedpur FC,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19440,Millwall FC,Jamie Philpot,21.0,Centre-Forward,Dartford,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19441,Millwall FC,Kristian Brymora,19.0,Centre-Forward,Hässleholms IF,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19442,Millwall FC,Harry Girling,20.0,Goalkeeper,Cheshunt,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19443,Millwall FC,Harry Smith,23.0,Centre-Forward,Macclesfield,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19444,Millwall FC,Christian Mbulu,22.0,Centre-Back,Motherwell FC,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19445,Millwall FC,Kris Twardek,21.0,Right Midfield,Sligo Rovers,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19446,Millwall FC,Harry Toffolo,22.0,Left-Back,Lincoln City,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19447,Millwall FC,Nadjim Abdou,33.0,Central Midfield,FC Martigues,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19448,Millwall FC,Noah Chesmain,20.0,Left-Back,Colchester Utd.,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19470,Brentford FC,John Egan,25.0,Centre-Back,Sheff Utd,€4.50m,out,Summer,4.5,Championship,2018,2018/2019
19471,Brentford FC,Florian Jozefzoon,27.0,Right Winger,Derby,€3.10m,out,Summer,3.1,Championship,2018,2018/2019
19472,Brentford FC,Konstantin Kerschbaumer,26.0,Central Midfield,FC Ingolstadt,€1.00m,out,Summer,1.0,Championship,2018,2018/2019
19473,Brentford FC,Ilias Chatzitheodoridis,20.0,Left-Back,Panathinaikos,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19474,Brentford FC,Andreas Bjelland,29.0,Centre-Back,FC Copenhagen,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19499,Sheffield United,David Brooks,20.0,Right Winger,Bournemouth,€11.30m,out,Summer,11.3,Championship,2018,2018/2019
19500,Sheffield United,Chris Hussey,29.0,Left-Back,Cheltenham,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19501,Sheffield United,Clayton Donaldson,34.0,Centre-Forward,Bolton,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19538,Bristol City,Bobby Reid,25.0,Attacking Midfield,Cardiff,€11.35m,out,Summer,11.35,Championship,2018,2018/2019
19539,Bristol City,Aden Flint,28.0,Centre-Back,Middlesbrough,€8.00m,out,Summer,8.0,Championship,2018,2018/2019
19540,Bristol City,Joe Bryan,24.0,Left-Back,Fulham,€6.70m,out,Summer,6.7,Championship,2018,2018/2019
19541,Bristol City,Hördur Magnússon,25.0,Centre-Back,CSKA Moscow,€2.80m,out,Summer,2.8,Championship,2018,2018/2019
19542,Bristol City,Milan Djuric,28.0,Centre-Forward,Salernitana,€650Th.,out,Summer,0.65,Championship,2018,2018/2019
19543,Bristol City,Luke Steele,33.0,Centre-Forward,Nottm Forest,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19544,Bristol City,Gary O'Neil,35.0,Central Midfield,Bolton,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19545,Bristol City,Arnold Garita,23.0,Centre-Forward,RSC Charleroi,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19575,Ipswich Town,Martyn Waghorn,28.0,Centre-Forward,Derby,€5.60m,out,Summer,5.6,Championship,2018,2018/2019
19576,Ipswich Town,Adam Webster,23.0,Centre-Back,Bristol City,€4.00m,out,Summer,4.0,Championship,2018,2018/2019
19577,Ipswich Town,Joe Garner,30.0,Centre-Forward,Wigan,€1.40m,out,Summer,1.4,Championship,2018,2018/2019
19578,Ipswich Town,David McGoldrick,30.0,Centre-Forward,Sheff Utd,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19579,Ipswich Town,Mo Sagaf,20.0,Central Midfield,Barking,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19580,Ipswich Town,Luke Hyam,26.0,Central Midfield,Southend United,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19581,Ipswich Town,Mustapha Carayol,29.0,Left Winger,Apol. Limassol,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19582,Ipswich Town,Michael Crowe,22.0,Goalkeeper,Preston,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19583,Ipswich Town,Stephen Gleeson,29.0,Central Midfield,Aberdeen FC,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19610,Leeds United,Ronaldo Vieira,20.0,Central Midfield,Sampdoria,€7.10m,out,Summer,7.1,Championship,2018,2018/2019
19611,Leeds United,Caleb Ekuban,24.0,Centre-Forward,Trabzonspor,Loan fee:€200Th.,out,Summer,0.2,Championship,2018,2018/2019
19612,Leeds United,Luke Murphy,28.0,Central Midfield,Bolton,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19613,Leeds United,Andy Lonergan,34.0,Goalkeeper,Middlesbrough,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19614,Leeds United,Felix Wiedwald,28.0,Goalkeeper,E. Frankfurt,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19650,Norwich City,James Maddison,21.0,Attacking Midfield,Leicester,€25.00m,out,Summer,25.0,Championship,2018,2018/2019
19651,Norwich City,Josh Murphy,23.0,Left Winger,Cardiff,€11.40m,out,Summer,11.4,Championship,2018,2018/2019
19652,Norwich City,Marley Watkins,27.0,Right Winger,Bristol City,€1.10m,out,Summer,1.1,Championship,2018,2018/2019
19653,Norwich City,Marcel Franke,25.0,Centre-Back,Darmstadt 98,Loan fee:€100Th.,out,Summer,0.1,Championship,2018,2018/2019
19654,Norwich City,Ebou Adams,22.0,Central Midfield,Ebbsfleet,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19655,Norwich City,Paul Jones,32.0,Goalkeeper,Fleetwood,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19675,Sheffield Wednesday,Jack Hunt,27.0,Right-Back,Bristol City,€1.70m,out,Summer,1.7,Championship,2018,2018/2019
19676,Sheffield Wednesday,Glenn Loovens,34.0,Centre-Back,Sunderland,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19698,Queens Park Rangers,Alex Smithies,28.0,Goalkeeper,Cardiff,€4.00m,out,Summer,4.0,Championship,2018,2018/2019
19699,Queens Park Rangers,Conor Washington,26.0,Centre-Forward,Sheff Utd,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19700,Queens Park Rangers,Jack Robinson,24.0,Centre-Back,Nottm Forest,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19701,Queens Park Rangers,Jamie Mackie,32.0,Centre-Forward,Oxford United,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19702,Queens Park Rangers,James Perch,32.0,Defensive Midfield,Scunthorpe Utd.,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19735,Nottingham Forest,Barrie McKay,23.0,Left Winger,Swansea,€560Th.,out,Summer,0.56,Championship,2018,2018/2019
19736,Nottingham Forest,Stefanos Kapino,24.0,Goalkeeper,Werder Bremen,€300Th.,out,Summer,0.3,Championship,2018,2018/2019
19737,Nottingham Forest,Michael Mancienne,30.0,Centre-Back,New England,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19738,Nottingham Forest,David Vaughan,35.0,Defensive Midfield,Notts County,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19739,Nottingham Forest,Andreas Bouchalakis,25.0,Central Midfield,Olympiacos,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19740,Nottingham Forest,Jack Hobbs,29.0,Centre-Back,Bolton,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19741,Nottingham Forest,Ashkan Dejagah,32.0,Right Winger,Tractor Sazi,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19742,Nottingham Forest,Thomas Lam,24.0,Centre-Back,PEC Zwolle,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19773,Hull City,Allan McGregor,36.0,Goalkeeper,Rangers,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19774,Hull City,Jonathan Edwards,21.0,Centre-Forward,Halifax Town,free transfer,out,Summer,0.0,Championship,2018,2018/2019
19775,Hull City,Max Clark,22.0,Left-Back,Vitesse,free transfer,out,Summer,0.0,Championship,2018,2018/2019
