,Name,Rating
106,Cristiano Ronaldo,7.904007518312838
76,Malcom,6.697120208065642
125,Simone Verdi,6.124921634421664
120,Karl Toko Ekambi,6.058581514807361
86,Gerard Moreno,5.7591009974969705
124,Mark Uth,5.7249730736849855
65,Gonzalo Higuaín,5.477094158636531
100,Matteo Politano,5.245197158456439
7,Carlos Bacca,4.940083619483941
14,Jonathan Bamba,4.693298022872135
32,Douglas Costa,4.516906464807443
61,Munir El Haddadi,4.474156169904951
117,Naïm Sliti,4.444924842741843
85,Álvaro Morata,4.40419591163808
97,Lucas Pérez,4.2457030576412595
104,Richarlison,4.05835466471617
102,Christian Pulisic,3.917047290730644
129,Duván Zapata,3.7978401595710674
15,Léo Baptistão,3.7732069990557715
13,Mario Balotelli,3.7500309370492815
3,Felipe Anderson,3.6507445204198845
107,Emiliano Sala,3.6340167756664155
67,Roberto Inglese,3.548641394566962
130,Simone Zaza,3.3986924075756093
26,Jimmy Briand,3.3978841001410753
56,Max Gradel,3.377689828895345
11,Keita Baldé,3.1145296195912113
63,Martin Harnik,2.8377575075426122
51,Anwar El Ghazi,2.7129514499970346
122,Marcello Trotta,2.394364694335564
98,Andrea Petagna,2.382857492170114
114,André Schürrle,2.345060194552931
88,Luis Muriel,2.336944101154719
82,Isaac Mbenza,2.179895917071603
49,Dwight Gayle,2.1564496419514474
77,Harrison Manzala,2.089105824033456
110,Ivan Santini,1.9784884604992938
9,Stéphane Bahoken,1.9702669356455402
105,Diego Rolán,1.9199311929255496
90,M'Baye Niang,1.9001688060245303
52,Rachid Ghezzal,1.8949486577315007
18,Pablo de Blasis,1.7504439214996101
44,Diego Farias,1.7123072907136265
128,Andriy Yarmolenko,1.645033093246688
118,Rubén Sobrino,1.6429002316226269
4,Miguel Ángel Guerrero,1.4863970110583484
27,Ante Budimir,1.4436345955730492
131,Steven Zuber,1.3976767257348914
94,Alberto Paloschi,1.3890295759448423
47,Kévin Gameiro,1.2976717424656425
109,Antonio Sanabria,1.2604437247879696
60,John Guidetti,1.2594508824185875
54,Daniel Ginczek,1.2109704240551578
72,Dawid Kownacki,1.1770207899627099
20,Emmanuel Boateng,1.1408878272364364
127,Sandro Wagner,0.9549510208189859
37,Franco Di Santo,0.9458121902814045
36,Federico Di Francesco,0.9438218747867575
38,Adama Diakhaby,0.8009921662069807
31,Joaquín Correa,0.7983406338927168
87,Lebo Mothiba,0.7690684396666628
121,Fernando Torres,0.6732243063686796
75,Maxi López,0.6599237387245651
19,Jérémy Blayac,0.5929873767620101
30,Andreas Cornelius,0.5684377695833471
64,Marcel Heller,0.5652644460928471
74,Gianluca Lapadula,0.5350243376021296
89,Nani,0.4988170573700671
101,Ezequiel Ponce,0.4739829545252366
66,Pietro Iemmello,0.4729671265602685
46,Andrey Galabinov,0.4672813516970161
115,André Silva,0.4461975917961436
126,Sam Vokes,0.4415478811293242
41,Éder,0.43944486951259276
113,Patrik Schick,0.436589163187822
68,Jonathas,0.43626517063687065
42,Alexander Esswein,0.3336165473770935
45,Manolo Gabbiadini,0.2687335802903781
80,Borja Mayoral,0.2684934716568349
73,Gaëtan Laborde,0.2614744079168971
91,Casimir Ninga,0.26004417929902873
112,Marco Sau,0.17262272642409723
6,Khouma Babacar,0.08820801233180897
119,Dominic Solanke,0.06441268694486618
24,Emmanuel Bourgaud,0.030537414971266302
103,Antonino Ragusa,0.008120994387391667
123,Marco Tumminello,-0.021980328588524722
33,Enzo Crivelli,-0.08284662263884357
69,Yann Karamoh,-0.12976002264666991
10,Zakaria Bakkali,-0.16799023187537832
92,Stefano Okaka,-0.20694763408739014
35,Gerard Deulofeu,-0.23129665910076924
78,Myziane Maolida,-0.24365657313423933
116,Islam Slimani,-0.24980680315511494
5,Takuma Asano,-0.26575082477069345
17,Michy Batshuayi,-0.28129726544075573
40,Landry Dimata,-0.2904170793427213
93,Orji Okwonkwo,-0.3597158164388772
16,Aymen Barkok,-0.37456573160316214
99,Marko Pjaca,-0.4263666972237673
23,Marco Borriello,-0.49556059696702376
29,Rubén Castro,-0.5014981181735059
79,Roger Martínez,-0.5088590300363813
21,Raúl Bobadilla,-0.5374394047238911
84,Aleksandar Mitrović,-0.5382210133213408
43,Diego Falcinelli,-0.5609008282973212
34,Grégoire Defrel,-0.5711863153515516
1,Benik Afobe,-0.6580903985588293
71,Kenan Kodro,-0.7719495138756038
83,Kevin Mirallas,-0.7726949525817531
70,Olarenwaju Kayode,-0.7774211380027035
39,Brahim Díaz,-1.0395135775194881
2,Nordin Amrabat,-1.0585053128457473
22,Federico Bonazzoli,-1.15532495330428
0,Yacine Adli,
8,Dylan Bahamboula,
12,Sam Baldock,
25,Lucas Boyé,
28,Rémy Cabella,
48,Ulisses Garcia,
50,Willem Geubbels,
53,Emanuele Giaccherini,
55,Georges Gope-Fenepej,
57,Clément Grenier,
58,Karim Guédé,
59,Gonçalo Guedes,
62,Genki Haraguchi,
81,Kylian Mbappé,
95,Shawn Parker,
96,Felix Passlack,
108,Eddie Salcedo,
111,Christian Santos,
