,Name,Rating
66,Terence Kongolo,-1.166620284219178
104,Rafa Navarro,-1.1753123198676791
120,Antonio Rukavina,-1.2438217385280312
46,Johannes Geis,-1.2705347058571972
61,Paul Jaeckel,-1.3200464040571722
75,Philipp Lienhart,-1.3415505981503535
90,Hamza Mendyl,-1.3837582674447622
102,Naldo,-1.457374877474556
8,Antonio Barreca,-1.4874369491152464
92,Francesco Migliore,-1.5281326356564673
15,Daley Blind,-1.5642001541475277
134,Tito,-1.7682804035746187
148,Matthias Zimmermann,-1.8993715310639436
132,Caleb Stanko,-1.9382973041331992
99,Nicolai Müller,-2.197731524929885
4,Luca Antonelli,
16,Deian Boldor,
21,Luca Caldirola,
27,Diego Contento,
32,Damien Delaney,
38,Dória,
42,Afonso Figueiredo,
43,Andreu Fontàs,
44,Ramiro Funes Mori,
47,Santiago Gentiletti,
50,Connor Goldson,
52,Giancarlo González,
53,Michael Hefele,
55,Héctor Hernández,
57,Benedikt Höwedes,
58,Florian Hübner,
59,Uwe Hünemeier,
68,Ádám Lang,
78,Christian Maggio,
81,Adrián Marín,
84,Carlos Martínez,
88,Maurício,
89,Chancel Mbemba,
109,Nicolás Pareja,
110,Felix Passlack,
119,Vincent Rüfli,
127,Benno Schmitz,
135,Nenad Tomović,
141,Olivier Verdon,
147,Marvin Zeegelaar,
