,Name,Rating
119,Pablo Sarabia,4.97553773621538
18,Julian Brandt,4.260910239747451
131,Flavien Tait,4.116953198213332
20,Rémy Cabella,4.10622274542156
121,Téji Savanier,4.057053436067585
38,Christian Eriksen,3.658357899288177
30,Kerem Demirbay,2.907214258673466
39,Nabil Fekir,2.898169029050174
80,Giovani Lo Celso,2.782982045873735
101,Ayoze Pérez,2.636992615693219
114,Valentin Rongier,2.508028296070491
66,Joan Jordán,2.3293368154226988
133,Sada Thioub,2.2962355348456684
126,Naïm Sliti,2.2350300738036193
7,Nicolò Barella,2.176505141188197
102,Dennis Praet,2.084200656122287
16,Denis Bouanga,2.0278962745557574
106,Benito Raman,1.9735574486566767
71,Franck Kessié,1.8446746980815285
47,Gerson,1.6262153740703977
141,Jordan Veretout,1.6188852506057139
86,Thiago Mendes,1.5980937455164719
43,Pablo Fornals,1.5055385601514433
25,Bryan Cristante,1.4838936527506978
1,Dani Alves,1.4654308239443816
123,Stefano Sensi,1.409297695502679
108,Franck Ribéry,1.4036860872613617
3,Benjamin André,1.3613443230714106
125,Ellyes Skhiri,1.3179119175905432
22,Víctor Camarasa,1.2931977262324907
24,Denis Cheryshev,1.1299244346724544
52,Michael Gregoritsch,1.1207075803555069
72,Anthony Knockaert,1.1021197850357025
6,Tiemoué Bakayoko,1.1015908867494184
107,Aaron Ramsey,1.0332650855566206
36,Alfred Duncan,1.030155279908859
112,Rodri,1.021982878945492
82,Manuel Locatelli,0.9957556074212526
51,Esteban Granero,0.9947479590033115
68,Jorginho,0.9924858323302632
103,Erick Pulgar,0.873038707019492
122,Pasquale Schiattarella,0.8276067321288841
46,Jean-Philippe Gbamin,0.8072768303733878
26,Marc Cucurella,0.7649136853754481
23,Emre Can,0.7557795884560832
14,Antonin Bobichon,0.6897899599078589
37,Jimmy Durmaz,0.6805532298301044
33,Moussa Diaby,0.6220688976190559
49,Anthony Gonçalves,0.6192024896587675
94,Christopher Nkunku,0.5719916800180389
31,Diego Demme,0.5148504368296932
41,Jordan Ferri,0.5045270645653164
84,Jonas Martin,0.49346400895128284
134,Youri Tielemans,0.44960963811058663
56,Ander Herrera,0.3947006242352492
0,Mehdi Abeid,0.3894048020707121
77,Mario Lemina,0.31772807507674083
55,Luiz Gustavo,0.3153895128402891
45,Manu García,0.26779769973408657
48,André Gomes,0.25009255789537627
76,Paul Lasne,0.237434494788413
99,Rubén Pardo,0.2027341636386379
11,Leonardo Bittencourt,0.18493288406047806
40,Edimilson Fernandes,0.16645805777368095
50,Jérôme Gondorf,0.08355424268309863
81,Stanislav Lobotka,0.026671844092072405
12,Alexis Blin,-0.06919825468575833
105,Adrien Rabiot,-0.14668647748311972
138,Mattia Valoti,-0.17337066353346775
2,Nadiem Amiri,-0.18429188489268983
8,Nabil Bentaleb,-0.22243992254099126
28,Daniele De Rossi,-0.23170895501497923
110,Luca Rigoni,-0.23870776671889182
5,Milan Badelj,-0.23888132212109559
34,Mohamed Diamé,-0.31630890171015474
145,Nabil El Zhar,-0.33925561987702024
83,Douglas Luiz,-0.3721306678441923
73,Dominik Kohr,-0.3922293366075529
90,Alessandro Murgia,-0.403123718950284
17,Ryad Boudebouz,-0.43152393062535943
98,Adam Ounas,-0.47802201329293803
78,Lukas Lerager,-0.48468660809506686
135,Lucas Tousart,-0.49432945558612995
117,Renato Sanches,-0.5053686783006184
54,Gerard Gumbau,-0.5409077132843139
139,Miguel Veloso,-0.5723030349644844
42,Youssouf Fofana,-0.5908938846736412
95,Pedro Obiang,-0.6271621582066425
111,Sebastian Rode,-0.6297792430975531
143,Jetro Willems,-0.6321973336432553
89,Nicolai Müller,-0.6721879300844767
58,Oscar Hiljemark,-0.6796618152821706
74,Dawid Kownacki,-0.7162115007652324
60,Takashi Inui,-0.7250498585534246
127,Roberto Soriano,-0.7323388718057653
115,Sebastian Rudy,-0.7531062704628768
79,Marcos Llorente,-0.7872271850188298
142,Victor Wanyama,-0.8491445503984683
9,Yassine Benzia,-0.8612073631186131
92,Ádám Nagy,-0.8675420935429644
62,Jakub Jankto,-0.8787032902562151
19,Bruma,-0.9030219084948617
140,Daniele Verde,-0.9134067091636952
70,Wilfrid Kaptoum,-0.9446462301208229
113,Marko Rog,-0.9686289732552231
59,Andrew Hjulsager,-0.9994560427201515
35,Amadou Diawara,-1.0478558026545182
100,Vittorio Parigini,-1.056878975213826
132,Marco Terrazzino,-1.0861147731321017
118,Sandro,-1.0916016302539673
53,Vincenzo Grifo,-1.094858701821507
96,Shinji Okazaki,-1.1251434730097347
144,Zaydou Youssouf,-1.1339537651670666
67,Bruno Jordão,-1.1926585588505882
75,Dejan Kulusevski,-1.1953640425574594
10,Valon Berisha,-1.227712160713747
32,Jacopo Dezi,-1.2603231022892205
129,Stefano Sturaro,-1.272519762287151
4,Takuma Asano,-1.292330252260292
87,Pere Milla,-1.3598032028414941
124,Gaku Shibasaki,-1.4043014707556252
57,Pablo Hervías,-1.5523906832928103
64,Mathias Jensen,-1.6881922334909658
109,Mikel Rico,-1.6995626160996984
13,Danny Blum,
15,Yann Bodiger,
21,Yannick Cahuzac,
27,Steven Davis,
29,Steven Defour,
44,Javi Fuego,
61,Ander Iturraspe,
63,Nicolas Janvier,
65,Aron Jóhannsson,
69,Shinji Kagawa,
85,James McCarthy,
88,Gabriele Moncini,
91,Luis Muriel,
93,Samir Nasri,
97,David Otto,
104,Jason Puncheon,
116,Lukas Rupp,
120,Marco Sau,
128,Marc Stendera,
130,Denis Suárez,
136,Valentín Vada,
137,Pierrick Valdivia,
